Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	BA2 (gas, at grain boundary) (g/m3)	BA2O (gas, at grain boundary) (g/m3)	BA2O2 (gas, at grain boundary) (g/m3)	BAMOO4 (gas, at grain boundary) (g/m3)	BAO (gas, at grain boundary) (g/m3)	CS (gas, at grain boundary) (g/m3)	CS2 (gas, at grain boundary) (g/m3)	CS2MOO4 (gas, at grain boundary) (g/m3)	CS2O (gas, at grain boundary) (g/m3)	CS2O2 (gas, at grain boundary) (g/m3)	CSO (gas, at grain boundary) (g/m3)	HE (gas, at grain boundary) (g/m3)	MO (gas, at grain boundary) (g/m3)	MO2 (gas, at grain boundary) (g/m3)	MO2O6 (gas, at grain boundary) (g/m3)	MO3O9 (gas, at grain boundary) (g/m3)	MO4O12 (gas, at grain boundary) (g/m3)	MO5O15 (gas, at grain boundary) (g/m3)	MOO (gas, at grain boundary) (g/m3)	MOO2 (gas, at grain boundary) (g/m3)	MOO3 (gas, at grain boundary) (g/m3)	O (gas, at grain boundary) (g/m3)	O2 (gas, at grain boundary) (g/m3)	O3 (gas, at grain boundary) (g/m3)	PD (gas, at grain boundary) (g/m3)	RH (gas, at grain boundary) (g/m3)	RU (gas, at grain boundary) (g/m3)	TC (gas, at grain boundary) (g/m3)	LIQUID (liquid, at grain boundary) (g/m3)	BA2MOO5 (condensed, at grain boundary) (g/m3)	BA3MOO6 (condensed, at grain boundary) (g/m3)	BAMO207 (condensed, at grain boundary) (g/m3)	BAMO3O10 (condensed, at grain boundary) (g/m3)	BAMOO4 (condensed, at grain boundary) (g/m3)	C1_MO2 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S1 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S2 (condensed, at grain boundary) (g/m3)	CS2MO3O10 (condensed, at grain boundary) (g/m3)	CS2MO4O13 (condensed, at grain boundary) (g/m3)	CS2MO5O16 (condensed, at grain boundary) (g/m3)	CS2MO7O22 (condensed, at grain boundary) (g/m3)	CS2MOO4_S1 (condensed, at grain boundary) (g/m3)	CS2MOO4_S2 (condensed, at grain boundary) (g/m3)	CS2O1 (condensed, at grain boundary) (g/m3)	CS2O2 (condensed, at grain boundary) (g/m3)	CS3O (condensed, at grain boundary) (g/m3)	CS4O (condensed, at grain boundary) (g/m3)	CS7O1 (condensed, at grain boundary) (g/m3)	CS7O2 (condensed, at grain boundary) (g/m3)	CSO2 (condensed, at grain boundary) (g/m3)	CSO3 (condensed, at grain boundary) (g/m3)	HALITE (condensed, at grain boundary) (g/m3)	MO2_C11A (condensed, at grain boundary) (g/m3)	MO4O11 (condensed, at grain boundary) (g/m3)	MO8O23 (condensed, at grain boundary) (g/m3)	MO9O26 (condensed, at grain boundary) (g/m3)	MOO2 (condensed, at grain boundary) (g/m3)	MOO3 (condensed, at grain boundary) (g/m3)	PEROVSKITE (condensed, at grain boundary) (g/m3)	ZRO2_TETR (condensed, at grain boundary) (g/m3)	A15_CR3SI (condensed, at grain boundary) (g/m3)	BCC_A2 (condensed, at grain boundary) (g/m3)	C14_LAVES (condensed, at grain boundary) (g/m3)	C15_LAVES (condensed, at grain boundary) (g/m3)	DIAMOND_A4 (condensed, at grain boundary) (g/m3)	DIS_SIG (condensed, at grain boundary) (g/m3)	FCC_A1 (condensed, at grain boundary) (g/m3)	HCP_A3 (condensed, at grain boundary) (g/m3)	HCP_DIS (condensed, at grain boundary) (g/m3)	MC_ETA (condensed, at grain boundary) (g/m3)	MO3TE4 (condensed, at grain boundary) (g/m3)	MOPD2 (condensed, at grain boundary) (g/m3)	MOTE2_A (condensed, at grain boundary) (g/m3)	MOTE2_B (condensed, at grain boundary) (g/m3)	ORTHORHOMBIC_A20 (condensed, at grain boundary) (g/m3)	SIGMA (condensed, at grain boundary) (g/m3)	TETRAGONAL_U (condensed, at grain boundary) (g/m3)	O (gas, matrix) (g/m3)	O2 (gas, matrix) (g/m3)	C1_MO2 (condensed, matrix) (g/m3)	PU2O3 (condensed, matrix) (g/m3)	PUO152 (condensed, matrix) (g/m3)	PUO161 (condensed, matrix) (g/m3)	U3O8_S1 (condensed, matrix) (g/m3)	U3O8_S2 (condensed, matrix) (g/m3)	U3O8_S3 (condensed, matrix) (g/m3)	U3O8_S4 (condensed, matrix) (g/m3)	U4O9_S1 (condensed, matrix) (g/m3)	U4O9_S2 (condensed, matrix) (g/m3)	U4O9_S3 (condensed, matrix) (g/m3)	UO3 (condensed, matrix) (g/m3)	
4144	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.969e+04	0	0	0	0	0	0	0	0	1.297e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.751e+04	2.647e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4368	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4e+04	0	0	0	0	0	0	0	0	1.367e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.846e+04	2.79e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4592	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.83e+04	0	0	0	0	0	0	0	0	1.438e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.941e+04	2.933e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4816	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.261e+04	0	0	0	0	0	0	0	0	1.508e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.035e+04	3.077e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5040	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.692e+04	0	0	0	0	0	0	0	0	1.578e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13e+04	3.22e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5264	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.012e+05	0	0	0	0	0	0	0	0	1.648e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.225e+04	3.363e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5488	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.055e+05	0	0	0	0	0	0	0	0	1.718e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.319e+04	3.506e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5712	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.098e+05	0	0	0	0	0	0	0	0	1.788e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.414e+04	3.649e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5936	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.141e+05	0	0	0	0	0	0	0	0	1.858e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.509e+04	3.792e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6160	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.185e+05	0	0	0	0	0	0	0	0	1.928e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.603e+04	3.935e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6384	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.228e+05	0	0	0	0	0	0	0	0	1.999e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.698e+04	4.078e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6608	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.271e+05	0	0	0	0	0	0	0	0	2.069e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.793e+04	4.221e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6832	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.314e+05	0	0	0	0	0	0	0	0	2.139e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.887e+04	4.364e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7056	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.357e+05	0	0	0	0	0	0	0	0	2.209e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.982e+04	4.508e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7280	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4e+05	0	0	0	0	0	0	0	0	2.279e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.077e+04	4.651e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7504	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.443e+05	0	0	0	0	0	0	0	0	2.349e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.171e+04	4.794e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7728	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.486e+05	0	0	0	0	0	0	0	0	2.419e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.266e+04	4.937e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7952	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.529e+05	0	0	0	0	0	0	0	0	2.489e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.361e+04	5.08e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8176	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.572e+05	0	0	0	0	0	0	0	0	2.56e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.455e+04	5.223e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8400	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.615e+05	0	0	0	0	0	0	0	0	2.63e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55e+04	5.366e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8624	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.658e+05	0	0	0	0	0	0	0	0	2.7e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.645e+04	5.509e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8848	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.701e+05	0	0	0	0	0	0	0	0	2.77e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.739e+04	5.652e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9072	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.745e+05	0	0	0	0	0	0	0	0	2.84e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.834e+04	5.795e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9296	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.788e+05	0	0	0	0	0	0	0	0	2.91e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.928e+04	5.939e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9520	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.831e+05	0	0	0	0	0	0	0	0	2.98e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.023e+04	6.082e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9744	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.874e+05	0	0	0	0	0	0	0	0	3.05e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.118e+04	6.225e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9968	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.917e+05	0	0	0	0	0	0	0	0	3.121e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.212e+04	6.368e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10192	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96e+05	0	0	0	0	0	0	0	0	3.191e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.307e+04	6.511e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10416	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.003e+05	0	0	0	0	0	0	0	0	3.261e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.402e+04	6.654e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10640	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.046e+05	0	0	0	0	0	0	0	0	3.331e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.496e+04	6.797e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10864	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.089e+05	0	0	0	0	0	0	0	0	3.401e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.591e+04	6.94e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11088	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.132e+05	0	0	0	0	0	0	0	0	3.471e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.686e+04	7.083e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11312	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.175e+05	0	0	0	0	0	0	0	0	3.541e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.78e+04	7.226e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11536	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.218e+05	0	0	0	0	0	0	0	0	3.611e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.875e+04	7.369e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11760	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.261e+05	0	0	0	0	0	0	0	0	3.682e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.97e+04	7.513e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11984	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.305e+05	0	0	0	0	0	0	0	0	3.752e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.064e+04	7.656e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12208	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.348e+05	0	0	0	0	0	0	0	0	3.822e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.159e+04	7.799e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12432	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.391e+05	0	0	0	0	0	0	0	0	3.892e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.254e+04	7.942e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12656	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.434e+05	0	0	0	0	0	0	0	0	3.962e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.348e+04	8.085e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12880	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.477e+05	0	0	0	0	0	0	0	0	4.032e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.443e+04	8.228e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13104	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52e+05	0	0	0	0	0	0	0	0	4.102e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.538e+04	8.371e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13328	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.563e+05	0	0	0	0	0	0	0	0	4.172e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.632e+04	8.514e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13552	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.606e+05	0	0	0	0	0	0	0	0	4.243e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.727e+04	8.657e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13776	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.649e+05	0	0	0	0	0	0	0	0	4.313e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.822e+04	8.8e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14000	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.692e+05	0	0	0	0	0	0	0	0	4.383e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.916e+04	8.944e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14224	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.735e+05	0	0	0	0	0	0	0	0	4.453e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.011e+04	9.087e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14448	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.778e+05	0	0	0	0	0	0	0	0	4.523e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.106e+04	9.23e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14672	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.821e+05	0	0	0	0	0	0	0	0	4.593e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2e+04	9.373e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14896	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.864e+05	0	0	0	0	0	0	0	0	4.663e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.295e+04	9.516e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15120	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.908e+05	0	0	0	0	0	0	0	0	4.733e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39e+04	9.659e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15344	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.951e+05	0	0	0	0	0	0	0	0	4.804e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.484e+04	9.802e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15568	909	3.45e+19	0	0	100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.994e+05	0	0	0	0	0	0	0	0	4.874e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.579e+04	9.945e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
