number,value,params_Dg_dislocation_scale,params_Dv_dislocation_scale,params_K_d,params_f_n,params_first_gas_pressure_factor,params_rho_T_amp_scale,params_rho_T_shift,params_rho_T_tau_scale,params_rho_blank_def_scale,params_rho_blank_scale,params_rho_const_scale,params_rho_mode,user_attrs_error,user_attrs_failed,user_attrs_first_gas_pressure_factor,user_attrs_max_Rd_nm,user_attrs_max_f_cap_step,user_attrs_max_psi_d,user_attrs_min_Nd,user_attrs_rho_cfg,user_attrs_score_Nd_drop,user_attrs_score_guards,user_attrs_score_partition,user_attrs_score_pressure,user_attrs_score_radius_T,user_attrs_score_swelling_T,user_attrs_score_swelling_burnup,state
20,54.9157868820433,13.948124193608335,2.8023277184742494,2060899.473158178,1.195187936147156e-07,0.6148183707478284,,,,,2.5047551176033425,,blank_sat,,,0.6148183707478284,70.158441230362,0.0,0.6385636625665361,1.1759179815773128e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 2.5047551176033425, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.6148183707478284}",0.12102454416442616,0.0,8.59892075896017,0.006055958397437795,0.6206308206796,0.5015762120897783,0.4020075124995709,COMPLETE
21,44822.12691128154,13.149044874869885,5.343310691336811,1330582.9039793625,2.194073384463126e-07,0.5330213745122876,,,,,2.8164403669607845,,blank_sat,,,0.5330213745122876,156643.70881932386,0.0,0.9741590392031341,57419857840.47161,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 2.8164403669607845, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5330213745122876}",0.10360245524662488,8953.751220670318,8.62749601879237,0.26324876770723055,0.4908332582386606,0.5965522525252696,0.5172270805792096,COMPLETE
22,52.8843828087539,4.306323371817002,2.099631768234871,1518134.3020413048,2.762765957443864e-07,0.7465954543501208,,,,,3.111623382403754,,blank_sat,,,0.7465954543501208,91.61488179598007,0.0,0.6822414592807395,9.858881276126822e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 3.111623382403754, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7465954543501208}",0.11311114334768597,0.0,8.247975715037718,0.007316341530713446,0.6133245237032887,0.4645006115407019,0.386835808523486,COMPLETE
23,49.425625514454374,3.735163835183308,2.3262294422148644,2486811.8490617387,1.5517429040333557e-07,0.7704783117988668,,,,,1.795606077296339,,blank_sat,,,0.7704783117988668,87.10352580582773,0.0,0.6702464560241748,1.0327638059223784e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.795606077296339, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7704783117988668}",0.10775464049657879,0.0,7.20151954193383,0.003601833497417916,0.6604047258585563,0.3828309900329323,0.29482615849184823,COMPLETE
24,1433.102130402523,1.885365548770288,2.2843889907185697,1663598.6919595103,1.1754059954649121e-07,0.7230667117540398,,,,,1.0007807441828864,,blank_sat,,,0.7230667117540398,28848.723284568572,0.0,0.9306572236294589,8014950686518.609,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.0007807441828864, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7230667117540398}",0.05501638439810256,279.94475072025284,2.0865538715408225,0.19002771557595685,0.6599487523927442,0.3352744557172215,0.3972275927344746,COMPLETE
25,43.77389773034236,2.509658572991766,1.5435776655692985,2943043.540690283,6.416771204847919e-07,0.5731490614633472,,,,,1.4362682221985714,,blank_sat,,,0.5731490614633472,79.21269727446162,0.0,0.6493341846713218,9.896581492328912e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.4362682221985714, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5731490614633472}",0.09189628666120496,0.0,2.731827001171893,0.0002502870180495678,0.9311597435182826,0.35886569339087737,0.4201121231120078,COMPLETE
26,464.3341915270611,1.678618342770289,1.6144536044651707,2740429.969255894,4.439755842287687e-07,0.48662983492431666,0.5216076051266223,-63.33452874054878,1.5679015628615858,0.8202509479084821,,,blank_sat_deformed,,,0.48662983492431666,16348.73081674847,0.0,0.9251836566545856,43265638593755.67,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 0.8202509479084821, ""rho_T_shift"": -63.33452874054878, ""rho_T_tau_scale"": 1.5679015628615858, ""rho_T_amp_scale"": 0.5216076051266223, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.48662983492431666}",0.10505457916303595,82.66341405387917,0.5785747801014545,0.11122804651431273,1.0307305678399592,0.8557543432566931,1.080637680932446,COMPLETE
27,512.1213215758673,1.0458199688412866,1.3527914282741496,1432195.7536022263,2.161611566070378e-06,0.46615522244173047,,,,,0.7764579692045604,,blank_sat,,,0.46615522244173047,16882.799090991044,0.0,0.912204230191519,37657742324345.484,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 0.7764579692045604, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.46615522244173047}",0.15140269311289434,88.68791325996615,0.7592161944594501,0.1074728720644247,1.1104986994924213,1.5558762780265458,1.7884459287338683,COMPLETE
28,340.70764243283236,4.247051551083329,1.0210747136526277,1655286.5863675205,8.081622031661718e-07,0.6059524977485682,,,,,1.4204504531094404,,blank_sat,,,0.6059524977485682,14179.900182959718,0.0,0.9193939233330295,65072389786730.734,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.4204504531094404, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.6059524977485682}",0.059115385439383626,60.379293988403745,5.155459968629474,0.13761444318077054,0.5717696142823985,0.28754706192705626,0.27359078201166187,COMPLETE
29,46.94305269689995,3.1893271556712355,3.719642864338313,2685127.0640426436,5.9412091906624e-07,0.29340131830938715,,,,,1.8476245848070192,,blank_sat,,,0.29340131830938715,61.91150464467513,0.0,0.6091261492165785,1.1534357162408157e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.8476245848070192, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.29340131830938715}",0.10587305040192707,0.0,5.516384018444739,0.0005492884361474116,0.8047189126070604,0.29757112833578253,0.24742488300115867,COMPLETE
