Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	THERMOCHIMICA pressure (Pa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Cs produced (at/m3)	Cs in grain (at/m3)	Cs in intragranular solution (at/m3)	Cs in intragranular bubbles (at/m3)	Cs at grain boundary (at/m3)	Cs released (at/m3)	Cs reacted - IG (at/m3)	Cs reacted - GB (at/m3)	I produced (at/m3)	I in grain (at/m3)	I in intragranular solution (at/m3)	I in intragranular bubbles (at/m3)	I at grain boundary (at/m3)	I released (at/m3)	I reacted - IG (at/m3)	I reacted - GB (at/m3)	Te produced (at/m3)	Te in grain (at/m3)	Te in intragranular solution (at/m3)	Te in intragranular bubbles (at/m3)	Te at grain boundary (at/m3)	Te released (at/m3)	Te reacted - IG (at/m3)	Te reacted - GB (at/m3)	Mo produced (at/m3)	Mo in grain (at/m3)	Mo in intragranular solution (at/m3)	Mo in intragranular precipitates (at/m3)	Mo at grain boundary (at/m3)	Mo released (at/m3)	Mo reacted - IG (at/m3)	Mo reacted - GB (at/m3)	Ru produced (at/m3)	Ru in grain (at/m3)	Ru in intragranular solution (at/m3)	Ru in intragranular precipitates (at/m3)	Ru at grain boundary (at/m3)	Ru released (at/m3)	Ru reacted - IG (at/m3)	Ru reacted - GB (at/m3)	Rh produced (at/m3)	Rh in grain (at/m3)	Rh in intragranular solution (at/m3)	Rh in intragranular precipitates (at/m3)	Rh at grain boundary (at/m3)	Rh released (at/m3)	Rh reacted - IG (at/m3)	Rh reacted - GB (at/m3)	Tc produced (at/m3)	Tc in grain (at/m3)	Tc in intragranular solution (at/m3)	Tc in intragranular precipitates (at/m3)	Tc at grain boundary (at/m3)	Tc released (at/m3)	Tc reacted - IG (at/m3)	Tc reacted - GB (at/m3)	Pd produced (at/m3)	Pd in grain (at/m3)	Pd in intragranular solution (at/m3)	Pd in intragranular precipitates (at/m3)	Pd at grain boundary (at/m3)	Pd released (at/m3)	Pd reacted - IG (at/m3)	Pd reacted - GB (at/m3)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgMOX)	Fuel density (kg/m3)	U234 (at/m3)	U235 (at/m3)	U236 (at/m3)	U237 (at/m3)	U238 (at/m3)	Pu238 (at/m3)	Pu239 (at/m3)	Pu240 (at/m3)	Pu241 (at/m3)	Pu242 (at/m3)	q (-)	Stoichiometry deviation (/)	Fuel oxygen partial pressure (MPa)	Fuel oxygen potential (KJ/mol)	Uranium content (mol/m3)	Oxygen content (mol/m3)	Plutonium content (mol/m3)	
6948	1958	1e-05	0	1	4.999473e-06	7.75e+26	3.428749e+24	7.266786e+23	2.70207e+24	1.225649e+26	6.490064e+26	4.94e+25	2.185551e+23	4.63199e+22	1.722352e+23	7.812522e+24	4.136892e+25	0.8374276	52.27675	1.432779	0.3036587	1.12912	12.45369	38.39028	0	0	1.500768	0.0411324	0.008717475	0.03241492	0.3575222	1.102113	0	0	1.500768	0.0411324	0.008717475	0.03241492	0.3575222	1.102113	0	0	54.70299	54.70299	0	0	0	0	0	0	49.6254	49.6254	0	0	0	0	0	0	14.8576	14.8576	0	0	0	0	0	0	13.2818	13.2818	0	0	0	0	0	0	38.6948	38.6948	0	0	0	0	0	0	12506.4	0.001317314	0.0001197537	2.240365e+10	9.73241e+09	3.070913e+11	2.665261e-06	1.518508e-11	1.337191e-17	0.3402012	0.3402012	0.1797666	0.614596	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-2.909523e-06	0	0	29133.75	77069.09	9400.857	
6954	1959	1e-05	0	1	4.999463e-06	7.75e+26	3.357178e+24	7.024498e+23	2.654728e+24	1.220019e+26	6.496409e+26	4.94e+25	2.13993e+23	4.477551e+22	1.692175e+23	7.776636e+24	4.140937e+25	0.8382464	52.3219	1.430373	0.2992887	1.131085	12.43657	38.45496	0	0	1.502064	0.04106335	0.00859202	0.03247133	0.3570306	1.10397	0	0	1.502064	0.04106335	0.00859202	0.03247133	0.3570306	1.10397	0	0	54.75023	54.75023	0	0	0	0	0	0	49.66825	49.66825	0	0	0	0	0	0	14.87043	14.87043	0	0	0	0	0	0	13.29327	13.29327	0	0	0	0	0	0	38.72822	38.72822	0	0	0	0	0	0	12517.2	0.001309193	0.000117654	2.23059e+10	9.730143e+09	3.087781e+11	2.669825e-06	1.523712e-11	1.344071e-17	0.3398777	0.3398777	0.1799036	0.613644	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-2.95419e-06	0	0	29133.54	77068.61	9400.815	
6960	1960	1e-05	0	1	4.999452e-06	7.75e+26	3.287352e+24	6.790616e+23	2.608291e+24	1.214406e+26	6.502721e+26	4.94e+25	2.095422e+23	4.32847e+22	1.662575e+23	7.740858e+24	4.14496e+25	0.8390607	52.36704	1.428128	0.2950054	1.133122	12.41942	38.51949	0	0	1.50336	0.04099888	0.008469055	0.03252983	0.3565385	1.105823	0	0	1.50336	0.04099888	0.008469055	0.03252983	0.3565385	1.105823	0	0	54.79747	54.79747	0	0	0	0	0	0	49.7111	49.7111	0	0	0	0	0	0	14.88326	14.88326	0	0	0	0	0	0	13.30474	13.30474	0	0	0	0	0	0	38.76163	38.76163	0	0	0	0	0	0	12528	0.001301134	0.0001155944	2.220885e+10	9.727684e+09	3.104698e+11	2.674385e-06	1.528921e-11	1.350969e-17	0.3395559	0.3395559	0.1800406	0.6126965	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-2.999469e-06	0	0	29133.34	77068.11	9400.773	
6966	1961	1e-05	0	1	4.999441e-06	7.75e+26	3.219226e+24	6.564845e+23	2.562742e+24	1.20881e+26	6.508998e+26	4.94e+25	2.051997e+23	4.18456e+22	1.633541e+23	7.70519e+24	4.148961e+25	0.8398706	52.41218	1.426039	0.2908067	1.135232	12.40227	38.58388	0	0	1.504656	0.04093891	0.008348516	0.03259039	0.356046	1.107671	0	0	1.504656	0.04093891	0.008348516	0.03259039	0.356046	1.107671	0	0	54.84471	54.84471	0	0	0	0	0	0	49.75396	49.75396	0	0	0	0	0	0	14.89609	14.89609	0	0	0	0	0	0	13.31621	13.31621	0	0	0	0	0	0	38.79505	38.79505	0	0	0	0	0	0	12538.8	0.001293138	0.0001135741	2.211251e+10	9.725032e+09	3.121664e+11	2.678941e-06	1.534136e-11	1.357886e-17	0.3392359	0.3392359	0.1801778	0.6117532	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.045366e-06	0	0	29133.13	77067.6	9400.73	
6972	1962	1e-05	0	1	4.99943e-06	7.75e+26	3.152756e+24	6.346903e+23	2.518065e+24	1.203232e+26	6.515241e+26	4.94e+25	2.009627e+23	4.045639e+22	1.605064e+23	7.669632e+24	4.15294e+25	0.8406762	52.45733	1.424103	0.2866904	1.137413	12.3851	38.64813	0	0	1.505952	0.04088335	0.008230345	0.03265301	0.3555531	1.109516	0	0	1.505952	0.04088335	0.008230345	0.03265301	0.3555531	1.109516	0	0	54.89195	54.89195	0	0	0	0	0	0	49.79681	49.79681	0	0	0	0	0	0	14.90892	14.90892	0	0	0	0	0	0	13.32768	13.32768	0	0	0	0	0	0	38.82846	38.82846	0	0	0	0	0	0	12549.6	0.001285204	0.0001115925	2.201686e+10	9.72219e+09	3.138679e+11	2.683494e-06	1.539355e-11	1.364822e-17	0.3389177	0.3389177	0.1803151	0.6108142	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.091889e-06	0	0	29132.91	77067.08	9400.685	
6978	1963	1e-05	0	1	4.999418e-06	7.75e+26	3.087897e+24	6.136514e+23	2.474246e+24	1.197671e+26	6.52145e+26	4.94e+25	1.968286e+23	3.911533e+22	1.577132e+23	7.634184e+24	4.156899e+25	0.8414775	52.50247	1.422319	0.2826545	1.139664	12.36791	38.71224	0	0	1.507248	0.04083212	0.008114483	0.03271764	0.3550597	1.111356	0	0	1.507248	0.04083212	0.008114483	0.03271764	0.3550597	1.111356	0	0	54.93919	54.93919	0	0	0	0	0	0	49.83967	49.83967	0	0	0	0	0	0	14.92176	14.92176	0	0	0	0	0	0	13.33914	13.33914	0	0	0	0	0	0	38.86188	38.86188	0	0	0	0	0	0	12560.4	0.001277333	0.0001096488	2.192191e+10	9.719158e+09	3.155743e+11	2.688044e-06	1.544579e-11	1.371775e-17	0.3386012	0.3386012	0.1804526	0.6098795	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.139045e-06	0	0	29132.7	77066.55	9400.641	
6984	1964	1e-05	0	1	4.999407e-06	7.75e+26	3.02461e+24	5.933415e+23	2.431269e+24	1.192127e+26	6.527627e+26	4.94e+25	1.927945e+23	3.782074e+22	1.549738e+23	7.598847e+24	4.160836e+25	0.8422745	52.54762	1.420683	0.2786971	1.141985	12.35071	38.77622	0	0	1.508544	0.04078514	0.008000873	0.03278427	0.354566	1.113193	0	0	1.508544	0.04078514	0.008000873	0.03278427	0.354566	1.113193	0	0	54.98643	54.98643	0	0	0	0	0	0	49.88252	49.88252	0	0	0	0	0	0	14.93459	14.93459	0	0	0	0	0	0	13.35061	13.35061	0	0	0	0	0	0	38.89529	38.89529	0	0	0	0	0	0	12571.2	0.001269523	0.0001077425	2.182763e+10	9.715937e+09	3.172856e+11	2.692591e-06	1.549809e-11	1.378748e-17	0.3382864	0.3382864	0.1805902	0.6089491	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.186841e-06	0	0	29132.47	77066.02	9400.595	
6990	1965	1e-05	0	1	4.999395e-06	7.75e+26	2.962852e+24	5.73735e+23	2.389117e+24	1.1866e+26	6.533771e+26	4.94e+25	1.888579e+23	3.657098e+22	1.52287e+23	7.563619e+24	4.164752e+25	0.8430673	52.59276	1.419191	0.2748162	1.144375	12.3335	38.84007	0	0	1.50984	0.04074234	0.00788946	0.03285288	0.3540718	1.115026	0	0	1.50984	0.04074234	0.00788946	0.03285288	0.3540718	1.115026	0	0	55.03367	55.03367	0	0	0	0	0	0	49.92538	49.92538	0	0	0	0	0	0	14.94742	14.94742	0	0	0	0	0	0	13.36208	13.36208	0	0	0	0	0	0	38.92871	38.92871	0	0	0	0	0	0	12582	0.001261775	0.0001058727	2.173402e+10	9.712529e+09	3.190019e+11	2.697134e-06	1.555043e-11	1.385739e-17	0.3379734	0.3379734	0.1807279	0.6080229	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.235284e-06	0	0	29132.25	77065.47	9400.548	
6996	1966	1e-05	0	1	4.999383e-06	7.75e+26	2.902585e+24	5.548072e+23	2.347778e+24	1.181091e+26	6.539883e+26	4.94e+25	1.850164e+23	3.536448e+22	1.496519e+23	7.528501e+24	4.168648e+25	0.8438559	52.6379	1.417843	0.2710099	1.146833	12.31627	38.90379	0	0	1.511136	0.04070362	0.00778019	0.03292343	0.3535772	1.116855	0	0	1.511136	0.04070362	0.00778019	0.03292343	0.3535772	1.116855	0	0	55.08091	55.08091	0	0	0	0	0	0	49.96823	49.96823	0	0	0	0	0	0	14.96025	14.96025	0	0	0	0	0	0	13.37355	13.37355	0	0	0	0	0	0	38.96212	38.96212	0	0	0	0	0	0	12592.8	0.001254089	0.0001040389	2.164108e+10	9.708934e+09	3.20723e+11	2.701674e-06	1.560283e-11	1.392748e-17	0.3376621	0.3376621	0.1808658	0.6071009	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.284382e-06	0	0	29132.02	77064.91	9400.501	
7002	1967	1e-05	0	1	4.999371e-06	7.75e+26	2.843768e+24	5.365341e+23	2.307234e+24	1.175599e+26	6.545964e+26	4.94e+25	1.812673e+23	3.419972e+22	1.470676e+23	7.493494e+24	4.172524e+25	0.8446405	52.68305	1.416634	0.2672765	1.149358	12.29903	38.96739	0	0	1.512432	0.04066892	0.007673011	0.03299591	0.3530821	1.118681	0	0	1.512432	0.04066892	0.007673011	0.03299591	0.3530821	1.118681	0	0	55.12815	55.12815	0	0	0	0	0	0	50.01108	50.01108	0	0	0	0	0	0	14.97308	14.97308	0	0	0	0	0	0	13.38502	13.38502	0	0	0	0	0	0	38.99554	38.99554	0	0	0	0	0	0	12603.6	0.001246464	0.0001022404	2.154881e+10	9.705154e+09	3.224491e+11	2.706211e-06	1.565527e-11	1.399776e-17	0.3373524	0.3373524	0.1810039	0.606183	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.334141e-06	0	0	29131.78	77064.34	9400.453	
7008	1968	1e-05	0	1	4.999358e-06	7.75e+26	2.786366e+24	5.188929e+23	2.267473e+24	1.170124e+26	6.552012e+26	4.94e+25	1.776083e+23	3.307524e+22	1.445331e+23	7.458596e+24	4.17638e+25	0.845421	52.72819	1.415563	0.2636142	1.151949	12.28177	39.03086	0	0	1.513728	0.04063817	0.007567872	0.0330703	0.3525866	1.120503	0	0	1.513728	0.04063817	0.007567872	0.0330703	0.3525866	1.120503	0	0	55.17539	55.17539	0	0	0	0	0	0	50.05394	50.05394	0	0	0	0	0	0	14.98591	14.98591	0	0	0	0	0	0	13.39649	13.39649	0	0	0	0	0	0	39.02895	39.02895	0	0	0	0	0	0	12614.4	0.001238901	0.0001004766	2.145718e+10	9.701188e+09	3.241801e+11	2.710744e-06	1.570777e-11	1.406823e-17	0.3370445	0.3370445	0.181142	0.6052694	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.384569e-06	0	0	29131.54	77063.76	9400.404	
7014	1969	1e-05	0	1	4.999345e-06	7.75e+26	2.730339e+24	5.018612e+23	2.228478e+24	1.164666e+26	6.55803e+26	4.94e+25	1.740371e+23	3.198961e+22	1.420475e+23	7.423809e+24	4.180215e+25	0.8461975	52.77334	1.414627	0.2600212	1.154605	12.26449	39.09422	0	0	1.515024	0.04061129	0.007464724	0.03314656	0.3520906	1.122322	0	0	1.515024	0.04061129	0.007464724	0.03314656	0.3520906	1.122322	0	0	55.22262	55.22262	0	0	0	0	0	0	50.09679	50.09679	0	0	0	0	0	0	14.99874	14.99874	0	0	0	0	0	0	13.40796	13.40796	0	0	0	0	0	0	39.06237	39.06237	0	0	0	0	0	0	12625.2	0.001231399	9.874676e-05	2.136621e+10	9.697038e+09	3.259161e+11	2.715275e-06	1.576032e-11	1.413889e-17	0.3367382	0.3367382	0.1812804	0.6043598	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.435674e-06	0	0	29131.3	77063.17	9400.353	
7020	1970	1e-05	0	1	4.999332e-06	7.75e+26	2.675654e+24	4.854177e+23	2.190237e+24	1.159226e+26	6.564018e+26	4.94e+25	1.705514e+23	3.094146e+22	1.396099e+23	7.389131e+24	4.184032e+25	0.84697	52.81848	1.413822	0.2564959	1.157327	12.2472	39.15746	0	0	1.51632	0.0405882	0.007363519	0.03322469	0.3515941	1.124138	0	0	1.51632	0.0405882	0.007363519	0.03322469	0.3515941	1.124138	0	0	55.26986	55.26986	0	0	0	0	0	0	50.13965	50.13965	0	0	0	0	0	0	15.01157	15.01157	0	0	0	0	0	0	13.41943	13.41943	0	0	0	0	0	0	39.09578	39.09578	0	0	0	0	0	0	12636	0.001223957	9.70503e-05	2.127587e+10	9.692704e+09	3.27657e+11	2.719802e-06	1.581292e-11	1.420973e-17	0.3364336	0.3364336	0.1814188	0.6034544	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.487463e-06	0	0	29131.05	77062.57	9400.303	
7026	1971	1e-05	0	1	4.999319e-06	7.75e+26	2.622275e+24	4.695414e+23	2.152734e+24	1.153803e+26	6.569975e+26	4.94e+25	1.671489e+23	2.992948e+22	1.372194e+23	7.354562e+24	4.187829e+25	0.8477386	52.86362	1.413148	0.2530366	1.160112	12.22989	39.22059	0	0	1.517616	0.04056885	0.007264209	0.03330464	0.3510972	1.12595	0	0	1.517616	0.04056885	0.007264209	0.03330464	0.3510972	1.12595	0	0	55.3171	55.3171	0	0	0	0	0	0	50.1825	50.1825	0	0	0	0	0	0	15.0244	15.0244	0	0	0	0	0	0	13.4309	13.4309	0	0	0	0	0	0	39.1292	39.1292	0	0	0	0	0	0	12646.8	0.001216576	9.53866e-05	2.118617e+10	9.688188e+09	3.294029e+11	2.724326e-06	1.586557e-11	1.428076e-17	0.3361306	0.3361306	0.1815574	0.6025531	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.539942e-06	0	0	29130.8	77061.96	9400.251	
7032	1972	1e-05	0	1	4.999306e-06	7.75e+26	2.570168e+24	4.542125e+23	2.115956e+24	1.148397e+26	6.575902e+26	4.94e+25	1.638275e+23	2.895238e+22	1.348751e+23	7.320102e+24	4.191607e+25	0.8485034	52.90877	1.412602	0.2496418	1.16296	12.21256	39.28361	0	0	1.518912	0.04055316	0.00716675	0.03338641	0.3505998	1.127759	0	0	1.518912	0.04055316	0.00716675	0.03338641	0.3505998	1.127759	0	0	55.36434	55.36434	0	0	0	0	0	0	50.22536	50.22536	0	0	0	0	0	0	15.03723	15.03723	0	0	0	0	0	0	13.44237	13.44237	0	0	0	0	0	0	39.16261	39.16261	0	0	0	0	0	0	12657.6	0.001209256	9.375503e-05	2.10971e+10	9.683488e+09	3.311537e+11	2.728847e-06	1.591827e-11	1.435197e-17	0.3358293	0.3358293	0.1816962	0.6016558	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.593121e-06	0	0	29130.54	77061.34	9400.198	
7038	1973	1e-05	0	1	4.999292e-06	7.75e+26	2.5193e+24	4.394116e+23	2.079889e+24	1.143008e+26	6.581799e+26	4.94e+25	1.605851e+23	2.800895e+22	1.325761e+23	7.285751e+24	4.195366e+25	0.8492644	52.95391	1.41218	0.2463099	1.165871	12.19521	39.34652	0	0	1.520208	0.04054106	0.007071096	0.03346997	0.3501018	1.129565	0	0	1.520208	0.04054106	0.007071096	0.03346997	0.3501018	1.129565	0	0	55.41158	55.41158	0	0	0	0	0	0	50.26821	50.26821	0	0	0	0	0	0	15.05006	15.05006	0	0	0	0	0	0	13.45384	13.45384	0	0	0	0	0	0	39.19603	39.19603	0	0	0	0	0	0	12668.4	0.001201996	9.2155e-05	2.100865e+10	9.678607e+09	3.329094e+11	2.733365e-06	1.597102e-11	1.442337e-17	0.3355296	0.3355296	0.1818351	0.6007625	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.647006e-06	0	0	29130.28	77060.7	9400.144	
7044	1974	1e-05	0	1	4.999278e-06	7.75e+26	2.469639e+24	4.251201e+23	2.044519e+24	1.137636e+26	6.587668e+26	4.94e+25	1.574196e+23	2.709798e+22	1.303216e+23	7.251509e+24	4.199107e+25	0.8500217	52.99906	1.411882	0.2430393	1.168843	12.17785	39.40933	0	0	1.521504	0.0405325	0.006977205	0.03355529	0.3496033	1.131368	0	0	1.521504	0.0405325	0.006977205	0.03355529	0.3496033	1.131368	0	0	55.45882	55.45882	0	0	0	0	0	0	50.31107	50.31107	0	0	0	0	0	0	15.06289	15.06289	0	0	0	0	0	0	13.46531	13.46531	0	0	0	0	0	0	39.22944	39.22944	0	0	0	0	0	0	12679.2	0.001194795	9.05859e-05	2.092081e+10	9.673544e+09	3.346701e+11	2.73788e-06	1.602383e-11	1.449496e-17	0.3352315	0.3352315	0.1819741	0.5998733	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.701605e-06	0	0	29130.01	77060.05	9400.089	
7050	1975	1e-05	0	1	4.999264e-06	7.75e+26	2.421154e+24	4.1132e+23	2.009834e+24	1.13228e+26	6.593508e+26	4.94e+25	1.54329e+23	2.621833e+22	1.281107e+23	7.217374e+24	4.20283e+25	0.8507752	53.0442	1.411704	0.2398287	1.171875	12.16047	39.47203	0	0	1.5228	0.04052739	0.006885035	0.03364236	0.3491043	1.133168	0	0	1.5228	0.04052739	0.006885035	0.03364236	0.3491043	1.133168	0	0	55.50606	55.50606	0	0	0	0	0	0	50.35392	50.35392	0	0	0	0	0	0	15.07572	15.07572	0	0	0	0	0	0	13.47678	13.47678	0	0	0	0	0	0	39.26286	39.26286	0	0	0	0	0	0	12690	0.001187654	8.904715e-05	2.083359e+10	9.6683e+09	3.364358e+11	2.742392e-06	1.607668e-11	1.456674e-17	0.334935	0.334935	0.1821133	0.5989881	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.756926e-06	0	0	29129.73	77059.39	9400.033	
7056	1976	1e-05	0	1	4.999249e-06	7.75e+26	2.373813e+24	3.97994e+23	1.975819e+24	1.126942e+26	6.59932e+26	4.94e+25	1.513115e+23	2.536891e+22	1.259425e+23	7.183347e+24	4.206534e+25	0.8515251	53.08934	1.411645	0.2366767	1.174968	12.14306	39.53464	0	0	1.524096	0.04052569	0.006794545	0.03373115	0.3486047	1.134966	0	0	1.524096	0.04052569	0.006794545	0.03373115	0.3486047	1.134966	0	0	55.5533	55.5533	0	0	0	0	0	0	50.39677	50.39677	0	0	0	0	0	0	15.08855	15.08855	0	0	0	0	0	0	13.48825	13.48825	0	0	0	0	0	0	39.29628	39.29628	0	0	0	0	0	0	12700.8	0.001180572	8.753816e-05	2.074697e+10	9.662875e+09	3.382065e+11	2.746901e-06	1.612959e-11	1.463871e-17	0.3346401	0.3346401	0.1822527	0.5981069	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.812975e-06	0	0	29129.46	77058.72	9399.977	
7062	1977	1e-05	0	1	4.999234e-06	7.75e+26	2.327588e+24	3.851252e+23	1.942463e+24	1.121621e+26	6.605103e+26	4.94e+25	1.48365e+23	2.454862e+22	1.238164e+23	7.149428e+24	4.210221e+25	0.8522714	53.13449	1.411702	0.2335817	1.17812	12.12564	39.59715	0	0	1.525392	0.04052734	0.006705695	0.03382164	0.3481044	1.13676	0	0	1.525392	0.04052734	0.006705695	0.03382164	0.3481044	1.13676	0	0	55.60054	55.60054	0	0	0	0	0	0	50.43963	50.43963	0	0	0	0	0	0	15.10138	15.10138	0	0	0	0	0	0	13.49972	13.49972	0	0	0	0	0	0	39.32969	39.32969	0	0	0	0	0	0	12711.6	0.00117355	8.605836e-05	2.066095e+10	9.657269e+09	3.399821e+11	2.751407e-06	1.618255e-11	1.471086e-17	0.3343468	0.3343468	0.1823922	0.5972296	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.869763e-06	0	0	29129.17	77058.03	9399.919	
7068	1978	1e-05	0	1	4.999219e-06	7.75e+26	2.282449e+24	3.726975e+23	1.909752e+24	1.116316e+26	6.61086e+26	4.94e+25	1.454877e+23	2.375646e+22	1.217313e+23	7.115614e+24	4.21389e+25	0.8530141	53.17963	1.411874	0.2305426	1.181331	12.10819	39.65957	0	0	1.526688	0.04053226	0.006618447	0.03391381	0.3476036	1.138552	0	0	1.526688	0.04053226	0.006618447	0.03391381	0.3476036	1.138552	0	0	55.64778	55.64778	0	0	0	0	0	0	50.48248	50.48248	0	0	0	0	0	0	15.11421	15.11421	0	0	0	0	0	0	13.51119	13.51119	0	0	0	0	0	0	39.36311	39.36311	0	0	0	0	0	0	12722.4	0.001166585	8.460719e-05	2.057552e+10	9.651483e+09	3.417627e+11	2.755909e-06	1.623556e-11	1.478321e-17	0.334055	0.334055	0.1825318	0.5963562	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.927295e-06	0	0	29128.88	77057.34	9399.86	
7074	1979	1e-05	0	1	4.999204e-06	7.75e+26	2.238369e+24	3.606953e+23	1.877674e+24	1.111028e+26	6.616588e+26	4.94e+25	1.42678e+23	2.299142e+22	1.196866e+23	7.081907e+24	4.217542e+25	0.8537533	53.22478	1.412157	0.2275579	1.184599	12.09072	39.72189	0	0	1.527984	0.0405404	0.006532763	0.03400764	0.3471021	1.140341	0	0	1.527984	0.0405404	0.006532763	0.03400764	0.3471021	1.140341	0	0	55.69502	55.69502	0	0	0	0	0	0	50.52534	50.52534	0	0	0	0	0	0	15.12704	15.12704	0	0	0	0	0	0	13.52266	13.52266	0	0	0	0	0	0	39.39652	39.39652	0	0	0	0	0	0	12733.2	0.00115968	8.31841e-05	2.049068e+10	9.645516e+09	3.435483e+11	2.760409e-06	1.628862e-11	1.485574e-17	0.3337649	0.3337649	0.1826716	0.5954868	116	10420	6.316197e+24	4.561698e+25	1.228149e+24	0	1.749762e+28	3.340975e+24	4.861402e+27	7.503037e+26	3.227722e+25	1.528921e+25	0.244	-3.985579e-06	0	0	29128.59	77056.63	9399.8	
