Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Cs produced (at/m3)	Cs in grain (at/m3)	Cs in intragranular solution (at/m3)	Cs in intragranular bubbles (at/m3)	Cs at grain boundary (at/m3)	Cs released (at/m3)	Cs reacted (at/m3)	I produced (at/m3)	I in grain (at/m3)	I in intragranular solution (at/m3)	I in intragranular bubbles (at/m3)	I at grain boundary (at/m3)	I released (at/m3)	I reacted (at/m3)	Te produced (at/m3)	Te in grain (at/m3)	Te in intragranular solution (at/m3)	Te in intragranular bubbles (at/m3)	Te at grain boundary (at/m3)	Te released (at/m3)	Te reacted (at/m3)	Mo produced (at/m3)	Mo in solution (at/m3)	Mo reacted (at/m3)	Ba produced (at/m3)	Ba in solution (at/m3)	Ba reacted (at/m3)	Tc produced (at/m3)	Tc in solution (at/m3)	Tc reacted (at/m3)	Ru produced (at/m3)	Ru in solution (at/m3)	Ru reacted (at/m3)	Rh produced (at/m3)	Rh in solution (at/m3)	Rh reacted (at/m3)	Pd produced (at/m3)	Pd in solution (at/m3)	Pd reacted (at/m3)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	FIMA (%)	Fuel density (kg/m3)	U235 (at/m3)	U238 (at/m3)	Pu (at/m3)	Pu238 (at/m3)	Pu239 (at/m3)	Pu240 (at/m3)	Pu241 (at/m3)	Pu242 (at/m3)	q (-)	Intergranular vented fraction (/)	Intergranular venting probability (/)	Porosity (/)	Fabrication porosity (/)	Open porosity (/)	Residual porosity (/)	Densification factor (/)	Gap oxygen partial pressure (MPa)	Stoichiometry deviation (/)	Equilibrium stoichiometry deviation (/)	Fuel oxygen partial pressure (MPa)	Fuel oxygen partial pressure - Blackburn (MPa)	Fuel oxygen partial pressure - Kato (MPa)	Fuel oxygen partial pressure - CALPHAD (MPa)	Fuel oxygen potential (KJ/mol)	Fuel oxygen potential - Blackburn (KJ/mol)	Fuel oxygen potential - Kato (KJ/mol)	Fuel oxygen potential - CALPHAD (KJ/mol)	U content (mol/m3)	O content (mol/m3)	O available content (mol/m3)	Pu content (mol/m3)	Phase std density (g/m3)	Mo/Ru in HCP_A3 (/)	Mo in oxide fraction (/)	Mo oxide valence (/)	Ba/Mo in oxide compounds (/)	Ba in oxide fraction (/)	Ba oxide valence (/)	JOG (Cs2MoO4) (/)	JOG (BaMoO4) (/)	JOG (liquid) (/)	JOG (Pd) (/)	JOG (Ba3MoO6) (/)	JOG (Ba2MoO5) (/)	
19547.53154	1900	3.45e+19	0	0	100000	1.957	1.587761e-05	5.68106e+26	8.06254e+25	8.471559e+24	7.215384e+25	2.924908e+26	1.949898e+26	4.127266e+25	5.857401e+24	6.154551e+23	5.241945e+24	2.124933e+25	1.416592e+25	0.3432278	2.889086e+25	0	0	0	1.471433e+25	9.790275e+24	4.386256e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.316889e+26	4.568012e+17	5.316889e+26	2.403525e+26	3.885755e+21	2.403487e+26	1.286736e+26	2.948028e+14	1.286736e+26	4.807051e+26	6.116305e+14	4.807051e+26	1.432404e+26	1.964074e+15	1.432404e+26	4.588548e+26	1.529411e+21	4.588533e+26	2.036328e+23	1.552089e-09	0.00318923	1.837689e+09	9.800238e+11	2.276901e+13	1.128205e-05	2.720903e-10	1.014232e-15	0.5000173	0.5	0.3521645	1	82.9445	10.31457	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02014335	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.043	0	9.019617e-15	0	9.019617e-15	0	-474.6832	0	-474.6832	0	30812.65	77194.93	399.0731	8633.383	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
19550.81081	1900	3.45e+19	0	0	100000	1.957	1.587761e-05	5.682013e+26	8.062545e+25	8.471573e+24	7.215387e+25	2.925482e+26	1.950276e+26	4.127958e+25	5.857404e+24	6.154562e+23	5.241948e+24	2.12535e+25	1.416867e+25	0.3432369	2.889571e+25	0	0	0	1.471681e+25	9.791909e+24	4.386992e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.317781e+26	4.568781e+17	5.317781e+26	2.403929e+26	3.886409e+21	2.40389e+26	1.286952e+26	2.948524e+14	1.286952e+26	4.807857e+26	6.117334e+14	4.807857e+26	1.432644e+26	1.964404e+15	1.432644e+26	4.589318e+26	1.529669e+21	4.589303e+26	2.036327e+23	1.55209e-09	0.003189235	1.837322e+09	9.804129e+11	2.277564e+13	1.128317e-05	2.721447e-10	1.014536e-15	0.5000173	0.5	0.3521997	1	82.95842	10.3163	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02014142	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.043	0	9.019617e-15	0	9.019617e-15	0	-474.6832	0	-474.6832	0	30812.65	77194.93	399.14	8633.383	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
19554.09009	1900	3.45e+19	0	0	100000	1.957	1.587761e-05	5.682966e+26	8.06255e+25	8.471587e+24	7.215391e+25	2.926056e+26	1.950655e+26	4.128651e+25	5.857408e+24	6.154572e+23	5.241951e+24	2.125767e+25	1.417142e+25	0.3432459	2.890055e+25	0	0	0	1.471928e+25	9.793543e+24	4.387727e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.318673e+26	4.56955e+17	5.318673e+26	2.404332e+26	3.887063e+21	2.404293e+26	1.287168e+26	2.949021e+14	1.287168e+26	4.808664e+26	6.118364e+14	4.808664e+26	1.432885e+26	1.964735e+15	1.432885e+26	4.590088e+26	1.529926e+21	4.590073e+26	2.036325e+23	1.552091e-09	0.003189239	1.836955e+09	9.808021e+11	2.278227e+13	1.12843e-05	2.72199e-10	1.01484e-15	0.5000173	0.5	0.3522349	1	82.97233	10.31803	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0201395	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.043	0	9.019617e-15	0	9.019617e-15	0	-474.6832	0	-474.6832	0	30812.65	77194.93	399.207	8633.383	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
19557.36937	1900	3.45e+19	0	0	100000	1.957	1.587761e-05	5.683919e+26	8.062555e+25	8.471601e+24	7.215394e+25	2.92663e+26	1.951033e+26	4.129343e+25	5.857411e+24	6.154582e+23	5.241953e+24	2.126184e+25	1.417417e+25	0.343255	2.89054e+25	0	0	0	1.472176e+25	9.795176e+24	4.388463e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.319565e+26	4.570319e+17	5.319565e+26	2.404735e+26	3.887717e+21	2.404696e+26	1.287383e+26	2.949517e+14	1.287383e+26	4.80947e+26	6.119394e+14	4.80947e+26	1.433125e+26	1.965066e+15	1.433125e+26	4.590858e+26	1.530184e+21	4.590842e+26	2.036323e+23	1.552092e-09	0.003189243	1.836588e+09	9.811914e+11	2.278891e+13	1.128543e-05	2.722534e-10	1.015144e-15	0.5000173	0.5	0.3522701	1	82.98625	10.31976	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02013758	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.043	0	9.019617e-15	0	9.019617e-15	0	-474.6832	0	-474.6832	0	30812.65	77194.93	399.2739	8633.383	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
19560.64865	1900	3.45e+19	0	0	100000	1.957	1.587761e-05	5.684872e+26	8.06256e+25	8.471616e+24	7.215398e+25	2.927204e+26	1.951412e+26	4.130035e+25	5.857415e+24	6.154593e+23	5.241956e+24	2.126601e+25	1.417693e+25	0.343264	2.891025e+25	0	0	0	1.472424e+25	9.79681e+24	4.389199e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.320457e+26	4.571088e+17	5.320457e+26	2.405138e+26	3.888371e+21	2.405099e+26	1.287599e+26	2.950013e+14	1.287599e+26	4.810276e+26	6.120423e+14	4.810276e+26	1.433365e+26	1.965396e+15	1.433365e+26	4.591628e+26	1.530441e+21	4.591612e+26	2.036321e+23	1.552093e-09	0.003189248	1.836221e+09	9.815807e+11	2.279554e+13	1.128655e-05	2.723078e-10	1.015448e-15	0.5000173	0.5	0.3523052	1	83.00016	10.32149	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02013566	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.043	0	9.019617e-15	0	9.019617e-15	0	-474.6832	0	-474.6832	0	30812.65	77194.93	399.3409	8633.383	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
19563.92793	1900	3.45e+19	0	0	100000	1.957	1.587761e-05	5.685825e+26	8.062565e+25	8.47163e+24	7.215402e+25	2.927778e+26	1.951791e+26	4.130728e+25	5.857419e+24	6.154603e+23	5.241958e+24	2.127018e+25	1.417968e+25	0.3432731	2.891509e+25	0	0	0	1.472672e+25	9.798444e+24	4.389935e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.321349e+26	4.571857e+17	5.321349e+26	2.405541e+26	3.889025e+21	2.405503e+26	1.287815e+26	2.950509e+14	1.287815e+26	4.811083e+26	6.121453e+14	4.811083e+26	1.433606e+26	1.965727e+15	1.433606e+26	4.592397e+26	1.530699e+21	4.592382e+26	2.036319e+23	1.552094e-09	0.003189252	1.835855e+09	9.819701e+11	2.280218e+13	1.128768e-05	2.723621e-10	1.015752e-15	0.5000173	0.5	0.3523404	1	83.01407	10.32322	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02013374	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.043	0	9.019617e-15	0	9.019617e-15	0	-474.6832	0	-474.6832	0	30812.65	77194.93	399.4078	8633.383	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
19567.20721	1900	3.45e+19	0	0	100000	1.957	1.587761e-05	5.686778e+26	8.06257e+25	8.471644e+24	7.215405e+25	2.928352e+26	1.952169e+26	4.13142e+25	5.857422e+24	6.154613e+23	5.241961e+24	2.127435e+25	1.418243e+25	0.3432821	2.891994e+25	0	0	0	1.472919e+25	9.800077e+24	4.390671e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.322241e+26	4.572626e+17	5.322241e+26	2.405945e+26	3.889679e+21	2.405906e+26	1.288031e+26	2.951006e+14	1.288031e+26	4.811889e+26	6.122482e+14	4.811889e+26	1.433846e+26	1.966057e+15	1.433846e+26	4.593167e+26	1.530956e+21	4.593152e+26	2.036317e+23	1.552096e-09	0.003189256	1.835488e+09	9.823596e+11	2.280881e+13	1.128881e-05	2.724165e-10	1.016057e-15	0.5000173	0.5	0.3523756	1	83.02799	10.32495	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02013183	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.043	0	9.019617e-15	0	9.019617e-15	0	-474.6832	0	-474.6832	0	30812.65	77194.93	399.4747	8633.383	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
19570.48649	1900	3.45e+19	0	0	100000	1.957	1.587761e-05	5.687731e+26	8.062574e+25	8.471658e+24	7.215409e+25	2.928926e+26	1.952548e+26	4.132113e+25	5.857426e+24	6.154624e+23	5.241964e+24	2.127852e+25	1.418518e+25	0.3432911	2.892479e+25	0	0	0	1.473167e+25	9.801711e+24	4.391407e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.323133e+26	4.573395e+17	5.323133e+26	2.406348e+26	3.890333e+21	2.406309e+26	1.288247e+26	2.951502e+14	1.288247e+26	4.812696e+26	6.123512e+14	4.812696e+26	1.434086e+26	1.966388e+15	1.434086e+26	4.593937e+26	1.531213e+21	4.593922e+26	2.036315e+23	1.552097e-09	0.003189261	1.835122e+09	9.827492e+11	2.281545e+13	1.128993e-05	2.724709e-10	1.016361e-15	0.5000173	0.5	0.3524107	1	83.0419	10.32668	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02012991	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.043	0	9.019617e-15	0	9.019617e-15	0	-474.6832	0	-474.6832	0	30812.65	77194.93	399.5417	8633.383	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
19573.76577	1900	3.45e+19	0	0	100000	1.957	1.587761e-05	5.688684e+26	8.062579e+25	8.471672e+24	7.215412e+25	2.9295e+26	1.952926e+26	4.132805e+25	5.857429e+24	6.154634e+23	5.241966e+24	2.128269e+25	1.418793e+25	0.3433002	2.892963e+25	0	0	0	1.473415e+25	9.803345e+24	4.392142e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.324025e+26	4.574164e+17	5.324025e+26	2.406751e+26	3.890987e+21	2.406712e+26	1.288463e+26	2.951998e+14	1.288463e+26	4.813502e+26	6.124542e+14	4.813502e+26	1.434326e+26	1.966719e+15	1.434326e+26	4.594707e+26	1.531471e+21	4.594691e+26	2.036313e+23	1.552098e-09	0.003189265	1.834756e+09	9.831389e+11	2.282209e+13	1.129106e-05	2.725252e-10	1.016665e-15	0.5000173	0.5	0.3524459	1	83.05582	10.32841	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02012799	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.043	0	9.019617e-15	0	9.019617e-15	0	-474.6832	0	-474.6832	0	30812.65	77194.93	399.6086	8633.383	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
19577.04505	1900	3.45e+19	0	0	100000	1.957	1.587761e-05	5.689637e+26	8.062584e+25	8.471687e+24	7.215416e+25	2.930074e+26	1.953305e+26	4.133497e+25	5.857433e+24	6.154644e+23	5.241969e+24	2.128686e+25	1.419068e+25	0.3433092	2.893448e+25	0	0	0	1.473662e+25	9.804978e+24	4.392878e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.324917e+26	4.574933e+17	5.324917e+26	2.407154e+26	3.891642e+21	2.407115e+26	1.288679e+26	2.952494e+14	1.288679e+26	4.814309e+26	6.125571e+14	4.814309e+26	1.434567e+26	1.967049e+15	1.434567e+26	4.595476e+26	1.531728e+21	4.595461e+26	2.036311e+23	1.552099e-09	0.003189269	1.83439e+09	9.835286e+11	2.282873e+13	1.129218e-05	2.725796e-10	1.016969e-15	0.5000173	0.5	0.352481	1	83.06973	10.33014	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02012607	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.043	0	9.019617e-15	0	9.019617e-15	0	-474.6832	0	-474.6832	0	30812.65	77194.93	399.6756	8633.383	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
19580.32433	1900	3.45e+19	0	0	100000	1.957	1.587761e-05	5.69059e+26	8.062589e+25	8.471701e+24	7.215419e+25	2.930648e+26	1.953683e+26	4.13419e+25	5.857437e+24	6.154654e+23	5.241971e+24	2.129103e+25	1.419343e+25	0.3433182	2.893933e+25	0	0	0	1.47391e+25	9.806612e+24	4.393614e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.325809e+26	4.575701e+17	5.325809e+26	2.407558e+26	3.892296e+21	2.407519e+26	1.288894e+26	2.952991e+14	1.288894e+26	4.815115e+26	6.126601e+14	4.815115e+26	1.434807e+26	1.96738e+15	1.434807e+26	4.596246e+26	1.531986e+21	4.596231e+26	2.03631e+23	1.5521e-09	0.003189274	1.834024e+09	9.839185e+11	2.283537e+13	1.129331e-05	2.72634e-10	1.017274e-15	0.5000173	0.5	0.3525162	1	83.08365	10.33187	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02012416	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.043	0	9.019617e-15	0	9.019617e-15	0	-474.6832	0	-474.6832	0	30812.65	77194.93	399.7425	8633.383	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
19583.6036	1900	3.45e+19	0	0	100000	1.957	1.587761e-05	5.691544e+26	8.062594e+25	8.471715e+24	7.215423e+25	2.931222e+26	1.954062e+26	4.134882e+25	5.85744e+24	6.154665e+23	5.241974e+24	2.12952e+25	1.419618e+25	0.3433272	2.894417e+25	0	0	0	1.474158e+25	9.808245e+24	4.39435e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.326701e+26	4.576471e+17	5.326701e+26	2.407961e+26	3.89295e+21	2.407922e+26	1.28911e+26	2.953487e+14	1.28911e+26	4.815921e+26	6.12763e+14	4.815921e+26	1.435047e+26	1.967711e+15	1.435047e+26	4.597016e+26	1.532243e+21	4.597001e+26	2.036308e+23	1.552102e-09	0.003189278	1.833658e+09	9.843084e+11	2.284201e+13	1.129444e-05	2.726884e-10	1.017578e-15	0.5000173	0.5	0.3525513	1	83.09756	10.3336	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02012224	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.043	0	9.019617e-15	0	9.019617e-15	0	-474.6832	0	-474.6832	0	30812.65	77194.93	399.8095	8633.383	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
19586.88288	1900	3.45e+19	0	0	100000	1.957	1.587761e-05	5.692497e+26	8.062599e+25	8.471729e+24	7.215426e+25	2.931796e+26	1.95444e+26	4.135574e+25	5.857444e+24	6.154675e+23	5.241976e+24	2.129938e+25	1.419893e+25	0.3433362	2.894902e+25	0	0	0	1.474406e+25	9.809879e+24	4.395086e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.327593e+26	4.57724e+17	5.327593e+26	2.408364e+26	3.893604e+21	2.408325e+26	1.289326e+26	2.953983e+14	1.289326e+26	4.816728e+26	6.12866e+14	4.816728e+26	1.435288e+26	1.968041e+15	1.435288e+26	4.597786e+26	1.532501e+21	4.59777e+26	2.036306e+23	1.552103e-09	0.003189282	1.833293e+09	9.846984e+11	2.284865e+13	1.129556e-05	2.727427e-10	1.017882e-15	0.5000173	0.5	0.3525865	1	83.11148	10.33533	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02012032	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.043	0	9.019617e-15	0	9.019617e-15	0	-474.6832	0	-474.6832	0	30812.65	77194.93	399.8764	8633.383	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
19590.16216	1900	3.45e+19	0	0	100000	1.957	1.587761e-05	5.69345e+26	8.062604e+25	8.471743e+24	7.21543e+25	2.93237e+26	1.954819e+26	4.136267e+25	5.857447e+24	6.154685e+23	5.241979e+24	2.130355e+25	1.420168e+25	0.3433453	2.895387e+25	0	0	0	1.474653e+25	9.811513e+24	4.395822e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.328485e+26	4.578009e+17	5.328485e+26	2.408767e+26	3.894258e+21	2.408728e+26	1.289542e+26	2.954479e+14	1.289542e+26	4.817534e+26	6.12969e+14	4.817534e+26	1.435528e+26	1.968372e+15	1.435528e+26	4.598555e+26	1.532758e+21	4.59854e+26	2.036304e+23	1.552104e-09	0.003189287	1.832927e+09	9.850885e+11	2.285529e+13	1.129669e-05	2.727971e-10	1.018187e-15	0.5000173	0.5	0.3526216	1	83.12539	10.33706	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02011841	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.043	0	9.019617e-15	0	9.019617e-15	0	-474.6832	0	-474.6832	0	30812.65	77194.93	399.9434	8633.383	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
19593.44144	1900	3.45e+19	0	0	100000	1.957	1.587761e-05	5.694403e+26	8.062609e+25	8.471757e+24	7.215433e+25	2.932944e+26	1.955197e+26	4.136959e+25	5.857451e+24	6.154695e+23	5.241981e+24	2.130772e+25	1.420443e+25	0.3433543	2.895871e+25	0	0	0	1.474901e+25	9.813146e+24	4.396558e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.329377e+26	4.578778e+17	5.329377e+26	2.40917e+26	3.894912e+21	2.409131e+26	1.289758e+26	2.954976e+14	1.289758e+26	4.818341e+26	6.130719e+14	4.818341e+26	1.435768e+26	1.968702e+15	1.435768e+26	4.599325e+26	1.533016e+21	4.59931e+26	2.036302e+23	1.552105e-09	0.003189291	1.832562e+09	9.854787e+11	2.286193e+13	1.129781e-05	2.728515e-10	1.018491e-15	0.5000173	0.5	0.3526568	1	83.13931	10.33879	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0201165	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.043	0	9.019617e-15	0	9.019617e-15	0	-474.6832	0	-474.6832	0	30812.65	77194.93	400.0103	8633.383	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
19596.72072	1900	3.45e+19	0	0	100000	1.957	1.587761e-05	5.695356e+26	8.062614e+25	8.471771e+24	7.215437e+25	2.933518e+26	1.955576e+26	4.137652e+25	5.857454e+24	6.154705e+23	5.241984e+24	2.131189e+25	1.420718e+25	0.3433633	2.896356e+25	0	0	0	1.475149e+25	9.81478e+24	4.397293e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.330269e+26	4.579547e+17	5.330269e+26	2.409574e+26	3.895566e+21	2.409535e+26	1.289974e+26	2.955472e+14	1.289974e+26	4.819147e+26	6.131749e+14	4.819147e+26	1.436009e+26	1.969033e+15	1.436009e+26	4.600095e+26	1.533273e+21	4.60008e+26	2.0363e+23	1.552106e-09	0.003189295	1.832197e+09	9.858689e+11	2.286857e+13	1.129894e-05	2.729059e-10	1.018796e-15	0.5000173	0.5	0.3526919	1	83.15322	10.34052	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02011458	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.043	0	9.019617e-15	0	9.019617e-15	0	-474.6832	0	-474.6832	0	30812.65	77194.93	400.0773	8633.383	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
19600	1900	3.45e+19	0	0	100000	1.957	1.587761e-05	5.696309e+26	8.062619e+25	8.471785e+24	7.21544e+25	2.934092e+26	1.955955e+26	4.138344e+25	5.857458e+24	6.154716e+23	5.241986e+24	2.131606e+25	1.420993e+25	0.3433723	2.896841e+25	0	0	0	1.475397e+25	9.816413e+24	4.398029e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.331161e+26	4.580315e+17	5.331161e+26	2.409977e+26	3.89622e+21	2.409938e+26	1.29019e+26	2.955968e+14	1.29019e+26	4.819954e+26	6.132779e+14	4.819954e+26	1.436249e+26	1.969364e+15	1.436249e+26	4.600865e+26	1.533531e+21	4.600849e+26	2.036298e+23	1.552107e-09	0.0031893	1.831832e+09	9.862593e+11	2.287522e+13	1.130007e-05	2.729602e-10	1.0191e-15	0.5000173	0.5	0.352727	1	83.16714	10.34226	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02011267	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.043	0	9.019617e-15	0	9.019617e-15	0	-474.6832	0	-474.6832	0	30812.65	77194.93	400.1442	8633.383	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
19600	1900	3.45e+19	0	0	100000	1.957	1.587761e-05	5.696309e+26	8.062619e+25	8.471794e+24	7.215439e+25	2.934092e+26	1.955955e+26	4.138344e+25	5.857458e+24	6.154722e+23	5.241986e+24	2.131606e+25	1.420993e+25	0.3433723	2.896841e+25	0	0	0	1.475397e+25	9.816413e+24	4.398029e+24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.331161e+26	4.579809e+17	5.331161e+26	2.409977e+26	3.895789e+21	2.409938e+26	1.29019e+26	2.955641e+14	1.29019e+26	4.819954e+26	6.132099e+14	4.819954e+26	1.436249e+26	1.969146e+15	1.436249e+26	4.600865e+26	1.533361e+21	4.600849e+26	2.036298e+23	1.552108e-09	0.003189304	1.831601e+09	9.863837e+11	2.287811e+13	1.130054e-05	2.729832e-10	1.019229e-15	0.4999963	0.5	0.352727	1	83.16714	10.34226	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.02011267	0.03560219	0.03560219	0.001424136	0.02670164	0	0	-0.043	0	9.019617e-15	0	9.019617e-15	0	-474.6832	0	-474.6832	0	30812.65	77194.93	400.1442	8633.383	3528955	1.106061	0	0	0	1	2	0	0	0	0	0	0	
