label,f_n,K_d,rho_d,Fdot,Dv_scale,Dg_scale,b_scale,gb_scale,gd_scale,coalescence_d_scale,capture_scale,dt_h,n_modes,score_total,score_swelling,score_Rd,score_Nd,score_pressure,score_proximity,sw_d_1800_bu1.1,sw_d_2000_bu1.1,Rd_2000_bu1.1,sw_d_1800_bu1.3,sw_d_2000_bu1.3,Rd_2000_bu1.3,sw_d_1800_bu3.2,sw_d_2000_bu3.2,Rd_2000_bu3.2,error
RAND_0006,5e-07,500000.0,30000000000000.0,1e+20,0.2,2.0,0.7,2.0,2.0,1.25,1.25,12.0,25,1.3589373653774808,0.7617013137273496,0.1489672769180361,0.5490121962183725,0.5613759432638287,0.2320765426052528,9.304351550472255,19.879731503579855,226.37154706165163,11.026891751573507,25.10580108586279,287.9576027917331,23.262922056847245,46.084145050055334,1065.543317028003,
RAND_0007,2e-07,800000.0,30000000000000.0,5e+19,0.2,0.7,0.7,1.0,1.3,1.5,0.75,12.0,25,1.701777487025301,1.0779434311683926,0.18890395857297074,0.6063992719756006,0.42643462270840954,0.21153065993366063,10.082036140608427,20.169462680195352,214.6966044083853,12.325549040657185,27.698121193355636,321.1206147905513,27.196193164076,48.37397607046985,1661.0860083671027,
RAND_0008,2e-07,800000.0,50000000000000.0,7.5e+19,0.2,0.5,1.3,1.3,0.5,0.75,1.25,12.0,25,1.6858578906516186,0.8268658099927532,0.35858101140880805,0.8565171027326125,0.2653260642940574,0.2774359495961811,6.7920395876759505,10.720181048615487,97.46735850603439,8.366866607506406,14.483448754146705,113.55153491016767,24.177612711767964,55.27799910606799,727.1715265948661,
RAND_0009,7e-07,200000.0,30000000000000.0,7.5e+19,0.7,1.3,1.0,0.5,0.7,1.5,0.75,12.0,25,1.403664782207931,0.9244607306799435,0.04771257674245005,0.5528924434403751,0.3924703818372888,0.15952186284724978,12.255271116343232,30.35905843329353,591.2535110106763,14.229210752710008,34.62701536155651,775.8955660308148,26.669303645772185,48.7779550274312,2709.4881743199708,
RAND_0010,1e-07,800000.0,20000000000000.0,7.5e+19,1.0,2.0,0.7,1.0,0.7,1.25,1.0,12.0,25,1.4411288581638915,0.9142994468580022,0.16015377987573615,0.545972553481916,0.2662239721454133,0.20582240267371013,11.191841189847453,24.42462858476924,272.41793933682914,13.89392570335206,34.816691830287596,462.1615417711759,33.37412539256537,55.45447419793991,2844.493461495953,
RAND_0011,2e-06,800000.0,50000000000000.0,1e+20,0.7,0.7,0.7,1.3,0.5,1.25,1.25,12.0,25,2.2353975150203382,1.3657986288440278,0.43893725600721634,0.862574686271407,0.10277278165022598,0.19104799795858218,4.373295809842011,11.265812786265371,108.73581248747182,5.321319771343249,16.480617296063553,139.61899379690126,23.056074333982508,55.0783606319623,1850.1277274734234,
RAND_0012,5e-07,800000.0,20000000000000.0,1e+20,0.2,2.0,1.3,1.0,0.5,1.25,1.5,12.0,25,2.1489010482490487,1.467627790239589,0.32914754546349806,0.6092485711370479,0.2441834848084354,0.24274962300673855,4.93733951539691,16.08322717129529,185.87167449862753,5.9274152419406905,21.321526521484802,235.06063246844542,17.436113033277213,46.656314090493694,947.9970522679469,
RAND_0013,7e-07,500000.0,30000000000000.0,5e+19,0.5,1.0,1.3,1.3,0.7,0.5,1.0,12.0,25,1.477491675104504,0.8941635779719733,0.2291893041160777,0.6025689746050457,0.20397132101070103,0.10361369235573839,8.410411672977927,16.541016011518682,158.5282100850112,10.196900100697952,22.550159462653436,188.31562274831217,28.520297489657654,65.92650700654002,1406.8826770778696,
RAND_0014,1e-06,500000.0,20000000000000.0,3e+19,0.3,1.0,0.7,0.5,0.5,0.5,1.5,12.0,25,1.7081941989418752,1.154081170147652,0.21867906494684025,0.5581441872013934,0.1862446127701872,0.1959001781805221,7.514059763511019,18.689413690944235,193.4467303748192,9.071933394726637,25.31780371172678,232.37799715224895,26.034699675353263,64.6007386781504,1394.7577878369104,
RAND_0015,1e-07,200000.0,50000000000000.0,1e+20,0.2,0.7,0.5,2.0,1.3,1.0,0.5,12.0,25,1.338528796007703,0.7544078443247414,0.0928232580921544,0.5283728768062969,0.6706029049178683,0.3447021870520834,9.464475067732014,20.879945803107248,247.45072967103312,11.113140254883753,25.683002188085652,299.95309527398524,22.97913771214766,47.420537360412695,961.1368523032838,
RAND_0016,7e-07,800000.0,50000000000000.0,7.5e+19,1.0,0.7,0.7,1.0,0.7,1.0,1.0,12.0,25,1.5353941829848954,0.7819856397282532,0.2954602466388655,0.8188476246181295,0.17668689858074588,0.11106071193372138,8.302723106438654,11.972661403974907,107.74096028242104,10.683128121067789,17.445153652609623,136.04947810045095,35.468223420378905,60.754471921481134,2471.0313632668185,
RAND_0017,2e-07,300000.0,50000000000000.0,7.5e+19,0.3,1.0,1.3,1.0,0.5,0.5,1.0,12.0,25,1.4136284893424524,0.8137965761128823,0.17702251116221848,0.5943772322376314,0.3841541424195878,0.2325128046854136,9.64968485344643,16.5628985052816,158.62021088697813,11.603977540443124,21.976028884667993,185.36395075560947,27.288190970309774,59.84410473858364,812.4059425051078,
RAND_0018,3e-07,200000.0,50000000000000.0,3e+19,0.3,1.0,2.0,1.0,2.0,0.75,1.0,12.0,25,2.7405325829407925,2.2183687146478066,0.036212845952350615,0.520362847100902,0.6433198086849542,0.23767215694560798,13.206836628555138,25.739204035310937,266.4614644589062,15.8878886349963,34.21108459358917,361.10777433997913,34.39223960548583,60.30915760126712,1953.8608009572388,
RAND_0019,5e-07,500000.0,30000000000000.0,1e+20,0.3,1.0,0.7,0.7,2.0,0.5,0.75,12.0,25,1.654592528713417,1.0476426609106007,0.13706282480777288,0.5903935140882289,0.548470350318987,0.19652194404691353,9.91495127922073,16.911580761262293,160.2771961414526,11.922034371509426,22.19562451097923,186.42113511326804,27.58950475966813,58.05940499357999,713.8704947768805,
RAND_0020,1e-07,300000.0,30000000000000.0,7.5e+19,0.5,0.7,1.0,0.5,2.0,1.0,1.0,12.0,25,2.2335722786978054,1.7087781628609982,0.038235828782862184,0.5158778082227472,0.6647027864515399,0.22326654142270222,12.324009982464123,26.58330936303907,322.26161543860377,14.623700712625325,33.13824854384124,428.63921700186074,30.07557841590383,54.146960214982975,1815.151359132366,
RAND_0021,1e-06,300000.0,50000000000000.0,7.5e+19,0.3,1.0,1.3,0.7,2.0,1.0,1.0,12.0,25,1.9882881686480913,1.4190092471514013,0.10247374671892569,0.5477138868923477,0.6134015825766685,0.15568571013866297,10.785939203117485,21.095339671858493,218.16720439218804,12.958812294870082,27.92768884050923,287.66247026570323,28.26553545799813,52.809854638879195,1337.6778092379266,
RAND_0022,5e-07,300000.0,50000000000000.0,1e+20,0.3,2.0,1.3,0.7,1.3,1.25,0.5,12.0,25,1.7331831945490799,1.15408427533184,0.10871713687444846,0.5371082044702434,0.6265500063545943,0.24094499134331349,10.211799057222679,21.368827552290863,242.05190605266984,12.18064859252921,27.318226410552548,319.765890039166,25.71670239839795,48.38943957876213,1314.783539381615,
RAND_0023,1e-07,800000.0,10000000000000.0,7.5e+19,0.3,0.7,2.0,1.3,1.0,1.25,1.0,12.0,25,1.860831131715539,1.2977492801096775,0.19866283701468015,0.540892606308618,0.2871293326352513,0.27699968751602033,6.871457533848149,22.699302875755993,316.83725945968564,8.122290930597458,27.845099858731746,403.11044370337174,20.079221676814026,49.250302278953534,1422.725187518759,
RAND_0024,3e-07,500000.0,50000000000000.0,5e+19,0.7,0.5,0.7,1.3,1.3,0.5,1.5,12.0,25,2.7745396586320625,2.1379364353791797,0.1672712661313152,0.6916702924643856,0.34311485066148656,0.18732448816959069,10.536039161372864,13.738984821653876,122.21922657577254,13.377720274210766,18.68641485063131,142.54811478148977,39.12814109472606,68.82501382562344,1773.4502990521248,
RAND_0025,5e-07,300000.0,30000000000000.0,3e+19,0.3,0.5,2.0,0.5,0.7,0.75,1.5,12.0,25,1.5393242424147904,1.0431772198607034,0.10220135870440106,0.5279328314095709,0.3358717383585569,0.2387843802562454,12.036071069467859,25.041409605526315,269.51538454489855,14.41194711396453,33.19950468377665,359.8445347725456,31.867274449365286,59.703496681529955,1883.5758492051789,
RAND_0026,1e-07,200000.0,20000000000000.0,7.5e+19,0.7,0.7,2.0,1.0,2.0,1.25,1.25,12.0,25,1.937796995695598,1.302516607927725,0.09194630288777861,0.6550281559900375,0.6077568208242059,0.25961876946354195,13.17918625023986,31.16040992146659,604.4522387387442,15.231312313452621,35.37136643142683,765.3122540363121,28.37471836394308,50.440124395756705,2533.1123827119022,
RAND_0027,3e-07,800000.0,30000000000000.0,7.5e+19,0.5,1.0,1.3,1.0,0.7,0.75,1.0,12.0,25,1.425867689187242,0.755293697642399,0.26094831714327815,0.689953388318099,0.23764694506723483,0.14526400286880042,8.523931370783643,14.215332193654426,133.26229069082197,10.520202441814867,19.96284735693773,163.5009795163445,29.08771388798025,60.00378467689481,1361.3677869251376,
RAND_0028,2e-07,500000.0,30000000000000.0,7.5e+19,0.5,1.0,0.7,0.5,1.3,1.0,1.5,12.0,25,2.1219636383609157,1.5876838961790514,0.09756120689496053,0.5396124753477093,0.49898463673004984,0.1747325296425385,11.549937822365033,21.84093469174586,224.64263597325956,14.036539624773086,30.05065499434249,314.567467610028,31.16244226493563,55.40048981927382,1748.858392071095,
RAND_0029,5e-07,800000.0,20000000000000.0,1e+20,0.5,2.0,1.0,0.7,2.0,1.25,1.25,12.0,25,1.7775889512523355,1.2328452839645485,0.11949246993656211,0.5375239615237083,0.47309885636157073,0.20309847327576075,10.988258228380555,22.39634131160219,248.01963226651606,13.266913146050141,29.673497987342135,350.9550196679165,28.50212554599728,51.16130331267351,1703.034126067775,
RAND_0030,2e-07,500000.0,20000000000000.0,3e+19,1.0,2.0,2.0,0.7,1.3,0.5,0.75,12.0,25,3.221382246012799,2.7673510143617874,0.0345765633645657,0.5269393791482899,0.36760934654006266,0.21761673171826182,14.810621607106603,22.936248061141562,217.98767225824255,18.424162386099155,33.78798471003232,293.67926785944667,44.67509621620079,70.7056645278367,3300.5983210143318,
RAND_0031,1e-07,300000.0,20000000000000.0,1e+20,0.2,0.5,0.5,1.3,0.7,1.5,1.0,12.0,25,1.8631618616922756,1.2882332222416197,0.15054842927705825,0.5630092781214784,0.40168626755901204,0.31317605194075104,6.728390526230495,21.0591426516886,355.0301470081409,7.731103747854765,24.588833454923282,426.36870666474766,16.150465343473552,41.785632833999905,1179.3015347222197,
RAND_0032,7e-07,200000.0,30000000000000.0,1e+20,0.5,0.7,1.0,2.0,0.5,0.5,1.0,12.0,25,2.1177863553254768,1.5504962482516342,0.21214550168163396,0.5759704322604045,0.21235511681769953,0.20117217336031182,4.514314655265498,17.125264963969517,218.424924216664,5.273385852991602,21.78373995652894,248.8845571285581,14.345303990096841,60.33862714582181,866.6947740963092,
RAND_0033,1e-06,200000.0,20000000000000.0,7.5e+19,0.7,1.0,1.0,1.0,2.0,1.25,0.5,12.0,25,1.540396732924145,0.9789627620311967,0.058585744382721426,0.6475644640208792,0.4692140132462385,0.1458176810095602,12.681669488261733,31.106239942080343,602.7128522732123,14.596563211736498,35.31808785887759,762.8419484610502,26.75651631130622,50.41621261498109,2510.9705545340407,
RAND_0034,2e-07,800000.0,50000000000000.0,1e+20,0.5,1.0,1.0,2.0,0.7,0.5,0.5,12.0,25,1.518647920167039,0.6882037886466664,0.3143898560907269,0.8622299051995045,0.2708607683699547,0.25318097044672266,7.53884100160639,10.368519844524757,92.22784785667916,9.381024366289054,13.676958176242524,104.25521088252408,27.637978128605916,63.09841944033791,755.6018485654918,
RAND_0035,2e-07,300000.0,20000000000000.0,5e+19,0.5,0.7,0.7,0.5,0.5,1.5,1.0,12.0,25,1.4448235710868356,0.9515698026868924,0.09534825826201083,0.5546471351973121,0.28449063766433264,0.2259904708206516,10.246420353551686,29.717380640542103,572.0657103494732,12.013417311478154,34.192380787091096,757.7529168057737,25.084505766830972,49.032114862765816,2681.218620228628,
RAND_0036,2e-06,200000.0,20000000000000.0,3e+19,1.0,2.0,0.7,2.0,1.0,1.5,0.5,12.0,25,1.4573319299281484,0.9570601289888834,0.05906991390000563,0.6420026268711047,0.210121750563069,0.21190847445831132,12.00678711204841,37.89587145154838,1128.0186190689928,14.142743424178006,41.450539372523195,1495.8961467425136,29.613910685491852,54.00784867473683,5074.803435554559,
RAND_0037,5e-07,300000.0,50000000000000.0,5e+19,0.7,1.3,0.5,0.5,0.7,1.0,1.0,12.0,25,2.4831973073227394,1.992195461912424,0.08540171864466393,0.5256505835238477,0.3989380868515867,0.1609577053184527,12.896398626626162,24.096339195811712,246.06290906811833,15.951185400156287,35.01054159047434,395.4599752055797,35.92359722080422,58.81426530929454,2692.956446120491,
RAND_0038,1e-06,800000.0,50000000000000.0,5e+19,0.5,2.0,0.7,2.0,1.3,1.5,1.5,12.0,25,2.419284525786357,1.7274718354532428,0.2219949559405604,0.7292116042631143,0.3246447962976621,0.17728059542437882,10.050408032702467,15.707654715229937,144.1466573759494,13.14536470959045,28.29268163218648,278.55421120482305,33.939375109144805,53.57274872544501,2729.2293609828757,
RAND_0039,2e-07,800000.0,10000000000000.0,1e+20,0.2,0.7,2.0,0.7,1.0,0.75,1.0,12.0,25,1.9628209004826773,1.3737325707053536,0.21434408237148947,0.5520504007720342,0.3179604213815007,0.28327126308685213,6.145655444850108,18.44227024543861,223.62820098891655,7.139976757715106,22.879322463525025,259.80058793109885,15.870358539236967,48.808734009789625,731.9248837589757,
RAND_0040,7e-07,800000.0,20000000000000.0,7.5e+19,0.5,0.5,2.0,1.0,1.0,1.0,1.25,12.0,25,1.709454504799542,1.099698712046741,0.2660523407209536,0.6003811327617846,0.19093628160959503,0.15556404188663914,7.210725178424189,19.077814483846346,196.9541877868297,8.763013490596574,27.1254630157221,271.5849679758202,24.910554427302152,55.6257273324369,1661.0124015977058,
RAND_0041,1e-06,800000.0,30000000000000.0,5e+19,0.5,1.0,0.7,2.0,0.7,0.5,1.0,12.0,25,1.981523734179548,1.251985670925043,0.35535819069315294,0.7223582756449072,0.137961679725074,0.12881944451085042,5.494616334736432,12.302022496096363,117.7621989927661,6.6816369896935095,16.369495507087816,134.73118814465852,24.341138383317052,66.9283501975024,1300.6475195451796,
RAND_0042,7e-07,800000.0,30000000000000.0,5e+19,0.7,0.7,2.0,1.0,0.7,0.5,1.25,12.0,25,1.5433485101953364,0.8596350798635057,0.2935108288131023,0.7121780437359464,0.14842526561400435,0.13842707517590147,7.536952232739648,13.013134181526048,120.82552629798501,9.315147277444558,17.539231398455218,139.6874334434619,31.489702101521527,68.47178417864113,1684.9654710765183,
RAND_0043,5e-07,300000.0,20000000000000.0,7.5e+19,0.2,0.7,0.7,2.0,2.0,0.75,1.25,12.0,25,1.4690535302666243,0.9188284523742033,0.09250248811552725,0.5661419253811256,0.48468930834446816,0.2461585389675931,9.24173287543472,22.72615427866328,284.91993573476077,10.70460316016696,27.450155916273744,334.4181140465077,21.93321191592535,50.615107917834024,962.1402074771127,
RAND_0044,1e-07,500000.0,50000000000000.0,1e+20,1.0,2.0,1.0,0.7,1.0,1.25,0.5,12.0,25,2.9388206560582186,2.3448858365372245,0.12498006278827545,0.6045184751720277,0.48852346333295477,0.2160682463274636,11.339472299403345,18.996861646994446,183.24125970791036,14.348561669263141,30.17314326479383,308.3208237047717,34.05310411228165,55.5501542887988,2475.375902987194,
RAND_0045,7e-07,300000.0,50000000000000.0,1e+20,0.3,0.7,0.7,1.0,0.5,1.0,1.0,12.0,25,1.5554839162572283,0.9512974255558407,0.23002444228320598,0.5824517065749876,0.30085371533084976,0.18484928325438565,7.9118041508594725,18.691340444532553,198.11000879788688,9.368706748489004,24.710277494433978,251.61179831343378,21.41623248524531,50.90505557576546,1084.5354415419438,
RAND_0046,1e-06,200000.0,50000000000000.0,3e+19,1.0,2.0,0.7,0.7,2.0,1.0,0.5,12.0,25,4.091934153064868,3.603957235753475,0.052579145432698725,0.48893585774484466,0.5565297701784558,0.18677558316983456,16.627493606937335,36.61805068761731,491.8032296721858,20.392664243267784,45.612649635975174,840.8067817352829,41.33977706334881,61.44930426110683,4637.707862364762,
RAND_0047,1e-06,500000.0,50000000000000.0,1e+20,0.3,1.3,1.3,1.0,0.7,0.5,0.75,12.0,25,1.4366679388435228,0.725561502103871,0.26263870075740187,0.7174511548482837,0.31971770820446016,0.1685922624938521,8.245436929209395,12.975478201110333,119.01545840569446,10.010934847585819,17.208268413984854,136.4101407546744,24.89415163681347,58.68138633206718,624.5469480535488,
RAND_0048,3e-07,800000.0,20000000000000.0,3e+19,1.0,0.5,0.7,2.0,0.5,1.5,0.75,12.0,25,2.3169841768232593,1.648518359524234,0.3698108286151555,0.6139906744937603,0.0744894874068246,0.22581460720454255,3.6923067624386454,21.870409912558173,263.22952844065145,4.554741098067477,38.61077754332472,698.0716449182211,32.51745389723303,59.031581736129134,4856.415153479913,
RAND_0049,2e-07,200000.0,10000000000000.0,5e+19,0.3,0.5,0.5,2.0,0.5,1.5,0.5,12.0,25,2.6176669907038446,1.9121730208190577,0.17028316503052682,0.8321869275077886,0.2105470732392121,0.34346829548942215,2.1715330080985695,13.633851616913931,345.5721632724555,2.526270064908398,17.34790850058924,412.4843623745431,7.091953710150972,47.05315132114772,1381.3042074188866,
RAND_0050,2e-07,800000.0,50000000000000.0,7.5e+19,0.3,1.0,0.7,2.0,2.0,0.75,1.25,12.0,25,2.454437614740437,1.6459725107044358,0.24090142363355205,0.8228537997526318,0.48257023995013065,0.25479267653403465,8.59522301349516,11.487786062011356,100.77215574569071,10.84138563895022,15.72734692817054,118.92041326125482,30.410153719162004,58.414102133856204,979.7932930854926,
RAND_0051,3e-07,800000.0,20000000000000.0,3e+19,0.7,1.3,2.0,1.3,0.5,0.5,1.5,12.0,25,1.7502190344337387,1.1246336753179336,0.2807568272582086,0.6213379862398453,0.13094174780986828,0.23517351338684922,6.807173458524152,14.918970681303524,147.36922379221977,8.58062635058837,20.643682697141827,174.62182579919184,36.91048270149828,70.01889897547954,2385.805298198533,
RAND_0052,1e-07,300000.0,10000000000000.0,7.5e+19,0.2,1.0,0.7,2.0,0.7,1.5,0.5,12.0,25,2.335133472390584,1.6855707827993196,0.14409323479921632,0.7127932589315646,0.3509227362884856,0.3329078580075317,4.230483556744035,18.820380692088833,395.34225637397924,4.851956755202444,21.960331303814428,459.1828311220284,10.772136107159364,43.27687000307098,1140.9585653981226,
RAND_0053,2e-07,200000.0,50000000000000.0,7.5e+19,0.3,2.0,1.3,1.3,1.3,0.75,1.25,12.0,25,1.8327513238717386,1.2769135321960134,0.06546507904020646,0.5313805648210802,0.6599196782138647,0.26203977901466174,10.994497274109513,22.189486716528357,235.98703020253896,13.053762451132163,28.374720044613678,291.1396217129475,28.02259211806955,55.0456831846173,1146.6470887856324,
RAND_0054,2e-07,300000.0,20000000000000.0,7.5e+19,0.7,2.0,1.3,2.0,1.3,0.5,0.5,12.0,25,1.444462286490932,0.9433421763171562,0.048753857326316846,0.5667171356163178,0.4038517903633778,0.25999181084718903,12.105290598516326,25.831816822307896,279.2395671908078,14.23861561797011,33.014420163380755,339.9316992511087,30.18542739632432,63.391709770602624,1470.8300664178103,
RAND_0055,3e-07,200000.0,10000000000000.0,3e+19,0.7,1.0,0.5,1.0,2.0,0.75,0.75,12.0,25,1.9403936990560857,1.2026733857003538,0.1360809403652939,0.8516260484846472,0.4304383519344541,0.2387843802562454,15.03648754575104,37.548121934199386,705.8314104747388,17.273153007003035,42.69589847959967,891.3633052839812,32.388715147887254,60.01643487978489,3165.799664648958,
RAND_0056,5e-07,200000.0,10000000000000.0,5e+19,0.5,1.3,2.0,2.0,1.3,1.5,1.25,12.0,25,1.9315779247997815,1.2846671504611655,0.048996971566220376,0.8460075103829965,0.326212853041672,0.23455174752045782,8.230932863588256,28.86742250952909,775.7548390324081,9.517700900460564,32.257901889466474,942.0802143217561,21.43131503096532,49.592650667636605,2693.739940886063,
RAND_0057,5e-07,300000.0,10000000000000.0,5e+19,0.3,0.7,0.7,1.0,1.0,1.25,1.0,12.0,25,2.0382489623577555,1.4537267515907772,0.09781442900955938,0.7135989126322944,0.28140404504146255,0.17541751620544369,6.37808304842606,25.252285044765475,494.6524675320852,7.392519260216063,29.23838823307685,597.9992195489081,16.729622094448853,48.64768832180534,1746.9969005691612,
RAND_0058,2e-06,200000.0,30000000000000.0,3e+19,1.0,0.7,0.5,1.0,0.5,1.25,0.75,12.0,25,1.6533020108302214,1.1671994848019067,0.13902720751485523,0.5621596472986186,0.13687333483198144,0.17269358680749428,8.223045907412112,36.81050116726271,728.4264574600396,10.030155544989713,42.66219628961765,1082.1223710277484,29.41830149502543,57.53082736901985,4599.2118190597575,
RAND_0059,1e-06,500000.0,10000000000000.0,7.5e+19,0.7,1.3,0.7,2.0,1.0,1.0,1.5,12.0,25,2.2972610562726854,1.7247172547191458,0.22981057327399862,0.5983742838588624,0.1540952819393897,0.1412800946157572,3.7555390600071616,21.806651018939164,316.9903352447617,4.64296983368327,29.443208114981534,423.1782624235181,20.400511553380326,58.0568004408206,1950.6959683759471,
RAND_0060,2e-06,800000.0,10000000000000.0,3e+19,0.3,1.3,1.0,2.0,0.7,0.5,1.25,12.0,25,2.6144187632657223,1.9542635424097983,0.38966007225687266,0.563728561759104,0.09863089489842619,0.24498309496044193,1.8831568797731377,9.993540680096947,154.27312984787068,2.31232379309845,13.950789246288597,177.62206290720948,14.353644897847392,67.35499094982558,1269.031422863946,
RAND_0061,2e-07,800000.0,30000000000000.0,5e+19,0.5,0.5,0.7,2.0,1.0,0.75,1.0,12.0,25,1.4614195788406596,0.7998982567153294,0.24890954798928389,0.6841999574861768,0.23120335905257677,0.18963824277981187,9.171088351598822,14.759928402518884,136.0651246358451,11.456992422288508,21.14757844067844,170.29294512317665,33.27232204331057,62.1822467481534,1789.3950893826318,
RAND_0062,3e-07,800000.0,20000000000000.0,5e+19,1.0,2.0,1.3,1.0,2.0,1.25,1.25,12.0,25,2.9229009189399524,2.459196959264817,0.06977037906970934,0.49832092325154786,0.3975644394419002,0.16481030514935052,13.922620520958514,29.478637336077558,348.68815199295364,17.38883883554189,39.841796449447834,636.4946630282606,37.26297729249267,57.11686705602662,3743.710589526547,
RAND_0063,1e-07,800000.0,20000000000000.0,5e+19,0.2,1.3,1.0,1.0,0.5,1.5,0.5,12.0,25,1.6656833228425891,1.0476189475279831,0.2507003297661977,0.5732605875317395,0.2864247733373284,0.27011598624891864,7.8524318823538986,20.964579574599227,255.92855526554132,9.396652016085536,27.260368079636237,358.3306611689517,21.922840817315624,47.35495748013903,1560.0358929944055,
RAND_0064,3e-07,200000.0,30000000000000.0,1e+20,1.0,0.5,1.0,1.3,0.7,0.75,1.25,12.0,25,1.3845710689648552,0.8912857058913402,0.09260057125200026,0.5660046780104703,0.2822277962109937,0.1830520733808431,9.787779617026606,27.280069387988192,331.310912648918,11.523237900804553,34.406609419133304,427.30636798994095,26.804773349139886,59.175620227647464,1877.1737440817146,
RAND_0065,7e-07,300000.0,50000000000000.0,1e+20,0.5,2.0,1.3,0.5,1.3,1.25,1.0,12.0,25,2.1040423045698495,1.5602854374318924,0.08754333127099732,0.525152230147049,0.5921765646584419,0.19341055995419187,11.267755830822864,23.33557092025754,264.5214726903035,13.55265409228267,30.335829208121456,370.9640185952361,28.686957636680287,51.090088193085535,1728.1446240762018,
RAND_0066,7e-07,500000.0,20000000000000.0,1e+20,1.0,0.7,0.7,1.0,2.0,1.25,1.0,12.0,25,1.48562859352237,1.025862456032762,0.08369751297582899,0.5029327532951566,0.348954100505047,0.12179701303172087,12.440139696823852,29.21933850254558,399.8977263571889,14.823160411152648,35.83883667926554,572.6860442069566,30.265596568321758,53.340087494539134,2539.044821334557,
RAND_0067,3e-07,300000.0,10000000000000.0,5e+19,0.7,1.3,2.0,1.3,0.5,0.5,0.75,12.0,25,2.342455315361131,1.7370148611726006,0.16497473168437127,0.7100692171286944,0.15993313282661625,0.23933328525600153,3.485415930843288,16.767194747002137,271.6152431369304,4.12105529307264,22.005019249530218,313.885402757558,13.442475711646393,68.44250734498875,1509.86923778454,
RAND_0068,2e-07,300000.0,30000000000000.0,5e+19,0.2,1.0,2.0,0.7,1.3,1.0,1.5,12.0,25,1.6002982085419135,1.0736451007775247,0.06216586398745524,0.5207418529365782,0.5967400984703238,0.2150686659364215,10.946450679065013,23.95048935519168,290.3227868886144,12.913001382764321,29.609772602566697,367.5070205842582,26.656510962905433,51.133288990054915,1366.8321858438148,
RAND_0069,2e-06,300000.0,20000000000000.0,1e+20,0.5,1.3,0.5,0.5,0.5,1.0,1.5,12.0,25,2.0504831844755307,1.4939742649305041,0.19731099459992774,0.5708168125824461,0.2129080124108591,0.22674132672894934,5.235471894491275,21.44981451467651,299.0607521112599,6.183856775702125,26.969522792698463,372.0406413907017,16.64580040959844,51.40279919548224,1379.1505735013427,
RAND_0070,3e-07,800000.0,50000000000000.0,3e+19,1.0,2.0,1.0,2.0,1.0,0.5,1.5,12.0,25,3.519472736236977,2.779460963684171,0.22194226521709137,0.8353600750537051,0.2519308411756902,0.20453431574696362,8.902475976925437,10.685748483647316,93.43775941643014,11.570763118887792,14.242780418834425,106.29118024208293,45.67597097269932,72.77127905535372,3022.6383779708235,
RAND_0071,2e-06,200000.0,20000000000000.0,7.5e+19,0.3,1.3,1.0,0.7,2.0,0.75,1.0,12.0,25,1.410949969019308,0.8443209640056935,0.03511150955297626,0.6414590923137359,0.54619850585161,0.20625866475387092,10.510805266936222,25.763628435082374,361.30476692598944,12.136932388186604,30.4620086118701,425.4514940330863,23.696610512754624,51.96390966294571,1222.1585456744572,
RAND_0072,3e-07,200000.0,30000000000000.0,7.5e+19,0.5,0.7,1.3,0.5,1.0,0.75,0.5,12.0,25,1.555111328142577,1.0466159790030813,0.03428821639162672,0.5620576875447366,0.5019892478667551,0.21761673171826182,12.05310149032551,26.731350751327327,326.03542623416735,14.142040058810434,32.931327566688076,406.36233804604586,28.611078182477947,56.49374036261978,1541.4921508802468,
RAND_0073,1e-06,200000.0,30000000000000.0,7.5e+19,1.0,1.0,2.0,1.0,0.5,1.0,0.75,12.0,25,1.6238423626688476,1.1299668297748477,0.13176880420447987,0.5659515887337925,0.2009554851818458,0.11827545415127103,7.857507203290581,28.66235769764861,401.0867834225928,9.284613066234728,35.62099624452465,548.4902521230101,23.043242853504537,57.000007842638354,2423.8641735472356,
RAND_0074,7e-07,200000.0,30000000000000.0,5e+19,0.5,0.5,2.0,0.5,2.0,1.0,0.5,12.0,25,2.1596864380924137,1.6242991587069773,0.04953766678282277,0.5588108360824,0.57591502785602,0.21445654024015165,13.601704521959704,30.949241486487473,445.4941438845301,15.96716257614728,36.77544114393513,588.3222411805284,31.284322735627235,55.04996311134409,2311.721051509885,
RAND_0075,3e-07,200000.0,10000000000000.0,5e+19,0.3,1.0,0.7,1.3,1.0,1.5,0.75,12.0,25,2.0457890319314,1.3954626937002574,0.047256633934237416,0.8432652254057854,0.3545795437744951,0.22642673290081242,7.028350723099802,25.277320523456158,639.3159023469203,8.007955500421593,28.408036653901224,757.0798689012902,16.207919531182416,45.32764468195584,1961.571001386746,
RAND_0076,3e-07,500000.0,50000000000000.0,7.5e+19,1.0,0.7,0.7,1.0,1.0,1.0,1.0,12.0,25,2.4814455163362514,1.8959665146182103,0.15661072073579876,0.635592516190334,0.33323403453971345,0.11187478853853286,11.1717126400669,16.80240915075231,154.9896126483951,14.269499918021141,26.774321238914162,230.77887704472167,36.76967710466875,59.8909200317984,2578.199044033793,
