number,value,params_Dg_dislocation_scale,params_Dv_dislocation_scale,params_K_d,params_f_n,params_first_gas_pressure_factor,params_rho_T_amp_scale,params_rho_T_shift,params_rho_T_tau_scale,params_rho_blank_def_scale,params_rho_blank_scale,params_rho_const_scale,params_rho_mode,user_attrs_first_gas_pressure_factor,user_attrs_max_Rd_nm,user_attrs_max_f_cap_step,user_attrs_max_psi_d,user_attrs_min_Nd,user_attrs_rho_cfg,user_attrs_score_Nd_drop,user_attrs_score_guards,user_attrs_score_partition,user_attrs_score_pressure,user_attrs_score_radius_T,user_attrs_score_swelling_T,user_attrs_score_swelling_burnup,state
72,1095.5535016731837,1.206219608424906,2.6745543453686222,942865.0011110663,2.266534366390781e-06,0.9235247142787265,2.8461411525278795,37.72935637057452,0.4525662311726442,0.5522109581831017,,,blank_sat_deformed,0.9235247142787265,24994.30383541863,0.32146544541167854,0.916943671274081,11787351329306.031,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 0.5522109581831017, ""rho_T_shift"": 37.72935637057452, ""rho_T_tau_scale"": 0.4525662311726442, ""rho_T_amp_scale"": 2.8461411525278795, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9235247142787265}",0.13273693442318085,206.27837726283687,1.8930146752462822,0.12123830251132384,0.9187447383763119,1.4570231598502041,1.5921592152442539,COMPLETE
73,6.84475719392731e+91,5.385065893268072,12.056795607131711,1370877.8258089155,6.863006528148891e-08,0.3036647434586719,,,,,2.1281065975706523,,blank_sat,0.3036647434586719,6.06878509965141e+48,0.31562516118031114,9.78283275129311e+39,1.0629795747673923e-120,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 2.1281065975706523, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.3036647434586719}",0.35942003357867675,1.3689514387854622e+91,8.134153690793056,71.5893451996826,0.4106790196411756,0.6454247503602237,0.5549116034550879,COMPLETE
74,407.435731114945,4.448553781889996,1.1547720826071943,1761699.0661007434,7.915752848292763e-07,0.8362994047321136,2.6342733860454595,-60.12776300988129,0.7087838645337586,1.1143553001406183,,,blank_sat_deformed,0.8362994047321136,15553.608246708407,0.32614333959181985,0.9198376795333051,49380048218086.11,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 1.1143553001406183, ""rho_T_shift"": -60.12776300988129, ""rho_T_tau_scale"": 0.7087838645337586, ""rho_T_amp_scale"": 2.6342733860454595, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.8362994047321136}",0.060070088763006034,74.10002069542568,4.441778174486187,0.14147751369138958,0.5861577007156519,0.27893312326959196,0.27538706942377206,COMPLETE
75,1594.4142260999536,5.246066255118815,1.8356193091715183,273424.92969662225,1.7445788725670056e-07,0.9146407057150236,2.951407019829503,144.25964072302827,1.8670907198851499,3.2875524354866092,,,blank_sat_deformed,0.9146407057150236,30253.467759464875,0.3314156256993936,0.9275377448664249,6879877081670.607,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 3.2875524354866092, ""rho_T_shift"": 144.25964072302827, ""rho_T_tau_scale"": 1.8670907198851499, ""rho_T_amp_scale"": 2.951407019829503, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9146407057150236}",0.15206712385467908,309.8095191566878,8.608689856514829,0.2511455606489568,0.22613685432121303,0.5879910319087609,0.6694553565820709,COMPLETE
76,55.439951316239394,1.0226878418931011,1.1417920325785582,1619809.817410613,2.279682927639514e-06,0.9240483213176743,,,,,1.7808245993220686,,blank_sat,0.9240483213176743,172.80041198306427,0.18041206923114245,0.7529290076642516,1.9748729342497014e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.7808245993220686, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9240483213176743}",0.11765675033241184,4.223725179981738e-05,1.0696059641948277,0.00031682631108538145,1.1293797846212295,0.8611879203346229,1.066625090589276,COMPLETE
77,61.97116836599934,1.0103970486206308,1.0171414264823182,1598816.7972034717,1.305966117650941e-06,0.7359856158550796,1.575992775004152,246.7890939114747,1.1088500483370243,0.5678671967362112,,,blank_sat_deformed,0.7359856158550796,2741.808025048109,0.3307519472240632,0.9095934656875402,8716502447382174.0,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 0.5678671967362112, ""rho_T_shift"": 246.7890939114747, ""rho_T_tau_scale"": 1.1088500483370243, ""rho_T_amp_scale"": 1.575992775004152, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7359856158550796}",0.1725062905786339,0.6525645314467732,1.2322593323678936,0.03569603728513161,1.087063783554929,1.0612594591185367,1.0525158400687376,COMPLETE
78,56.79293850308905,2.22857143009826,4.652897556710581,2800107.938129923,3.37679339424047e-08,0.11962751988213192,,,,,,6.547800090655084,constant,0.11962751988213192,80.55211356059621,0.015908601042829002,0.6392045747897142,1.192889440106096e+20,"{""rho_mode"": ""constant"", ""rho_const_scale"": 6.547800090655084, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.11962751988213192}",0.14687389776856466,0.0,6.189145047162648,0.0008141734050661362,1.0180687340468624,0.3694254618208793,0.22068098148829493,COMPLETE
79,85.1138485015449,1.3142757086773342,2.11346382680244,2321744.452879889,1.383283323822519e-06,0.6660292511270005,,,,,,0.7934094127194411,constant,0.6660292511270005,71.29548483365559,0.000749279793609853,0.399430567149182,4.19806541452375e+19,"{""rho_mode"": ""constant"", ""rho_const_scale"": 0.7934094127194411, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.6660292511270005}",0.2044577710204307,0.0,3.5807990568005192,3.391775317087327e-08,1.1790248171164608,1.8394074794749014,2.1103283087235174,COMPLETE
80,393.14226899600664,1.0764972225315523,2.470101087423498,717547.9154623614,4.41250917043658e-07,0.8409045163025691,,,,,4.976254721371025,,blank_sat,0.8409045163025691,15090.649898868449,0.37418732421172757,0.9476463794796943,59118918805234.47,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 4.976254721371025, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.8409045163025691}",0.09684703317744596,69.31569257027598,6.715027594422332,0.10901381860451767,0.627479869051844,0.3574601919207241,0.28768611619669193,COMPLETE
81,923.137206473685,2.2645605795483976,1.6170204382674098,667110.5701770381,9.454520011046981e-07,0.7368768160907334,1.8468625266046226,118.64090688046296,0.8310459924871919,1.7507888835086198,,,blank_sat_deformed,0.7368768160907334,23212.648403737356,0.332341687224739,0.9263189752665792,15171167114908.195,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 1.7507888835086198, ""rho_T_shift"": 118.64090688046296, ""rho_T_tau_scale"": 0.8310459924871919, ""rho_T_amp_scale"": 1.8468625266046226, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7368768160907334}",0.06234246604466658,176.56795298931956,6.065803653657436,0.18690916575222266,0.43180424654896765,0.4280804321060467,0.3662141287503259,COMPLETE
82,50.65639791217996,3.407692838167797,1.256884275078679,2307047.900261807,2.934735631855046e-06,0.9757599566839067,2.1231163034509213,124.40298057925577,0.8761619187293218,1.5486573679449143,,,blank_sat_deformed,0.9757599566839067,46.41309354333459,0.0024716969471349857,0.5612930889757958,5.356184432199505e+18,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 1.5486573679449143, ""rho_T_shift"": 124.40298057925577, ""rho_T_tau_scale"": 0.8761619187293218, ""rho_T_amp_scale"": 2.1231163034509213, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9757599566839067}",0.15040900273293092,0.0,5.877550889426869,0.0014962371668644746,0.8720358585972722,0.3279810455185584,0.22634783707669248,COMPLETE
83,4.405067021915335e+41,1.932411129174123,10.70580209977975,887002.3364151675,2.1420297835623606e-06,0.5465844798863788,2.918864340747802,113.22165923296573,1.0059981169596903,1.6329787467279955,,,blank_sat_deformed,0.5465844798863788,4.868542839844469e+23,0.31477093107900445,784805188561377.8,2.037271563231746e-45,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 1.6329787467279955, ""rho_T_shift"": 113.22165923296573, ""rho_T_tau_scale"": 1.0059981169596903, ""rho_T_amp_scale"": 2.918864340747802, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5465844798863788}",0.10479854481520386,8.81013404383067e+40,4.772024829509746,15.052628943559794,0.6276786803573887,0.3832066322733005,0.2830821852149524,COMPLETE
84,80355.06484228428,3.286453982167365,20.46334874273391,287598.11776507815,7.256657637882392e-08,0.26625903426185255,,,,,,3.1410328499577913,constant,0.26625903426185255,208348.65298964133,0.3406301705491327,0.9358591625995586,21635691972.380753,"{""rho_mode"": ""constant"", ""rho_const_scale"": 3.1410328499577913, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.26625903426185255}",5.1477947928568275,16064.298439705239,4.042733370518805,0.5519195663495913,0.017313701960302144,0.8415476164969994,0.9682632950042058,COMPLETE
85,44.5560019994076,1.660124270639084,1.2663312025061808,1933873.8088581446,4.528904849136195e-07,0.542467156276111,,,,,2.2008903757497555,,blank_sat,0.542467156276111,65.3388487583007,0.006890145609843806,0.6097456011156983,9.9533786957776e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 2.2008903757497555, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.542467156276111}",0.10372696582453624,0.0,4.035750156058078,0.000868946018433321,0.8678294438978074,0.30145332241646494,0.33206933703914676,COMPLETE
86,73.80541369553217,1.4897745387879258,1.4723378538801968,1989819.8457952652,3.001076027675751e-07,0.5574225068878538,,,,,,29.599041871603475,constant,0.5574225068878538,31.536216588423216,0.0010906269793239658,0.5027339315560091,9.671575296683365e+20,"{""rho_mode"": ""constant"", ""rho_const_scale"": 29.599041871603475, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5574225068878538}",0.1953369029546466,0.0,8.190069759425977,0.0006698017321016412,1.4105572944513338,0.3312113204337462,0.19592092182987358,COMPLETE
87,49.60516489618778,2.995003376683465,1.451831913264983,2047453.9545717712,9.415664443501625e-07,0.44489591462197237,,,,,2.626992428242615,,blank_sat,0.44489591462197237,55.55333793730924,0.004244986794285053,0.5901884219629233,1.2496384225287114e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 2.626992428242615, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.44489591462197237}",0.11906214178084334,0.0,6.614424381930671,0.002626360813989641,0.782404975171446,0.29978505379247455,0.23188398769848675,COMPLETE
88,528.394789343206,2.3366005246751165,1.0005868454903717,561668.8069525007,2.3539699005331805e-06,0.7585669924000064,,,,,2.3902541139492754,,blank_sat,0.7585669924000064,17756.914670292386,0.29744534511136594,0.9118312709477013,32326025698116.777,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 2.3902541139492754, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7585669924000064}",0.029810116186892287,99.25082988775085,4.327682472918768,0.17664357267783895,0.4345003795186215,0.28210255438360643,0.28898138169327847,COMPLETE
89,722.5628230436057,2.0015872391946523,3.162647938991409,1750109.6412205582,7.62135912459921e-07,0.7421659817272617,,,,,1.6709401772413104,,blank_sat,0.7421659817272617,20587.702394713782,0.3778120724253914,0.949701910201334,23434175617651.688,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.6709401772413104, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7421659817272617}",0.0877708083083471,136.34085842490407,2.851240521213714,0.11928158360378179,0.8198309064155705,0.35659210977669037,0.41487297968524606,COMPLETE
90,51.99864805922114,2.030651072594206,2.0580763973284824,1893112.5087773702,4.022957311013616e-07,0.5535112022028028,,,,,3.354142741760916,,blank_sat,0.5535112022028028,46.54988947526166,0.0024521370018301364,0.559663191591414,1.471293839056895e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 3.354142741760916, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5535112022028028}",0.14154683902679643,0.0,7.011865486311187,0.0017336643270582485,0.8103918399858601,0.31781130281352743,0.22256326060077017,COMPLETE
91,2104.1416353087875,3.0621749046024447,4.0165023149629,2070415.4601893115,3.960050676407127e-08,0.1310975723576724,,,,,1.4563725375677514,,blank_sat,0.1310975723576724,34714.01036600535,0.3800264812546201,0.9591913799567201,5036314307677.945,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.4563725375677514, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.1310975723576724}",0.10262476377371199,411.6238814823246,6.9760732196762,0.15207383266121755,0.5445863887742215,0.4111183454607259,0.3306634511466854,COMPLETE
92,51.0030774361457,1.2142168560246873,1.509748599439197,2676885.13342985,6.2311091393518e-07,0.7341081314864554,,,,,2.312288981483812,,blank_sat,0.7341081314864554,42.63683341298628,0.0018424268407571274,0.5336117899602578,1.4506092637561328e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 2.312288981483812, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7341081314864554}",0.1294024971228167,0.0,2.647494376803008,3.420020025166643e-05,1.113268420467659,0.45270804562583766,0.5436453304284895,COMPLETE
93,2035.492285612168,22.21599699690613,2.8895845348773608,261137.35230668978,4.683631124278286e-07,0.27350141583509563,,,,,,0.43037936568783425,constant,0.27350141583509563,32645.253525766417,0.10950459080977427,0.8861198962649806,4774509012810.09,"{""rho_mode"": ""constant"", ""rho_const_scale"": 0.43037936568783425, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.27350141583509563}",0.902637304198449,403.09719081131806,1.6408377874133342,0.47641225655641867,0.20636119111880344,0.36985611914561584,0.5681291682055176,COMPLETE
94,4890.759117829458,27.60009917931641,3.775198518852172,103138.20223326152,2.009902482504695e-06,0.9237735011248345,,,,,0.9092775116256522,,blank_sat,0.9237735011248345,50476.95425508051,0.22436299826525752,0.9032577497060236,1367940015451.346,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 0.9092775116256522, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9237735011248345}",1.6552195634679858,968.2904770898652,8.425548314818846,0.6544954825781691,0.2904067244090397,0.6500885830115509,0.8340087788602639,COMPLETE
95,374.14725096266085,1.5863250105375637,1.2683899015906006,942052.3359230728,3.236140116078451e-07,0.5157788645384896,,,,,0.37238765339954755,,blank_sat,0.5157788645384896,14482.749107826106,0.2432597460209995,0.8953963386915302,56416262531701.29,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 0.37238765339954755, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5157788645384896}",0.1315591773353347,63.28408865767119,4.197896405730639,0.10284510517625929,0.6651015692375122,1.1822622679060875,1.3662013280219478,COMPLETE
96,539.9805522702552,1.7655265426891364,1.3583542680272507,1115777.64573716,1.3255880197759958e-06,0.8960529786755947,,,,,,5.973518467370132,constant,0.8960529786755947,17980.738303308917,0.31419464472595404,0.9146593235359588,31424395138571.543,"{""rho_mode"": ""constant"", ""rho_const_scale"": 5.973518467370132, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.8960529786755947}",0.09926928757535917,101.88219288794643,1.5870415503995152,0.14907174778513949,0.7520990218818802,0.14820430055739364,0.0827001201474113,COMPLETE
97,2185.537256742601,2.299326845304728,8.74086879064141,1939790.0790157225,1.6716916729802277e-06,0.3347092421375993,1.5408791572630713,67.19959889231333,0.597960555620894,1.5353042667274939,,,blank_sat_deformed,0.3347092421375993,35372.00639728068,0.2852398095291044,0.9940422219784824,5298425112345.474,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 1.5353042667274939, ""rho_T_shift"": 67.19959889231333, ""rho_T_tau_scale"": 0.597960555620894, ""rho_T_amp_scale"": 1.5408791572630713, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.3347092421375993}",0.08730736832646681,428.2037083075594,3.0613245741336916,0.143447874971656,0.8770189949859319,0.42142346294360084,0.4086008148184807,COMPLETE
98,61.27310813309752,1.4228770791099716,10.594178803837565,2392220.860459152,2.9950251304921613e-06,0.12189160660111238,1.6935502463690317,174.6939764389652,0.7397824908221434,2.7126046216132433,,,blank_sat_deformed,0.12189160660111238,28.04116714914206,0.0008223540339677326,0.47878824070639026,9.729209746371045e+18,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 2.7126046216132433, ""rho_T_shift"": 174.6939764389652, ""rho_T_tau_scale"": 0.7397824908221434, ""rho_T_amp_scale"": 1.6935502463690317, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.12189160660111238}",0.2037818306632491,0.0,6.551055224690854,1.2012058908917256e-05,1.1505703222634054,0.3394742542417227,0.21144477889781033,COMPLETE
99,66.25625799702209,1.6275110397595816,1.4752734829597247,2777236.591639819,1.1940745846969179e-07,0.24928222211370793,,,,,8.398460712285505,,blank_sat,0.24928222211370793,24.22517865418482,0.0007303375253832132,0.468910032863459,5.3254913598702617e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 8.398460712285505, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.24928222211370793}",0.21860775724267537,0.0,8.199762950722791,0.0007881513455756563,1.1739611045818166,0.30930541244983056,0.14193572843570038,COMPLETE
100,1629.3986374768212,1.329142860922681,2.699438421995964,884827.8037018941,2.6755079585091662e-06,0.37490745505229645,1.266867290922598,51.46370661353865,1.2028877800309576,1.027493526942916,,,blank_sat_deformed,0.37490745505229645,30560.833996487843,0.3310738178903054,0.9252871549119291,6625907746286.724,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 1.027493526942916, ""rho_T_shift"": 51.46370661353865, ""rho_T_tau_scale"": 1.2028877800309576, ""rho_T_amp_scale"": 1.266867290922598, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.37490745505229645}",0.17491415215958814,316.4171675088318,1.0450957532092477,0.18134155681430716,0.8486745433803462,0.8704177892732667,1.040121953264601,COMPLETE
101,9211.481256263309,4.529420270240976,4.1062214803040655,1129736.7198456053,7.827882923056543e-07,0.2648566700257119,,,,,1.9021277303405233,,blank_sat,0.2648566700257119,71628.8505873146,0.37458120407487283,0.951380779790016,559384675063.132,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.9021277303405233, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.2648566700257119}",0.27847969286600277,1833.5040272800616,7.052823569211938,0.2727977437215367,0.40425669085332533,0.49052667346641105,0.4523773702831001,COMPLETE
102,49.141919060305284,4.549084689905429,3.6534016832359315,2871674.654657322,1.0022724031299493e-06,0.13573837678633066,,,,,1.8258905408106756,,blank_sat,0.13573837678633066,56.863881634785784,0.0045847246681440445,0.5937271068224337,1.2164409729453597e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.8258905408106756, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.13573837678633066}",0.12002884655777078,0.0,6.357787824016902,0.0008213074585261469,0.7810651199098654,0.3170713085546505,0.23434008912819265,COMPLETE
103,42.395368532396944,2.018578941955594,1.2038554933693653,2127782.7595654484,3.90686859647334e-07,0.553329844986387,,,,,1.6316682082390206,,blank_sat,0.553329844986387,284.4453972509555,0.26496044785833145,0.8218317105978761,5.75788972022096e+18,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.6316682082390206, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.553329844986387}",0.09623728385679664,0.00041909397881331924,3.492329178704106,0.0025167490147563667,0.8385557535896033,0.31726484533784294,0.3636806210024447,COMPLETE
104,348.69550499508716,1.949347900591263,1.2094824038355312,1494129.696068583,3.731758196925038e-07,0.7012193346966701,,,,,1.1116713724190133,,blank_sat,0.7012193346966701,14373.270855014056,0.31756010169383897,0.9160130635294208,61794463162797.0,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.1116713724190133, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7012193346966701}",0.07561255255536486,62.22512222415718,2.311419946598101,0.1235815445615774,0.7295132174559011,0.40490373474333724,0.4907749951239061,COMPLETE
105,2372.866782365852,1.7874545971984896,2.1442090714163067,117531.12093372676,4.031390791700171e-08,0.38843105288778157,2.022803520443109,152.58541031062077,0.8869948661375693,2.6481642029603103,,,blank_sat_deformed,0.38843105288778157,36640.888339737096,0.3017022045092136,0.9160130906667365,3730082591928.8374,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 2.6481642029603103, ""rho_T_shift"": 152.58541031062077, ""rho_T_tau_scale"": 0.8869948661375693, ""rho_T_amp_scale"": 2.022803520443109, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.38843105288778157}",0.5387429040728944,466.52985674852596,8.19701933634835,0.34862864946135613,0.026600873709361997,0.6723771296939006,0.7628717075205986,COMPLETE
106,685.3617052572267,1.450999936668048,1.2420148681052494,515059.6009724555,3.9552685109927425e-08,0.1420293211753098,,,,,1.4138138882120777,,blank_sat,0.1420293211753098,20187.04321408089,0.28170491081336213,0.9071141618178125,21661029514085.383,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.4138138882120777, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.1420293211753098}",0.033604954389310195,131.35916907673166,4.9601795484934,0.1932322429720788,0.24290532891583475,0.2938669900361693,0.310786839723104,COMPLETE
107,58.05852767902098,22.413801513620474,21.430768431810428,2236780.695230071,6.150090001962168e-07,0.8472130248074935,,,,,2.9215366036459507,,blank_sat,0.8472130248074935,49.5893578868059,0.003130358596176754,0.5782896338964635,1.4725353804409564e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 2.9215366036459507, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.8472130248074935}",0.16172339611549352,0.0,8.703613302500518,0.0005072863830795188,0.6721560714030057,0.56739436856521,0.3537492736842339,COMPLETE
108,45.053427442979036,1.409383275526311,4.014954502384579,2571921.586591252,6.960960070716129e-08,0.25394606385207596,,,,,1.2951557733382504,,blank_sat,0.25394606385207596,67.0819752698426,0.00553757210650338,0.5970202280642087,7.7929064180205e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.2951557733382504, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.25394606385207596}",0.10866397857578149,0.0,3.8242159340410637,6.0551829649846995e-05,0.8657341288917528,0.3571129577507441,0.41210407797083526,COMPLETE
109,1225.1697560606297,1.079239820295611,5.195554033109387,1640558.490941065,9.912522930819199e-08,0.3387761805224381,,,,,1.1979051870945723,,blank_sat,0.3387761805224381,26640.649331472072,0.38071863623915086,0.9531108327768221,10932190467186.975,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.1979051870945723, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.3387761805224381}",0.09585954026508058,236.13105693331227,3.173800953936513,0.1252628259569253,0.8238329646318158,0.4763462830427282,0.5779613363602318,COMPLETE
110,40569.211468440924,3.9963666689137516,13.34528427402851,133522.38936702267,8.386569691590567e-07,0.873942851358881,,,,,1.1811821355448886,,blank_sat,0.873942851358881,146231.02497173092,0.3263244832554411,0.9273402140252188,60884970286.652596,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.1811821355448886, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.873942851358881}",3.861996937365872,8107.01743028045,4.588196199139036,0.67500133060083,0.11436247683548226,0.6751568362260733,0.8197176123852346,COMPLETE
111,1718.1617676094509,1.9348733793089252,2.683573963011839,1163038.895914254,6.082631168860451e-08,0.18987826687553844,,,,,1.555346839928015,,blank_sat,0.18987826687553844,31478.643381476802,0.35159675039547056,0.93578662633643,6271824117889.953,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.555346839928015, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.18987826687553844}",0.06266462225660825,335.98900477933086,5.66757227137393,0.193454383662072,0.4684506205454869,0.33168677123260454,0.3019861628677619,COMPLETE
112,48.1234614946977,1.3940251233844878,1.3045725640653796,2623578.3077457645,3.6712749635582176e-07,0.530026180032813,,,,,1.678774972249842,,blank_sat,0.530026180032813,54.182854797711975,0.0031006887654456017,0.5674180595428441,1.0330661719322098e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.678774972249842, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.530026180032813}",0.11441511216370044,0.0,2.5488024467219565,7.082607598715945e-05,1.0264531237028982,0.45385664489342614,0.5490491634185237,COMPLETE
113,517.5003338124764,8.0278605841009,1.3002532591325222,2599643.1581564597,2.4284282221069e-07,0.39829495766794576,,,,,0.7945700557407158,,blank_sat,0.39829495766794576,17462.793118088262,0.3264763311893865,0.9222306233131439,35163239718572.367,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 0.7945700557407158, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.39829495766794576}",0.06635587784755069,95.50716103232399,6.0863396018566,0.1563755034335033,0.48313916087316877,0.33514556711930676,0.31887023434807693,COMPLETE
114,49.468287000132236,2.5041360283902425,9.758093709090073,2254445.1332182046,3.023586197123708e-08,0.2832326635402648,,,,,1.816173493692424,,blank_sat,0.2832326635402648,76.80378660616151,0.016068107463179004,0.6411995112835169,9.425698432795283e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.816173493692424, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.2832326635402648}",0.1273086663161224,0.0,7.237920255181976,0.0008719976743557801,0.6227981046395428,0.4355218780847932,0.2956192028717426,COMPLETE
