number,value,params_Dg_dislocation_scale,params_Dv_dislocation_scale,params_K_d,params_f_n,params_first_gas_pressure_factor,params_rho_T_amp_scale,params_rho_T_shift,params_rho_T_tau_scale,params_rho_blank_def_scale,params_rho_blank_scale,params_rho_const_scale,params_rho_mode,user_attrs_first_gas_pressure_factor,user_attrs_max_Rd_nm,user_attrs_max_f_cap_step,user_attrs_max_psi_d,user_attrs_min_Nd,user_attrs_rho_cfg,user_attrs_score_Nd_drop,user_attrs_score_guards,user_attrs_score_partition,user_attrs_score_pressure,user_attrs_score_radius_T,user_attrs_score_swelling_T,user_attrs_score_swelling_burnup,state
223,586.831651411871,1.249008936133432,2.5322440557713692,1578755.2568102172,3.2883043908983595e-08,0.6655948807591904,,,,,0.8886772218061622,,blank_sat,0.6655948807591904,18556.25347706182,0.34614656593888565,0.9268859354577439,29752220119109.75,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 0.8886772218061622, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.6655948807591904}",0.0869349559358048,108.94555795129195,4.463547761738327,0.1162996809813075,0.6746797622549379,0.3920995877256689,0.47106658908554366,COMPLETE
224,49.76530720694059,2.0136781829802297,1.907446836605676,2694180.854727559,3.4716907007315585e-08,0.3206335170283346,,,,,1.9220605912451814,,blank_sat,0.3206335170283346,51.51302540345774,0.002998723906439548,0.5683024040238196,1.2008415872043121e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.9220605912451814, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.3206335170283346}",0.13884583400960596,0.0,6.845700985117339,0.002327756178589333,0.7608728285298428,0.30535491256654257,0.22317047117904854,COMPLETE
225,54.06795462745999,1.4299447756969508,9.36398617645869,2125785.021947131,1.6440127041491248e-06,0.2218569950846051,,,,,1.2960326150813128,,blank_sat,0.2218569950846051,728.9945984308333,0.28260028894349537,0.923273564815751,4.8498651427480864e+17,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.2960326150813128, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.2218569950846051}",0.11632693826957165,0.007071295284289374,1.2025558882993581,0.0065557479640194994,1.0997049548874895,0.8174242273344083,1.0205780757288085,COMPLETE
226,40.9057524040654,1.069978108927309,3.076240669099094,2263579.1931167603,1.6219298260601823e-07,0.1159138988963192,,,,,,3.264771078972497,constant,0.1159138988963192,104.70221411769809,0.013218047340469528,0.6308928818890355,5.2228875555065725e+19,"{""rho_mode"": ""constant"", ""rho_const_scale"": 3.264771078972497, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.1159138988963192}",0.10584309841944704,0.0,2.4517082659652067,1.353991110897121e-05,0.9610244247396741,0.21542628461584015,0.3584340825419253,COMPLETE
227,45.988468827873966,1.0942673424263354,2.570581788979289,2747347.9420586647,1.235728357749367e-07,0.2617787722691096,,,,,,2.6292745956923675,constant,0.2617787722691096,82.29056759604073,0.003305151273043491,0.5739376808973247,8.099448209514385e+19,"{""rho_mode"": ""constant"", ""rho_const_scale"": 2.6292745956923675, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.2617787722691096}",0.11022468735509693,0.0,3.028237775144931,5.522590781984919e-06,1.0042386274041026,0.3115673312961933,0.49013218812389825,COMPLETE
228,849.7395790662239,2.1718803022781974,1.8586408594971757,1245388.8281437897,2.13304635104145e-07,0.1927519793451992,,,,,,3.292146574741421,constant,0.1927519793451992,22415.15398259321,0.30855362567881844,0.9129975173332612,16132252115088.535,"{""rho_mode"": ""constant"", ""rho_const_scale"": 3.292146574741421, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.1927519793451992}",0.09095434444970661,164.3032194250019,2.1366952062523135,0.1694268518216614,0.5876479170289494,0.19199452762221023,0.12916423509821653,COMPLETE
229,192.30201072667813,1.5127940620696403,1.5307322478124545,2047930.264461037,8.097150513046806e-08,0.188031780582199,,,,,,3.296484480181347,constant,0.188031780582199,10650.029684428655,0.3226410814709576,0.9126696090902042,150244887757964.25,"{""rho_mode"": ""constant"", ""rho_const_scale"": 3.296484480181347, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.188031780582199}",0.108411688591739,31.565079372743707,2.7291508266247235,0.08145544220555757,0.7980456558978269,0.10709386171519121,0.07025318534535081,COMPLETE
230,2566.6490578098733,2.887756545873654,3.658857838621008,1899270.432740494,1.8205845490130648e-07,0.1566576972205984,,,,,,3.4405499941880247,constant,0.1566576972205984,38283.428679668934,0.34624052373981157,0.9344952240320814,3472243469972.9375,"{""rho_mode"": ""constant"", ""rho_const_scale"": 3.4405499941880247, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.1566576972205984}",0.23338469405925277,506.24488485696617,2.7507758365218886,0.20734747401686715,0.6924921208712356,0.2945165069241959,0.1831724298091694,COMPLETE
231,47.11787797841828,1.548504763974331,3.7194679488223708,2197364.876644512,1.9009195995860594e-07,0.14963307391347708,,,,,2.283751705116844,,blank_sat,0.14963307391347708,52.8555706883572,0.0032133317665739153,0.5721911214061225,1.1688107157037975e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 2.283751705116844, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.14963307391347708}",0.12390858592701869,0.0,5.0961096277176035,0.0003013515813431435,0.8563633622475447,0.2901808869780993,0.2727748437322818,COMPLETE
232,320.3912854550682,2.553432235110441,1.1780457130973294,1805979.6275758308,3.617938349595003e-08,0.7054387743018807,,,,,1.0348423320295081,,blank_sat,0.7054387743018807,13761.604131163778,0.3224428354492863,0.9173552512119132,70715865742304.5,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.0348423320295081, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7054387743018807}",0.07658024917146526,56.47807848051544,5.450926396705873,0.12630849953704565,0.5269584925413066,0.2705692003584457,0.2633764548424796,COMPLETE
233,1313.7096940074923,4.855595597928691,2.1660198540006026,2096124.7122209598,3.450174448589614e-08,0.8329487835476229,0.31189694553238984,-88.97711201030002,2.80438550945958,0.6454523772726828,,,blank_sat_deformed,0.8329487835476229,27627.079976083358,0.32880358810938015,0.9230445104601407,8903778907957.055,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 0.6454523772726828, ""rho_T_shift"": -88.97711201030002, ""rho_T_tau_scale"": 2.80438550945958, ""rho_T_amp_scale"": 0.31189694553238984, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.8329487835476229}",0.10529947443226138,256.0154345519385,5.226601020217552,0.1990661418708072,0.3879131392625434,0.288560820538044,0.2923917194229809,COMPLETE
234,430.91904749551867,1.3838527383596855,5.886924907510371,1962448.2244185812,8.918852669930188e-08,0.14355921847341055,,,,,,1.6638081030895682,constant,0.14355921847341055,15876.395397067608,0.35094152361982495,0.9254690826797315,47286962300437.7,"{""rho_mode"": ""constant"", ""rho_const_scale"": 1.6638081030895682, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.14355921847341055}",0.08596818286535496,77.51111759193407,4.1815412391952975,0.0832651562864308,0.7918079548379792,0.32192579666397986,0.49983199212434837,COMPLETE
235,506.5203550413108,1.3997378969111636,2.5190074169429906,1605907.9195992504,1.659049651328401e-07,0.18419352613961926,,,,,,7.540354866263326,constant,0.18419352613961926,17223.608635085977,0.36155014778669153,0.9371745359595794,38459212236948.49,"{""rho_mode"": ""constant"", ""rho_const_scale"": 7.540354866263326, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.18419352613961926}",0.13223333126814588,92.64874182380309,3.4936607763538166,0.10973110378051656,0.8956143555870705,0.2795505206109641,0.1603747439878584,COMPLETE
236,707.095723431784,20.015519255307932,1.0016472448523468,607309.7243254026,3.973530127175383e-08,0.5430109134533457,,,,,1.673890392778323,,blank_sat,0.5430109134533457,20318.650570107024,0.284044534949492,0.909286748649154,21395842480260.98,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.673890392778323, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5430109134533457}",0.016761653776814173,133.1561452388657,8.5830993156172,0.2531302136141144,0.1284838410695296,0.54027915300048,0.644089958005853,COMPLETE
237,51.08241284811442,1.2943014488072553,1.9381396683999639,2699093.307356254,1.4804349419023226e-07,0.32952268619744923,,,,,1.0052893019292213,,blank_sat,0.32952268619744923,71.82995728685061,0.005661186859565336,0.5970190879701757,6.376097095654483e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.0052893019292213, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.32952268619744923}",0.11136294572419615,0.0,2.7986480510724405,5.9915620578611024e-06,0.9948735148981805,0.601557214910107,0.753431485325391,COMPLETE
238,1641.0095260272913,29.64942614535389,1.7960255849347144,1188958.6443584422,1.7789289290801595e-07,0.27309174283530174,,,,,,1.3378813993477923,constant,0.27309174283530174,30620.769553665294,0.2492876920297054,0.904292955307752,6148802308807.333,"{""rho_mode"": ""constant"", ""rho_const_scale"": 1.3378813993477923, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.27309174283530174}",0.48015110797062127,320.2137666937835,7.325005262012825,0.3016418922814215,0.1718867870207047,0.578443629362489,0.6984831281976815,COMPLETE
239,40.0053842861438,1.4178894676846456,2.4852723169967574,2663681.9107549633,3.0529606299599044e-07,0.3309822999026125,,,,,,5.699969628688743,constant,0.3309822999026125,74.0804760618488,0.007179225648746552,0.6079739025962938,1.3196382933349219e+20,"{""rho_mode"": ""constant"", ""rho_const_scale"": 5.699969628688743, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.3309822999026125}",0.13131990165985297,0.0,2.0847269295381596,0.00018503870221624224,1.032534483730416,0.13183834120546065,0.07255717197548688,COMPLETE
240,9.228254776901746e+195,12.506496899225903,25.65810931777156,1655032.8554074245,6.65960799752733e-08,0.7061987653474204,,,,,2.3897625904933792,,blank_sat,0.7061987653474204,7.04664712220638e+100,0.2649820344464623,1.1359138463789994e+92,7.115292239354357e-277,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 2.3897625904933792, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7061987653474204}",0.12085868333149746,1.8456509553803493e+195,8.541499889618306,322.60552167798966,0.4876869879709324,0.66920485089578,0.5057758301694093,COMPLETE
241,52.407476774822335,1.2867387300970954,2.51602054024645,2268464.16134209,4.925555444565447e-07,0.3855163294981635,,,,,,4.229524783916164,constant,0.3855163294981635,4198.103808408598,0.35596990841208337,0.9256526857169204,2559151916215673.5,"{""rho_mode"": ""constant"", ""rho_const_scale"": 4.229524783916164, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.3855163294981635}",0.10984642247070141,2.8545220499949107,1.4409206264086194,0.04374851290900309,1.0016268585234926,0.1691059517633285,0.28250813050621754,COMPLETE
242,1082.9368642881966,2.3555541668017366,2.786932586859625,2080538.3662642008,3.4671137447047566e-08,0.3202661959981633,2.982771684327474,-44.54473466543463,2.043672035626781,0.484827236042903,,,blank_sat_deformed,0.3202661959981633,25151.792601898975,0.3455598933305898,0.9308849328617731,12102986916467.344,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 0.484827236042903, ""rho_T_shift"": -44.54473466543463, ""rho_T_tau_scale"": 2.043672035626781, ""rho_T_amp_scale"": 2.982771684327474, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.3202661959981633}",0.1348416006632084,209.16667079221963,4.029604564692602,0.1548123279642179,0.5941823060496642,0.32936458897060017,0.3797025438229972,COMPLETE
243,2080.287142834051,1.2261864966046578,3.621673426078006,1030643.001386573,4.1303784332782505e-07,0.1727891566989546,,,,,,5.220382524421917,constant,0.1727891566989546,34600.363201559856,0.3422175292993433,0.9300456511015359,4636414088368.664,"{""rho_mode"": ""constant"", ""rho_const_scale"": 5.220382524421917, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.1727891566989546}",0.18829634398381698,410.1847903163576,1.6639033293750476,0.18624699941609238,0.7116720092108832,0.13338444563398516,0.07323690372358888,COMPLETE
244,54.37248048392813,2.191383131266239,3.8620907579646926,2406783.9919692664,4.562830118520651e-07,0.5226779441345053,,,,,,9.2908279871297,constant,0.5226779441345053,66.13938907043705,0.0072032364047259914,0.6115074720866325,1.886844707269975e+20,"{""rho_mode"": ""constant"", ""rho_const_scale"": 9.2908279871297, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5226779441345053}",0.14873713899976984,0.0,5.010826192285417,0.0004400366195414138,1.0847085796650744,0.327364929905844,0.1766373128833417,COMPLETE
245,45.89716220730076,3.0830493496094546,1.2721826663589182,2760555.8328702557,1.2289817448878475e-07,0.20880860959181438,,,,,1.47885308238074,,blank_sat,0.20880860959181438,74.33309628472281,0.012991079886420571,0.6344069993130336,9.50371656029974e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.47885308238074, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.20880860959181438}",0.10803478872998318,0.0,6.04092851676804,0.0033756108363538198,0.7293889892855832,0.2799902064326864,0.23550984457407154,COMPLETE
246,41.45211298346714,1.0261021688239966,3.5442651867849673,2316328.387865971,2.065470348243084e-07,0.2170753032331027,,,,,,3.626926419791649,constant,0.2170753032331027,91.04577643868296,0.00746370341601559,0.6099951207907431,7.179778769437209e+19,"{""rho_mode"": ""constant"", ""rho_const_scale"": 3.626926419791649, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.2170753032331027}",0.10875832146147173,0.0,2.1785514599810596,6.269138315261507e-06,1.000574174125223,0.22360364728803367,0.3727750041375435,COMPLETE
247,37.172983936853726,1.4477213168163199,4.302780566294486,2621677.73617003,1.2899987629574664e-07,0.49384240460136286,,,,,,3.413095975131213,constant,0.49384240460136286,511.4685962797805,0.30746814373545867,0.8606986066984393,1.1376476388103255e+18,"{""rho_mode"": ""constant"", ""rho_const_scale"": 3.413095975131213, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.49384240460136286}",0.11547849827672796,0.0018817200247795726,2.3489872013057966,0.003308734814974107,0.9179183309500204,0.11906465490922069,0.13672272217406878,COMPLETE
248,3067.365401941669,1.1879924593590843,8.854943845460319,1772826.5583576157,7.36575085709714e-08,0.5585184468184962,,,,,,3.171565922964502,constant,0.5585184468184962,41830.813628582786,0.38000153353176586,0.9509067978279113,2804376449089.4365,"{""rho_mode"": ""constant"", ""rho_const_scale"": 3.171565922964502, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5585184468184962}",0.10276687245156996,606.4891824457226,2.9973871894852655,0.14130700162630225,0.7747394793343481,0.118604290574503,0.12036751522772571,COMPLETE
249,852.9118924082079,1.7250374078788855,3.0588973875313616,1972668.3166446555,9.060690462949637e-08,0.5063443783631363,,,,,,3.771258107577788,constant,0.5063443783631363,22407.560214892113,0.34827470753777195,0.9312809780474992,17138384073928.713,"{""rho_mode"": ""constant"", ""rho_const_scale"": 3.771258107577788, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5063443783631363}",0.11549305098256828,163.47138526960677,2.7490824910617104,0.130420793583123,0.7755873808898581,0.18837070625325836,0.08451571615355546,COMPLETE
250,42.523465806639635,1.1983605490384657,5.139079569770771,2441678.102737865,4.889048050498697e-07,0.2618528062898195,,,,,,3.6025629214611357,constant,0.2618528062898195,98.95859851265301,0.01352006176431895,0.6312808476715034,6.197529793236192e+19,"{""rho_mode"": ""constant"", ""rho_const_scale"": 3.6025629214611357, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.2618528062898195}",0.10739613935505378,0.0,1.567756755872061,1.8572467997553683e-06,1.0485056062520153,0.29193833363036775,0.47256075193131075,COMPLETE
251,4270.8034031405,2.813164682762486,6.0747089082507175,2865529.2224770263,7.240869493444494e-07,0.21130613980615337,,,,,,3.1892434028744203,constant,0.21130613980615337,49183.34603942624,0.3809238873755168,0.9550671669339724,1748070414220.3079,"{""rho_mode"": ""constant"", ""rho_const_scale"": 3.1892434028744203, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.21130613980615337}",0.11191295072762768,847.3666414234032,1.4166216896860675,0.16245595098254428,0.8972843031330309,0.12412790396580031,0.10083135477262185,COMPLETE
252,39.19818568161909,1.179116290649549,2.5725271976067217,2352422.2540431204,1.7280726956021943e-07,0.17834747063218437,,,,,,3.3813730847726218,constant,0.17834747063218437,121.12696471632871,0.03826241883845807,0.6638495278041966,3.930047859866317e+19,"{""rho_mode"": ""constant"", ""rho_const_scale"": 3.3813730847726218, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.17834747063218437}",0.10801478912382391,0.0,2.259034717862101,4.294262386259163e-05,0.9540432781505659,0.17286300495477896,0.2884727472344529,COMPLETE
253,42.389787223428236,1.0564929695633916,2.690949793883581,2650666.4797891863,2.2632572224445427e-07,0.10680151204759529,,,,,,3.8199389968256066,constant,0.10680151204759529,76.08821965069616,0.004144087783531808,0.582440663802547,1.0708143635167384e+20,"{""rho_mode"": ""constant"", ""rho_const_scale"": 3.8199389968256066, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.10680151204759529}",0.1144688954213142,0.0,2.02659895067373,9.122040570787484e-06,1.049895117778273,0.21947879786162622,0.36631731107510807,COMPLETE
254,623.7467336058686,1.7003314004912806,2.980761585475434,2132077.048933793,2.4943906445062723e-07,0.40433686526126605,,,,,,3.433886322043017,constant,0.40433686526126605,19256.750833642905,0.3515689057149484,0.9298858271964018,26881360371847.914,"{""rho_mode"": ""constant"", ""rho_const_scale"": 3.433886322043017, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.40433686526126605}",0.10663961426169732,118.04204959249394,1.8741319516617305,0.10834183403187703,0.8478978639386262,0.11026046111452732,0.11028300680168247,COMPLETE
255,142.3124813965909,1.2531624036377091,2.080862633903204,2037854.9098815676,5.359759907117999e-07,0.1530156559975007,,,,,,3.803813169302394,constant,0.1530156559975007,8903.792483068186,0.34196060231394315,0.9200613253337481,263412650822434.4,"{""rho_mode"": ""constant"", ""rho_const_scale"": 3.803813169302394, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.1530156559975007}",0.10237940585557921,20.740615430675003,1.4532035471931448,0.0714352600357659,0.9777599402604663,0.22142035323014014,0.36596336625608694,COMPLETE
256,601.5247475487205,1.2318526413313373,2.9836181822766545,1677824.6296906467,1.435505408666394e-07,0.3279902389993712,,,,,,4.008683424547557,constant,0.3279902389993712,18917.46750732235,0.3431727772872281,0.9278970671749832,28172267714164.22,"{""rho_mode"": ""constant"", ""rho_const_scale"": 4.008683424547557, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.3279902389993712}",0.10631416900291939,113.59023439546809,2.266396030459711,0.10638000358482325,0.8108185764945619,0.11005946143426566,0.0891038683924428,COMPLETE
257,300.7702641400675,1.2058591394470628,2.417233744108386,1782888.5493088483,1.989913737558023e-07,0.11548568156543466,,,,,,3.258311466701988,constant,0.11548568156543466,13373.036686102918,0.33429791136209436,0.9191302056898846,77509047300234.22,"{""rho_mode"": ""constant"", ""rho_const_scale"": 3.258311466701988, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.11548568156543466}",0.09726097555314932,52.96981883441152,2.2057520353792555,0.08696484980108382,0.8576473131452287,0.15888429715161517,0.261213186905341,COMPLETE
258,5926.6222911892255,1.2454469279276905,7.388791293872377,1639774.1432868135,7.362791085421167e-07,0.2515503565455103,,,,,,4.973474086980804,constant,0.2515503565455103,57743.67309777451,0.380087409383262,0.9581051425619825,1090530172813.0604,"{""rho_mode"": ""constant"", ""rho_const_scale"": 4.973474086980804, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.2515503565455103}",0.10458525377931042,1178.4433695871016,1.250400567107876,0.16923786262811488,0.9173282465703707,0.13550361518648363,0.20279136203520842,COMPLETE
259,3236.861645650065,1.0279650901226096,7.8197822188480535,1101209.9196587238,2.3363786636091373e-07,0.32604374466542896,,,,,,2.7885470021305307,constant,0.32604374466542896,42938.87618640955,0.3494221257770158,0.934378341827475,2459957813660.825,"{""rho_mode"": ""constant"", ""rho_const_scale"": 2.7885470021305307, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.32604374466542896}",0.07495981088526496,640.2080189950441,2.640483107381096,0.13945836729753117,0.7409133330872625,0.2542308423274673,0.41114624079389195,COMPLETE
260,41.60554383645955,1.1871888658990897,3.2379583984229776,2960189.3883994836,2.3288845295597884e-07,0.1042988132441222,,,,,,5.736440106675459,constant,0.1042988132441222,59.860732396009304,0.0031574539389836237,0.5654058599600664,2.011713952997736e+20,"{""rho_mode"": ""constant"", ""rho_const_scale"": 5.736440106675459, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.1042988132441222}",0.1341352530472235,0.0,2.0744754887187224,5.5955011243572116e-05,1.0885172355240547,0.1274709757823397,0.11005720740009677,COMPLETE
261,46.28194844185913,1.7499086355840894,2.5775591998452243,2498297.4288883386,2.2538983071239052e-07,0.18135026882644223,,,,,,6.9763530391160105,constant,0.18135026882644223,80.71973834891864,0.014665146359093105,0.6362139941004981,1.168911972789481e+20,"{""rho_mode"": ""constant"", ""rho_const_scale"": 6.9763530391160105, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.18135026882644223}",0.1411517755033266,0.0,3.476756657943977,0.0005829646055430436,1.0216491911488568,0.2506731490326183,0.11758090055192458,COMPLETE
262,41.34054313305115,1.3781903133435125,3.193668525883106,2813660.9496208266,1.9419502428067983e-07,0.13898106060211782,,,,,,5.631297609106392,constant,0.13898106060211782,67.89808426064114,0.004971349162260968,0.5910111568325406,1.5744390985579843e+20,"{""rho_mode"": ""constant"", ""rho_const_scale"": 5.631297609106392, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.13898106060211782}",0.13480568009274793,0.0,2.395795805078123,0.00015020361998931869,1.035424928242925,0.14789120810124104,0.06503066483784288,COMPLETE
263,41.24839464838889,1.0231932039538802,4.595848343651446,1910392.9554301947,2.1578588875456386e-07,0.10233598452558168,,,,,,7.800601591516021,constant,0.10233598452558168,83.51755556847057,0.013525633670987488,0.6324955290249312,1.036932404037201e+20,"{""rho_mode"": ""constant"", ""rho_const_scale"": 7.800601591516021, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.10233598452558168}",0.1350283367290888,0.0,2.5337423576704947,0.0001417594251843407,0.9967843513090064,0.1806315219665082,0.0633506689873216,COMPLETE
264,42.2794057947695,1.3769725256017233,6.371440249997339,1993187.1342328796,4.278860672465955e-07,0.13089266852316395,,,,,,7.900987381488768,constant,0.13089266852316395,196.7536057727942,0.21845417968693867,0.7727825427898578,1.4464892107722789e+19,"{""rho_mode"": ""constant"", ""rho_const_scale"": 7.900987381488768, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.13089266852316395}",0.13715704540710874,9.165453449151188e-05,2.6259849287308694,0.0006035512155124573,0.996311702452043,0.218378062249864,0.0748983434267998,COMPLETE
265,6876.855526298673,1.0317788812587327,6.265079123650428,1156699.429552935,1.890230304307179e-07,0.12466363644790067,,,,,,7.952869144462605,constant,0.12466363644790067,62090.55839782971,0.38563668579360477,0.9553416541338644,869582589359.5804,"{""rho_mode"": ""constant"", ""rho_const_scale"": 7.952869144462605, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.12466363644790067}",0.1247073530270741,1367.6901632962881,2.776933583086158,0.21008578596487465,0.8089857710328675,0.2702783585472831,0.12632930356334743,COMPLETE
266,44.58546939319075,1.2581381261014535,11.251390038564185,2662324.2612692155,6.007965228084986e-07,0.1001119783465018,,,,,,8.56337969318931,constant,0.1001119783465018,53.58903441920129,0.00288772179244946,0.5621738604562607,2.7561036087915286e+20,"{""rho_mode"": ""constant"", ""rho_const_scale"": 8.56337969318931, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.1001119783465018}",0.143921347656802,0.0,2.2858512338412424,9.622301841344527e-06,1.1386716819099691,0.17129362543475804,0.06992242954254319,COMPLETE
267,9816432607925.008,1.4057099371220432,13.910989469472726,1139092.6590942517,7.58621335040818e-07,0.13935120096077613,,,,,,9.022473142756981,constant,0.13935120096077613,2298263670.1867213,0.41556365232353054,3.704782544549355,0.018716572316073304,"{""rho_mode"": ""constant"", ""rho_const_scale"": 9.022473142756981, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.13935120096077613}",0.9107057623826719,1963286521576.677,2.7481754673930827,1.63904418023332,0.8250428839405886,0.31918391969906995,0.14824674591077852,COMPLETE
268,61.43143684994401,2.645250184434811,6.657750918352354,2721292.7382435524,1.1566263656795372e-07,0.37090896410085333,,,,,,8.68228128040753,constant,0.37090896410085333,62.423161838510104,0.005812954608926534,0.6025609693670799,2.1472227199039517e+20,"{""rho_mode"": ""constant"", ""rho_const_scale"": 8.68228128040753, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.37090896410085333}",0.15543743765519732,0.0,6.849305198260455,0.00044252017305883686,1.0954777341362687,0.3860867321414852,0.21929334924422164,COMPLETE
