Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	BA2 (gas, at grain boundary) (g/m3)	BA2O (gas, at grain boundary) (g/m3)	BA2O2 (gas, at grain boundary) (g/m3)	BAMOO4 (gas, at grain boundary) (g/m3)	BAO (gas, at grain boundary) (g/m3)	CS (gas, at grain boundary) (g/m3)	CS2 (gas, at grain boundary) (g/m3)	CS2MOO4 (gas, at grain boundary) (g/m3)	CS2O (gas, at grain boundary) (g/m3)	CS2O2 (gas, at grain boundary) (g/m3)	CSO (gas, at grain boundary) (g/m3)	HE (gas, at grain boundary) (g/m3)	MO (gas, at grain boundary) (g/m3)	MO2 (gas, at grain boundary) (g/m3)	MO2O6 (gas, at grain boundary) (g/m3)	MO3O9 (gas, at grain boundary) (g/m3)	MO4O12 (gas, at grain boundary) (g/m3)	MO5O15 (gas, at grain boundary) (g/m3)	MOO (gas, at grain boundary) (g/m3)	MOO2 (gas, at grain boundary) (g/m3)	MOO3 (gas, at grain boundary) (g/m3)	O (gas, at grain boundary) (g/m3)	O2 (gas, at grain boundary) (g/m3)	O3 (gas, at grain boundary) (g/m3)	PD (gas, at grain boundary) (g/m3)	RH (gas, at grain boundary) (g/m3)	RU (gas, at grain boundary) (g/m3)	TC (gas, at grain boundary) (g/m3)	LIQUID (liquid, at grain boundary) (g/m3)	BA2MOO5 (condensed, at grain boundary) (g/m3)	BA3MOO6 (condensed, at grain boundary) (g/m3)	BAMO207 (condensed, at grain boundary) (g/m3)	BAMO3O10 (condensed, at grain boundary) (g/m3)	BAMOO4 (condensed, at grain boundary) (g/m3)	C1_MO2 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S1 (condensed, at grain boundary) (g/m3)	CS2MO2O7_S2 (condensed, at grain boundary) (g/m3)	CS2MO3O10 (condensed, at grain boundary) (g/m3)	CS2MO4O13 (condensed, at grain boundary) (g/m3)	CS2MO5O16 (condensed, at grain boundary) (g/m3)	CS2MO7O22 (condensed, at grain boundary) (g/m3)	CS2MOO4_S1 (condensed, at grain boundary) (g/m3)	CS2MOO4_S2 (condensed, at grain boundary) (g/m3)	CS2O1 (condensed, at grain boundary) (g/m3)	CS2O2 (condensed, at grain boundary) (g/m3)	CS3O (condensed, at grain boundary) (g/m3)	CS4O (condensed, at grain boundary) (g/m3)	CS7O1 (condensed, at grain boundary) (g/m3)	CS7O2 (condensed, at grain boundary) (g/m3)	CSO2 (condensed, at grain boundary) (g/m3)	CSO3 (condensed, at grain boundary) (g/m3)	HALITE (condensed, at grain boundary) (g/m3)	MO2_C11A (condensed, at grain boundary) (g/m3)	MO4O11 (condensed, at grain boundary) (g/m3)	MO8O23 (condensed, at grain boundary) (g/m3)	MO9O26 (condensed, at grain boundary) (g/m3)	MOO2 (condensed, at grain boundary) (g/m3)	MOO3 (condensed, at grain boundary) (g/m3)	PERVSKITE (condensed, at grain boundary) (g/m3)	ZRO2_TETR (condensed, at grain boundary) (g/m3)	A15_CR3SI (condensed, at grain boundary) (g/m3)	BCC_A2 (condensed, at grain boundary) (g/m3)	C14_LAVES (condensed, at grain boundary) (g/m3)	C15_LAVES (condensed, at grain boundary) (g/m3)	DIAMOND_A4 (condensed, at grain boundary) (g/m3)	DIS_SIG (condensed, at grain boundary) (g/m3)	FCC_A1 (condensed, at grain boundary) (g/m3)	HCP_A3 (condensed, at grain boundary) (g/m3)	HCP_DIS (condensed, at grain boundary) (g/m3)	MC_ETA (condensed, at grain boundary) (g/m3)	MO3TE4 (condensed, at grain boundary) (g/m3)	MOPD2 (condensed, at grain boundary) (g/m3)	MOTE2_A (condensed, at grain boundary) (g/m3)	MOTE2_B (condensed, at grain boundary) (g/m3)	ORTHORHOMBIC_A20 (condensed, at grain boundary) (g/m3)	SIGMA (condensed, at grain boundary) (g/m3)	TETRAGONAL_U (condensed, at grain boundary) (g/m3)	O (gas, matrix) (g/m3)	O2 (gas, matrix) (g/m3)	C1_MO2 (condensed, matrix) (g/m3)	PU2O3 (condensed, matrix) (g/m3)	PUO152 (condensed, matrix) (g/m3)	PUO161 (condensed, matrix) (g/m3)	U3O8_S1 (condensed, matrix) (g/m3)	U3O8_S2 (condensed, matrix) (g/m3)	U3O8_S3 (condensed, matrix) (g/m3)	U3O8_S4 (condensed, matrix) (g/m3)	U4O9_S1 (condensed, matrix) (g/m3)	U4O9_S2 (condensed, matrix) (g/m3)	U4O9_S3 (condensed, matrix) (g/m3)	UO3 (condensed, matrix) (g/m3)	
280	1955.013	3.45e+19	0	0	100000	1.9711358	3.419e-09	0.000846	0.0002606	5.79e-08	0.01953	86.21	0.5051	0.0002503	0.002794	1.569e-10	7.556e-05	0	5.625e-05	2.055e-15	4.909e-19	1.014e-27	3.738e-28	4.672e-28	1.817e-09	2.729e-09	9.934e-11	0.002309	3.305e-11	3.034e-24	0.01373	2.525e-08	8.594e-09	3.882e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	876.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
308	1955.013	3.45e+19	0	0	100000	1.97074938	3.984e-09	0.0009648	0.0002909	6.058e-08	0.0218	96.22	0.5637	0.0002563	0.003052	1.677e-10	8.254e-05	0	5.76e-05	2.294e-15	4.814e-19	9.321e-28	4.172e-28	5.215e-28	1.984e-09	2.918e-09	1.039e-10	0.002571	3.534e-11	3.174e-24	0.01532	2.818e-08	9.592e-09	4.333e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	964.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
336	1955.013	3.45e+19	0	0	100000	1.97036296	4.621e-09	0.001096	0.0003233	6.315e-08	0.02423	107	0.6266	0.0002616	0.00332	1.786e-10	8.98e-05	0	5.878e-05	2.549e-15	4.707e-19	8.548e-28	4.637e-28	5.796e-28	2.159e-09	3.107e-09	1.083e-10	0.002851	3.763e-11	3.309e-24	0.01703	3.132e-08	1.066e-08	4.816e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
364	1955.013	3.45e+19	0	0	100000	1.96997654	5.335e-09	0.001238	0.0003577	6.558e-08	0.02681	118.3	0.6934	0.0002659	0.003597	1.894e-10	9.729e-05	0	5.976e-05	2.821e-15	4.587e-19	7.816e-28	5.131e-28	6.414e-28	2.339e-09	3.296e-09	1.125e-10	0.003148	3.991e-11	3.436e-24	0.01885	3.466e-08	1.18e-08	5.329e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
392	1955.013	3.45e+19	0	0	100000	1.96959012	6.131e-09	0.001393	0.0003942	6.785e-08	0.02954	130.4	0.764	0.0002694	0.003881	2.001e-10	0.000105	0	6.054e-05	3.108e-15	4.456e-19	7.129e-28	5.654e-28	7.067e-28	2.524e-09	3.482e-09	1.164e-10	0.003462	4.217e-11	3.555e-24	0.02077	3.819e-08	1.3e-08	5.872e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
420	1955.013	3.45e+19	0	0	100000	1.9692037	7.016e-09	0.001562	0.0004327	6.996e-08	0.03243	143.1	0.8386	0.000272	0.004172	2.107e-10	0.0001128	0	6.114e-05	3.412e-15	4.316e-19	6.487e-28	6.206e-28	7.757e-28	2.713e-09	3.666e-09	1.2e-10	0.003793	4.44e-11	3.665e-24	0.02279	4.192e-08	1.427e-08	6.446e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
448	1955.013	3.45e+19	0	0	100000	1.96881728	7.998e-09	0.001744	0.0004732	7.192e-08	0.03547	156.6	0.9172	0.0002739	0.00447	2.211e-10	0.0001209	0	6.156e-05	3.732e-15	4.17e-19	5.891e-28	6.788e-28	8.484e-28	2.906e-09	3.847e-09	1.234e-10	0.004141	4.66e-11	3.768e-24	0.02493	4.585e-08	1.561e-08	7.05e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
476	1955.013	3.45e+19	0	0	100000	1.96843086	9.083e-09	0.00194	0.0005159	7.372e-08	0.03866	170.7	0.9999	0.0002751	0.004774	2.314e-10	0.0001291	0	6.183e-05	4.068e-15	4.02e-19	5.549e-28	7.399e-28	9.249e-28	3.104e-09	4.025e-09	1.265e-10	0.004507	4.875e-11	3.862e-24	0.02718	4.998e-08	1.701e-08	7.685e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
504	1955.013	3.45e+19	0	0	100000	1.96804444	1.028e-08	0.002152	0.0005607	7.538e-08	0.04202	185.5	1.087	0.0002756	0.005083	2.414e-10	0.0001375	0	6.194e-05	4.421e-15	3.867e-19	6.031e-28	8.041e-28	1.005e-27	3.305e-09	4.2e-09	1.293e-10	0.004891	5.087e-11	3.949e-24	0.02953	5.432e-08	1.849e-08	8.352e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
532	1955.013	3.45e+19	0	0	100000	1.96765802	1.16e-08	0.002379	0.0006075	7.688e-08	0.04553	201	1.177	0.0002755	0.005398	2.513e-10	0.000146	0	6.192e-05	4.79e-15	3.712e-19	6.535e-28	8.713e-28	1.089e-27	3.51e-09	4.371e-09	1.319e-10	0.005292	5.294e-11	4.028e-24	0.032	5.885e-08	2.003e-08	9.049e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
560	1955.013	3.45e+19	0	0	100000	1.9672716	1.304e-08	0.002622	0.0006564	7.823e-08	0.04919	217.1	1.272	0.0002748	0.005717	2.608e-10	0.0001546	0	6.176e-05	5.176e-15	3.557e-19	7.06e-28	9.414e-28	1.177e-27	3.717e-09	4.538e-09	1.342e-10	0.00571	5.496e-11	4.098e-24	0.03458	6.359e-08	2.165e-08	9.777e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
588	1955.013	3.45e+19	0	0	100000	1.96688518	1.462e-08	0.002882	0.0007072	7.942e-08	0.053	234	1.371	0.0002735	0.006039	2.701e-10	0.0001633	0	6.147e-05	5.577e-15	3.403e-19	7.607e-28	1.014e-27	1.268e-27	3.927e-09	4.699e-09	1.363e-10	0.006145	5.691e-11	4.161e-24	0.03725	6.852e-08	2.332e-08	1.054e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
616	1955.013	3.45e+19	0	0	100000	1.96649876	1.634e-08	0.003159	0.00076	8.046e-08	0.05696	251.4	1.473	0.0002716	0.006363	2.791e-10	0.0001721	0	6.105e-05	5.993e-15	3.249e-19	8.175e-28	1.09e-27	1.363e-27	4.138e-09	4.855e-09	1.38e-10	0.006596	5.88e-11	4.215e-24	0.04004	7.363e-08	2.506e-08	1.132e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
644	1955.013	3.45e+19	0	0	100000	1.96611234	1.822e-08	0.003453	0.0008147	8.134e-08	0.06106	269.5	1.579	0.0002693	0.006689	2.877e-10	0.0001809	0	6.053e-05	6.425e-15	3.098e-19	8.764e-28	1.169e-27	1.461e-27	4.35e-09	5.005e-09	1.395e-10	0.007064	6.062e-11	4.261e-24	0.04292	7.893e-08	2.687e-08	1.214e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
672	1955.013	3.45e+19	0	0	100000	1.96572592	2.025e-08	0.003765	0.0008713	8.208e-08	0.0653	288.2	1.689	0.0002665	0.007016	2.96e-10	0.0001898	0	5.991e-05	6.871e-15	2.95e-19	9.372e-28	1.25e-27	1.562e-27	4.562e-09	5.149e-09	1.408e-10	0.007547	6.237e-11	4.3e-24	0.0459	8.441e-08	2.873e-08	1.298e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.006e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
700	1955.013	3.45e+19	0	0	100000	1.9653395	2.246e-08	0.004095	0.0009297	8.267e-08	0.06967	307.5	1.802	0.0002633	0.007343	3.039e-10	0.0001986	0	5.919e-05	7.331e-15	2.805e-19	1e-27	1.333e-27	1.667e-27	4.775e-09	5.287e-09	1.418e-10	0.008045	6.403e-11	4.331e-24	0.04897	9.007e-08	3.066e-08	1.385e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.048e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
728	1955.013	3.45e+19	0	0	100000	1.96495308	2.484e-08	0.004444	0.0009898	8.312e-08	0.07418	327.4	1.918	0.0002598	0.007671	3.114e-10	0.0002075	0	5.84e-05	7.805e-15	2.663e-19	1.065e-27	1.42e-27	1.775e-27	4.988e-09	5.419e-09	1.426e-10	0.008558	6.563e-11	4.355e-24	0.05214	9.59e-08	3.264e-08	1.474e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
756	1955.013	3.45e+19	0	0	100000	1.96456666	2.741e-08	0.004812	0.001052	8.345e-08	0.07882	347.9	2.038	0.0002559	0.007998	3.186e-10	0.0002163	0	5.753e-05	8.293e-15	2.526e-19	1.131e-27	1.508e-27	1.885e-27	5.201e-09	5.544e-09	1.432e-10	0.009086	6.714e-11	4.372e-24	0.0554	1.019e-07	3.468e-08	1.567e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.132e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
784	1955.013	3.45e+19	0	0	100000	1.96418024	3.018e-08	0.0052	0.001115	8.365e-08	0.08359	368.9	2.161	0.0002518	0.008324	3.255e-10	0.0002252	0	5.66e-05	8.795e-15	2.394e-19	1.2e-27	1.6e-27	2e-27	5.413e-09	5.663e-09	1.435e-10	0.009629	6.858e-11	4.382e-24	0.05875	1.081e-07	3.678e-08	1.661e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.174e+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
