Time (s),Average dC (atm/m^3)
4590000.0,3.0801980389964573e+23
4600000.0,3.080198178277596e+23
4610000.0,3.080199159724776e+23
4620000.0,3.080199996942791e+23
4630000.0,3.0801993667038395e+23
4640000.0,3.080200185266545e+23
4650000.0,3.080200352794375e+23
4660000.0,3.080200580627295e+23
4670000.0,3.080198924483436e+23
4680000.0,3.080200231232787e+23
4690000.0,3.080200538205203e+23
4700000.0,3.0801999919409247e+23
4710000.0,3.0802006809265484e+23
4720000.0,3.080200682291129e+23
4730000.0,3.080200624840318e+23
4740000.0,3.0802004858190174e+23
4750000.0,3.0802012203908335e+23
4760000.0,3.080202426877277e+23
4770000.0,3.0802019647141634e+23
4780000.0,3.0802022989179906e+23
4790000.0,3.0802020334189856e+23
4800000.0,3.080203617951569e+23
4810000.0,3.0802046055504344e+23
4820000.0,3.080204440344275e+23
4830000.0,3.080202701094561e+23
4840000.0,3.080202310289357e+23
4850000.0,3.080202488742145e+23
4860000.0,3.0802032661131476e+23
4870000.0,3.0802035370730364e+23
4880000.0,3.0802029277572695e+23
4890000.0,3.08020522282534e+23
4900000.0,3.080202716843741e+23
4910000.0,3.0802033348058365e+23
4920000.0,3.080202127991592e+23
4930000.0,3.080200822988287e+23
4940000.0,3.080202957314721e+23
4950000.0,3.08020166421144e+23
4960000.0,3.080201090421848e+23
4970000.0,3.080200092300437e+23
4980000.0,3.080199385122054e+23
4990000.0,3.080198787792873e+23
5000000.0,3.080199113707266e+23
5010000.0,3.08019921736319e+23
5020000.0,3.080199536676859e+23
5030000.0,3.08019995464533e+23
5040000.0,3.080201420817852e+23
5050000.0,3.0802012743848665e+23
5060000.0,3.08020420045889e+23
5070000.0,3.08020538526036e+23
5080000.0,3.080205186718124e+23
5090000.0,3.080203438536368e+23
5100000.0,3.080201209472947e+23
5110000.0,3.0802006103668366e+23
5120000.0,3.080200416094204e+23
5130000.0,3.080201394158034e+23
5140000.0,3.0802012775461685e+23
5150000.0,3.080209104685345e+23
5160000.0,3.080205764285327e+23
5170000.0,3.080203129826617e+23
5180000.0,3.080206022867779e+23
5190000.0,3.08020516497186e+23
5200000.0,3.080203641555634e+23
5210000.0,3.080202420059649e+23
5220000.0,3.0802012095390684e+23
5230000.0,3.080202166118943e+23
5240000.0,3.0802036678094974e+23
5250000.0,3.080203351536868e+23
5260000.0,3.080202578064747e+23
5270000.0,3.080202432668471e+23
5280000.0,3.080202028188852e+23
5290000.0,3.080207445052011e+23
5300000.0,3.0802069803908404e+23
5310000.0,3.0802053929387485e+23
5320000.0,3.080203478463761e+23
5330000.0,3.0802021188413714e+23
5340000.0,3.080201324210634e+23
5350000.0,3.0802005792853065e+23
5360000.0,3.080199689196237e+23
5370000.0,3.0802026592360175e+23
5380000.0,3.080202786798232e+23
5390000.0,3.080202197252353e+23
5400000.0,3.080202494391875e+23
5410000.0,3.080201105019095e+23
5420000.0,3.0801994931452185e+23
5430000.0,3.080200808591021e+23
5440000.0,3.0801993500092916e+23
5450000.0,3.0802000021610584e+23
