label,score_total,score_swd,score_Nd,score_Nd_drop,score_Rd,score_pressure,score_fdot_prior,f_n,K_d,rho_d,fission_rate,Dv_scale,Dg_scale,b_scale,gb_scale,gd_scale,coalescence_d_scale,capture_scale,swD_1p3_1600K,swB_1p3_1600K,Rd_1p3_1600K,Nd_1p3_1600K,Nd_1p3_1400K,Nd_1p3_1725K,Nd_drop_1725_over_1400_log10,swD_3p2_1600K,swB_3p2_1600K,max_f_cap_step_3p2_1600K,capture_fraction_sum_3p2_1600K,capture_raw_sum_3p2_1600K,dt_h,n_modes,use_full_exp,D1_Xe,D2_Xe,D2_Xe_over_Dg_unscaled,D2_Xe_scaled,D2_xe_scale,D3_Xe,Dg,Dg_D1_scale,Dg_D3_scale,Dv,Dv_D1_scale,Dv_D2_scale,Rd1900_soft_max_nm,Rd2000_max_nm,Rd_1900_2000_ratio_max,Rd_1p3_1700K,Rd_1p3_1800K,Rd_1p3_1900K,Rd_1p3_2000K,Rd_inc_1600_1700_nm,Rd_inc_1700_1800_nm,Rd_inc_1800_1900_nm,Rd_inc_1800_2000_nm,Rd_inc_1900_2000_nm,Rd_last_increment_factor_max,Rd_post1800_delta_max_nm,Rd_ratio_2000_over_1700,Rd_ratio_2000_over_1800,Rd_ratio_2000_over_1900,Rd_ratio_max,b_bulk_scale,b_dislocation_scale,bulk_gas_1p1_1200,bulk_gas_1p1_1500,bulk_gas_1p1_1600,bulk_gas_1p1_2000,bulk_gas_1p1_2200,bulk_gas_1p3_1600K,bulk_gas_3p2_1200,bulk_gas_3p2_1500,bulk_gas_3p2_1600K,bulk_gas_3p2_1800,bulk_gas_3p2_2000,bulk_gas_3p2_2200,disl_gas_1p1_1200,disl_gas_1p1_1500,disl_gas_1p1_1600,disl_gas_1p1_2000,disl_gas_1p1_2200,disl_gas_1p3_1600K,disl_gas_3p2_1200,disl_gas_3p2_1500,disl_gas_3p2_1600K,disl_gas_3p2_1800,disl_gas_3p2_2000,disl_gas_3p2_2200,family,gd_bubble_scale,gd_line_alpha,gd_line_scale,matrix_gas_1p1_1200,matrix_gas_1p1_1500,matrix_gas_1p1_1600,matrix_gas_1p1_2000,matrix_gas_1p1_2200,matrix_gas_3p2_1200,matrix_gas_3p2_1500,matrix_gas_3p2_1800,matrix_gas_3p2_2000,matrix_gas_3p2_2200,p_b_over_eq_1p3_1600K,p_d_over_eq_1p3_1600K,qgb_gas_1p1_1200,qgb_gas_1p1_1500,qgb_gas_1p1_1600,qgb_gas_1p1_2000,qgb_gas_1p1_2200,qgb_gas_1p3_1600K,qgb_gas_3p2_1200,qgb_gas_3p2_1500,qgb_gas_3p2_1600K,qgb_gas_3p2_1800,qgb_gas_3p2_2000,qgb_gas_3p2_2200,score_base_highT_guard,score_partition,score_qgb,score_radius_guard,score_radius_saturation,score_rizk_prior,score_swig_diag,trial_number,state
capture_only_v6_trial_00115,2.1252130864537024,0.7126024261764862,0.7755736278210872,0.5414454159596657,0.2438152755377807,0.07898488748657773,0.10668364171549896,7.861925246090024e-07,1319998.8455934944,14020628459733.225,6.392248443015224e+19,1.0,1.0,1.0,1.280687450869791,1.0,0.11079126808570829,5.381647433180921,2.280750751747335,1.2175892446108796,66.73108974523335,1.8323336869036573e+19,1.8431541655185086e+19,1.8016610192833634e+19,-0.009888579838599643,5.394600477239273,3.650693183675037,0.0011030409201603357,0.3587173529350116,0.3587173529350116,12.0,22,0,4.2934800659537927e-19,3.4540538753292833e-105,3.3558863497999104e-86,1.718016128930335e-104,4.973912367729215,1.1825659619578163e-19,5.119410939028877e-19,0.22398215614127992,3.515869854416843,6.417496929564488e-21,0.26845491209864325,2.0567832140952227,700.0,800.0,1.35,85.7194057094558,109.47645512980976,126.01644819033899,134.45652593290464,18.98831596422245,23.757049420353965,16.539993060529227,24.980070803094875,8.440077742565649,0.75,350.0,1.5685657736433956,1.228177563600093,1.0669760008615503,2.8,0.06346397704408148,0.030720535344537298,67.63490799706955,62.373682958694594,56.465035943633005,0.8097580937559176,0.04973453539842778,57.079262114594044,76.12380112081671,70.07256773784192,62.267886892595556,14.736128627830086,0.12468824984155487,0.7131624231861664,26.729303900821687,32.098632920378655,38.004789385153934,92.8413017840747,93.68033523895173,37.47291319797839,18.583910818918124,24.734786991353264,32.48959679752818,78.99096207819781,93.0952883610735,88.49638918484399,capture_only,5.101521401160035,0.11571922891350413,0.5985716420264977,0.27287351448832625,0.256197736458986,0.21837473334782007,0.0014956108597975913,0.00010747392846118022,0.09570934474711414,0.0903166557300391,0.012943309952607594,0.001010678436842713,0.00048781224626774205,1.0020447835133293,1.3693605618621065,5.362914587620428,5.271486384467757,5.31179993786526,6.347444511309601,6.269822751721406,5.262661763720579,5.196578715518069,5.1023286150747635,5.164212016871863,6.259965984019513,6.779012710648142,10.789960579723608,0.019963375005753528,0.1033403201769537,0.0,0.0,0.0,0.2766104904995165,2.1327660055161943,115,TrialState.COMPLETE
capture_only_v6_trial_01255,2.125860581503329,0.9268349960194003,0.6281081799390282,0.5223784713431353,0.15913788165587844,0.0,0.1057729357101748,3.9537005273300924e-07,722074.4023859517,11869947148966.748,6.378858082752431e+19,1.0,1.0,1.0,7.972482110179152,1.0,0.5574862277655663,4.736366493718605,1.8875959123858674,2.0096741476339877,81.8419559374661,8.220389935530396e+18,8.404013087928119e+18,7.767346385905004e+18,-0.03421404706984364,2.2986680185307984,6.086286026865017,0.0016800882866249169,0.1454559466295878,0.1454559466295878,12.0,22,0,4.2934800659537927e-19,3.45043423561919e-105,6.279857088461132e-88,2.708430975786913e-106,0.07849536582461127,1.1800887453091997e-19,4.31288632469598e-19,0.2079153657157075,2.898261558874503,8.660259192811691e-21,0.3371649876648689,3.7800454243862216,700.0,800.0,1.35,102.5205665531163,138.78715500031942,191.81571341354734,259.42769356718844,20.6786106156502,36.26658844720312,53.02855841322793,120.64053856686903,67.6119801536411,0.75,350.0,2.5304941465845094,1.8692485883624559,1.3524840533156544,2.8,0.36093654278671483,0.21115129223393017,72.40490642700345,71.07937524310913,68.52933918210552,3.541825942233453,0.06514425689825427,72.15499524795834,86.35577754940317,85.94465772297659,85.1636252893226,73.64613125554023,26.0309098061842,13.68952646892606,21.906727980917896,23.360722593573357,25.897679879325818,88.90596982925037,92.24165019693751,22.29675122721638,8.091324816360329,8.628599121074938,9.344774428284563,19.36979733181702,61.34749555003754,69.50676547450915,capture_only,8.64974810836864,0.5190521703521133,6.691965402990509,0.36823058586290247,0.34341754197322,0.28915169433415483,0.003372854511745161,0.00030078719635531396,0.1277445455865229,0.1191166856503284,0.014804156040542787,0.0021598489887949598,0.00025791897556325723,1.005872010216945,1.1507275046824443,5.320135006215745,5.216484621344309,5.283829244234486,7.548831374004428,7.692904758967872,5.303258462422051,5.4251530886499975,5.307626470298152,5.391527552672296,6.969267256602226,12.619434794789457,16.803450137589234,0.09985989223029534,0.09598977695766177,0.0,0.0,0.03592091331493768,0.1936196600890492,2.3072565152745974,1255,TrialState.COMPLETE
capture_only_v6_trial_00514,2.1265033512698035,0.8560970663145316,0.6262177164457202,0.4605412940385583,0.17969857575851242,0.0,0.06601665916663156,2.9881595796577694e-06,815518.0948132904,15140744328144.705,5.820853425752434e+19,1.0,1.0,1.0,5.622606757422156,1.0,1.32655009341445,5.133729790176696,2.019501905358917,1.5591682396444928,75.73220138099077,1.1099768337649285e+19,1.1793283231919798e+19,9.090424964273116e+18,-0.11305054250639732,2.575866466084356,4.985803175961914,0.0014556784977380645,0.17186785526762316,0.17186785526762316,12.0,22,0,4.2934800659537927e-19,3.296063849449835e-105,5.582208232617923e-87,1.124570588688588e-105,0.3411859235907389,1.0768578837642003e-19,2.0145622338441344e-19,0.18911610390981548,1.1167639014284527,9.577580447644383e-21,0.4053259033731922,3.021318447878938,700.0,800.0,1.35,103.14563659849385,157.24847544515072,260.5312342286897,487.24905627676094,27.41343521750308,54.102838846656866,103.28275878353898,330.00058083161025,226.71782204807124,0.75,350.0,4.723894023490624,3.0985931971513234,1.8702135953843537,2.8,0.12210737478523816,0.09029585540149457,73.44583326663178,71.66272925770544,67.20365506156246,0.6808532122033054,0.004252803815485352,70.66389191090181,87.49582974393513,86.78050535518071,85.35447283435306,55.07390048614236,15.430627808906483,2.8853783441788297,22.541571390507414,24.362446221561324,28.81575863418097,94.13736734965964,94.61256857615865,25.398698054962917,8.744870033118158,9.485964324027853,10.84800374395439,40.00823062673415,77.1181260818832,88.63283889427748,capture_only,6.912849068060837,0.21464955240729222,7.826638555492943,0.31941008296609424,0.29532662958657563,0.20799424699493346,0.0017814341304816807,0.00016092654923667368,0.10973984297582873,0.10108406002253488,0.008051734917789596,0.0009763877802447894,0.00011136410227276166,1.0021299625396214,1.1426169915858575,3.6931852598947157,3.6794978911466796,3.7725920572616354,5.179998004006589,5.38301769347664,3.761619153740515,3.6495603799708913,3.632446260768928,3.7268547592963652,4.909817152205709,7.450269721430084,8.481671397441415,0.0,0.014360975937731038,0.0,0.04524337646816401,0.2624162331411586,0.22657676158342968,1.9309954533688796,514,TrialState.COMPLETE
capture_only_v6_trial_00246,2.1282232301979396,0.8629063270007956,0.624726207306422,0.5171570212406638,0.08470383553312198,0.09174428149271548,0.0642329513359046,2.235660591895667e-06,439505.6736811092,12395719499859.775,4.312578892956462e+19,1.0,1.0,1.0,3.5876153131500916,1.0,0.40727594085185564,0.12576547835145258,2.040440760066493,1.3526014588181559,97.4390122172146,5.265465397851388e+18,5.389696780073427e+18,4.908071577883463e+18,-0.0406534450970236,3.278151041125948,4.0664120736883955,2.257049672482138e-05,0.005113259175607159,0.005113259175607159,12.0,22,0,4.2934800659537927e-19,2.8370749604206796e-105,1.6676082274926663e-85,8.187983342212199e-104,28.86065210274913,7.978270951969456e-20,4.910016158005677e-19,0.45041337799468584,3.7303512453558696,6.971537951222855e-21,0.3195048973995141,1.3680350297917654,700.0,800.0,1.35,131.67503067758315,178.78684689941034,234.92060612291937,303.9723962075567,34.236018460368555,47.11181622182718,56.13375922350903,125.18554930814636,69.05179008463733,0.75,350.0,2.30850446469124,1.7001944017647936,1.2939367100411228,2.8,0.321743490337047,0.08506878886010709,74.04450434771618,71.61430901475612,66.60707454164,3.755321578769919,0.37130917007337866,69.10981122606654,85.62094922430549,84.16044769652552,81.3279880287986,59.352529347041504,43.94614684866096,34.04354929682073,20.41373500372926,22.927696879541955,27.832862192533963,88.91000109926848,92.19058710526615,25.34114386961119,8.934850858584358,10.465301164182648,13.10822526870705,33.06557336502176,45.42231089405626,51.178377422035844,capture_only,8.020961575207215,0.3085976831236638,2.4122917564902795,0.27340074681505316,0.2515929461143372,0.17576338425896068,0.000924467261839003,8.951267815961751e-05,0.09651543606664077,0.0891028722409537,0.005700304516778797,0.0005343157055930254,6.959111824409396e-05,1.0007854477804776,1.4494013199718307,5.268359901739515,5.2064011595875925,5.3842998815670855,7.33375285469978,7.438014211982298,5.398921609267015,5.347684481043529,5.285148267050865,5.501084173846022,7.576196983419957,10.631007941577185,14.778003690025184,0.0,0.18109574354075714,0.0,0.0,0.0344373260028663,0.2014086083690019,1.6404992989839116,246,TrialState.COMPLETE
capture_only_v6_trial_00220,2.128450641047563,0.8641445196335257,0.6173148461052382,0.5012321563821015,0.036343459977360174,0.24935557205163322,0.029064735643654388,9.668422082870379e-07,496210.99743770156,11134386064434.941,4.676331267987606e+19,1.0,1.0,1.0,4.889938926584194,1.0,0.4195508441984244,5.712380023686888,3.1238214282951966,1.1459426938490134,112.4924961958143,5.238741013936842e+18,5.434246654698378e+18,4.725408682038563e+18,-0.060699971801951344,5.2288254232709,4.409038919937859,0.0014877711680241939,0.35580091530558844,0.35580091530558844,12.0,22,0,4.2934800659537927e-19,2.954302204912808e-105,2.572896760060888e-85,1.4586537281454695e-103,49.373883474744915,8.651212845777071e-20,5.669305316824878e-19,0.5155872651168969,3.9944014017325387,6.9534773534458e-21,0.3199681938038709,1.2502023507191249,700.0,800.0,1.35,151.12130777374534,198.66360420193428,251.28042556830397,318.2428144576891,38.628811577931046,47.54229642818893,52.61682136636969,119.57921025575484,66.96238888938515,0.75,350.0,2.10587652493157,1.6019180550766963,1.2664847002624293,2.8,0.2821795477313233,0.0789401013590524,52.90844768135202,51.01475694318957,44.15476514531839,0.22059803744557116,0.0015812501943389722,48.344842985580826,76.05780011869793,74.57251140311662,69.88999081928934,31.016845890986115,1.9033474286661207,0.170639161616137,41.78135194276085,43.75897233416285,50.5556294287342,93.74981659948227,93.94621315545756,46.34950862659428,18.592547243135726,20.16341424113603,24.66360970302288,61.65850995230382,88.70077172420787,89.6378644351139,capture_only,5.654770730487844,0.24637641002444785,7.141670492703796,0.25012785188857467,0.22884700141815317,0.16099629977608143,0.0006516675829701752,5.375369685901678e-05,0.09041954577192433,0.08272063797530818,0.0060294091648987625,0.0005787467855807185,4.904659834992425e-05,1.0022362938207339,2.049816857054093,5.060072523998566,4.997423721229416,5.128609126171335,6.028933695489191,6.052151840651234,5.167721780418029,5.259233092394412,5.181353717772044,5.38738783094409,7.3186147475451815,9.39530210034044,10.191447356671619,0.026936635369410312,0.11006850821402527,0.0,0.0,0.035137920852038484,0.21356221052516539,2.3838181184214933,220,TrialState.COMPLETE
capture_only_v6_trial_01319,2.1287717294673807,0.965896588133255,0.6263521732100839,0.5327987384095096,0.12368180064337957,0.0,0.09353668959412464,4.031985218622685e-07,631871.657722809,9806395587869.602,6.201642023841594e+19,1.0,1.0,1.0,4.468394126333603,1.0,0.3301569834319514,4.532102351968934,1.7787723270960156,1.7477538914182813,88.85556756835429,6.053099588582006e+18,6.128294820173798e+18,5.840679793642685e+18,-0.020876252817810116,2.387240176216864,5.262580472221854,0.0013596530764695394,0.13333575529578395,0.13333575529578395,12.0,22,0,4.2934800659537927e-19,3.4021670273162447e-105,3.169274657061496e-88,1.4754437396117187e-106,0.0433677631863831,1.1473037744106948e-19,4.655461893541686e-19,0.21356023389249498,3.2585487556371975,6.020742615355432e-21,0.21157033170587425,3.588888044017383,700.0,800.0,1.35,112.99253576551898,150.7717248705121,197.90980373414604,247.32887555081342,24.13696819716469,37.77918910499311,47.13807886363395,96.55715068030133,49.41907181666738,0.75,350.0,2.1888956989519017,1.6404194868980104,1.2497050216019234,2.8,0.3304522653555767,0.19092517530293332,72.25268278891306,70.73277978581858,68.19052433696828,4.051514935443992,0.16985271214372957,71.61981107078479,85.71562118487128,85.13629724780297,84.13701505787549,70.9073033555973,22.365105730744297,7.999956831166546,21.24232842498848,22.900572986277314,25.423020780313525,87.31280886922056,91.12716150253644,22.01815216260424,7.9102779023351175,8.62259039104481,9.536503277698657,20.68956617871795,64.0018466073646,72.38368217787084,capture_only,7.70817753497305,0.4873131923812929,5.42449474814984,0.4264229425641715,0.4017261232940339,0.34161512001709304,0.0038659166217832673,0.0003158090976494229,0.14822726398077854,0.13975300974249347,0.018335517508377832,0.0024724671752837505,0.0003523024419379119,1.0038695763684629,1.3167879878784952,6.078565843534292,5.964921104610058,6.044839762701102,8.631810278713662,8.702669976222193,6.072539742429892,6.225873648812836,6.101359351409733,6.207612092084356,8.384794948176356,13.630575194715814,19.616008688520676,0.009785506523547483,0.08228789145225758,0.01022053634869387,0.0,0.017972252837793502,0.19249469529161833,1.9800222587328309,1319,TrialState.COMPLETE
capture_only_v6_trial_00144,2.131088979892204,0.8558661570583831,0.6722431875587217,0.5340445968402912,0.20432667504416366,0.016756910430301995,0.07758150299495264,1.109371385801962e-06,1177924.3827490988,9823760846732.33,5.977939388531972e+19,1.0,1.0,1.0,1.100701617964911,1.0,0.20573391148126255,4.888534937442978,1.8457594418634002,1.3399345257139674,72.84358132292209,1.1400203945157829e+19,1.1511226668893624e+19,1.101122257062186e+19,-0.019286064593578272,4.395904137472976,3.9260264385548282,0.0007658160596742314,0.25253769447326957,0.25253769447326957,12.0,22,0,4.2934800659537927e-19,3.340242810696729e-105,5.733331417634396e-86,1.8402022396553182e-104,5.509187038026967,1.105918786878415e-19,3.2096561416200074e-19,0.2429941708589675,1.9588830017155967,1.0571708622622565e-20,0.4705848278518468,2.3353910719284587,700.0,800.0,1.35,99.36679943471647,134.1695000481431,162.57682070637995,180.52381375914126,26.523218111794378,34.80270061342664,28.40732065823684,46.354313710998156,17.946993052761314,0.75,350.0,1.8167417566643533,1.3454906941917884,1.1103908476914695,2.8,0.05661464735586636,0.045796646719621935,79.06006583132583,74.3664861045514,68.33096112001999,1.4364041084466361,0.08350083722033436,68.79492774353496,85.25323746784541,80.69577318867185,73.80055233554648,21.20717013572864,2.0052215418985524,23.51323797172474,15.549894866044706,20.328180068354396,26.353092069074698,92.09049668976692,93.50391760963711,25.98136530578056,9.81082158706474,14.429627351560919,21.22371295693084,72.32998391790716,88.92141248934027,59.64189407459847,capture_only,8.287484996330374,0.20263777399431382,0.30085567640467165,0.4013024810755572,0.3733308013397726,0.28115200369631344,0.0013712720343477443,9.986818585954707e-05,0.13989331863690188,0.13107258417383835,0.012951837151071073,0.0026855132361532402,0.00023930277272638239,1.001087764851015,1.2492705460617093,4.988736821553901,4.932003025754425,5.034794807208992,6.471727929752106,6.412481684956699,4.985113746616178,4.796047626452951,4.743526875593411,4.874902694212563,6.449894109213144,9.070680455525025,16.844628650904063,0.08917248462816722,0.11861561685238807,0.0,0.0,0.0,0.26019771568437894,1.856095187440785,144,TrialState.COMPLETE
capture_only_v6_trial_00469,2.131112249798066,0.9556135869181273,0.6264882776007776,0.4860676173495288,0.09952313393842266,0.08756467614898165,0.04218465420087545,2.0503846354629367e-06,665623.3326936467,16095377647010.96,5.510038819107866e+19,1.0,1.0,1.0,3.7377566128620683,1.0,0.5445199991790877,3.3401865070449976,3.422520083354197,1.1279739322272042,93.73269626810914,9.921653737706988e+18,1.0419130590255368e+19,8.666651238566564e+18,-0.07998016124675521,5.420862023277379,4.593108592329263,0.0010913162635904493,0.22822560392654054,0.22822560392654054,12.0,22,0,4.2934800659537927e-19,3.2068571417948645e-105,1.9930550816600794e-87,4.929130895967712e-106,0.1537059706129877,1.0193571815349553e-19,2.4731533720894867e-19,0.23957525790064307,1.4171105125507975,1.0447599508591735e-20,0.45939301403734595,2.647204105537925,700.0,800.0,1.35,124.80798665637823,164.0436817193991,206.1452963082931,258.58228965264277,31.075290388269096,39.23569506302087,42.101614588893995,94.53860793324367,52.43699334434967,0.75,350.0,2.07184088598891,1.5763014274146465,1.2543690992877636,2.8,0.07563794538311958,0.05888821160461512,54.499261904335945,52.45895517053759,45.563446687081075,0.2897853811406102,0.00939619006506399,50.372937662589706,78.62903994194163,77.27063064349859,73.27334151545412,33.09951527238165,1.5486033117053488,0.12970384743236504,41.390070016169474,43.46793171834124,50.35384416623008,95.20161199683598,95.48071218315194,45.583118538704134,17.5058621705804,18.892764868968033,22.81005469846709,61.984649432552814,92.32203598638954,93.50755643731026,capture_only,5.3901731384257765,0.16765081456737185,9.049858172649985,0.2881987344830885,0.26586718189925623,0.18514465629326446,0.0008001024341037041,6.207547667351544e-05,0.09736509509324516,0.08916324095508618,0.006686133968460313,0.0006697809444711204,5.356062022682243e-05,1.0025594070071029,1.5090941235882318,3.822469345011524,3.8072459292218976,3.897564490395584,4.507802519589339,4.509829551306335,3.8881066665986204,3.7677327923847304,3.7474412465783074,3.854606779027961,4.909149161097057,6.128690920960643,6.3626861546371565,0.029329920361139312,0.10070203133728123,0.0,0.0,0.02665493000926973,0.24466164240560906,2.655948082007836,469,TrialState.COMPLETE
capture_only_v6_trial_00268,2.135012241074349,0.9401152982272405,0.614573160978895,0.5110744086622118,0.059806279896168504,0.14600177935417405,0.050490514159395955,9.434033847319987e-07,617109.9558784728,11201629865838.803,4.451224412433352e+19,1.0,1.0,1.0,1.97349764259183,1.0,0.30857091045648705,7.158461127017894,3.1594760626263056,0.9177368200874895,104.31550673346138,6.644768329409189e+18,6.835430651898883e+18,6.117518580951426e+18,-0.048190584450610044,5.433153292667954,3.2912351647167686,0.0016114691761202713,0.4367229210281297,0.4367229210281297,12.0,22,0,4.2934800659537927e-19,2.88231889888862e-105,1.3139007838230132e-85,7.305998846441103e-104,25.347642307234597,8.234765163001702e-20,5.560540747363802e-19,0.6114784431757054,3.5643642322867843,8.259275320429935e-21,0.38228310472414023,1.4156806130498159,700.0,800.0,1.35,141.31585462346524,182.35060502234387,220.30737951909603,258.0391055868009,37.000347890003866,41.03475039887863,37.95677449675216,75.688500564457,37.73172606770484,0.75,350.0,1.8259742070296616,1.4150712883852659,1.1712685528286368,2.8,0.34134290250705657,0.09302277040578401,61.09561557465397,56.11976537030921,45.99603905847626,0.14171882649595663,0.004967583099969726,49.450411057197826,78.67883939286656,75.2844115112449,68.26786468647067,22.90889740926917,2.464904597630486,0.6117371074779845,31.68106155310561,36.79840445274947,46.81706106701712,92.04967164601237,92.2490442984296,43.32536510129869,14.103388446546413,17.57945289623557,24.198048952840676,66.66367079025233,83.39472521478469,81.21573062989914,capture_only,6.480776460288398,0.2959948379784395,2.565606137917272,0.48041197843938144,0.4367545738726767,0.2783526885478171,0.0007987284895813534,6.055878121339894e-05,0.17158151163158877,0.15759575230059067,0.00901560155040009,0.0010599436315060007,0.00010821869316200486,1.000601351314077,1.7362604256261012,6.742910893801041,6.64507560306864,6.9085471859588,7.807810799002099,7.74592755968922,6.985731519957373,7.046190648955437,6.9785398402189704,7.431252870131491,10.418416198928105,14.139310243953318,18.172424043929713,0.06438695051037643,0.10475131107615268,0.0010905054043896432,0.0,0.011837290519864404,0.1881224448441719,2.0384635408917386,268,TrialState.COMPLETE
capture_only_v6_trial_00267,2.139737503909133,1.0295416530097383,0.6325756000512066,0.5342438217466309,0.16276731790179944,0.0,0.03970548219490193,1.228142700565007e-06,764075.3720638525,10560401124348.373,4.563147656856049e+19,1.0,1.0,1.0,5.481289356155751,1.0,0.23118003268249537,6.083744078587248,1.6725240828611938,2.2182130035248706,79.48678884064414,7.95058185784948e+18,8.024719770954501e+18,7.680855047857748e+18,-0.019020306226058086,2.626347021089508,6.893316697383541,0.0011818536528129264,0.20708748613723332,0.20708748613723332,12.0,22,0,4.2934800659537927e-19,2.918330978938957e-105,2.103172893529407e-85,1.047898465751889e-103,35.90745783512474,8.441823165183692e-20,4.982464679798029e-19,0.5095326973535866,3.3106547555807797,7.148251007908497e-21,0.31537824970196765,1.9402295931617546,700.0,800.0,1.35,108.9011696085306,150.41681544456884,190.3671781411529,220.93400177673723,29.414380767886456,41.515645836038246,39.95036269658405,70.5171863321684,30.566823635584342,0.75,350.0,2.0287569230976445,1.4688118554016003,1.1605677193624193,2.8,0.10289896843415171,0.0682525087172704,79.78678466369483,77.71177189590166,72.65215013856711,1.4729917736037907,0.06695646875579671,74.71321820613193,88.82972540326989,87.68057820693146,85.2042762945287,49.45245285994281,3.5418185956218244,1.7511106556463667,15.822555471151958,17.959908042846727,22.911915100707997,92.16714410277422,93.58479747124986,20.890940761290512,6.965332412384182,8.179646755934835,10.51838269099229,44.582728883477095,87.09132575308273,85.38682586094787,capture_only,7.3814261090235,0.21301860048593435,3.3502113753540903,0.1645547965911642,0.14683825774049764,0.09906606626291024,0.000609712728796204,4.60611296824483e-05,0.05707057810402365,0.05064333093784651,0.003462373782082965,0.0006455597153914292,7.944671534573409e-05,1.0078385279035538,1.1900102341785266,4.226105068562048,4.181481803511129,4.336868694461972,6.359254410893204,6.348199998864645,4.3121542732073195,4.147871606241894,4.089131706195879,4.243381154780047,5.961355882798036,9.366210091580061,12.86198403669041,0.08622887766142817,0.007620170535374364,0.0,0.0,0.000771828839379166,0.23533482332691505,2.4678372068470322,267,TrialState.COMPLETE
capture_only_v6_trial_00879,2.140785789194462,0.944352053817239,0.6446629976959111,0.5317649881917235,0.1836783564533143,0.0,0.10982133575454191,3.545086542347928e-07,818021.8587702996,11793141451557.727,6.438598440933136e+19,1.0,1.0,1.0,7.250881298500508,1.0,0.4482513720476268,4.916654804509161,1.838650192341319,1.979376981435876,77.75619153900436,9.336961316469365e+18,9.484144797454985e+18,9.010225384779423e+18,-0.022262521166957268,2.1654991936810126,6.069341752323372,0.0017014268539494509,0.1426133815349387,0.1426133815349387,12.0,22,0,4.2934800659537927e-19,3.466553876469308e-105,2.5393019350580683e-88,8.075376875967438e-107,0.023295114294292246,1.1911407115726303e-19,3.1801562328911356e-19,0.1598840076787847,2.0935372360542615,7.48727500218282e-21,0.27285875591558184,3.992900357751046,700.0,800.0,1.35,94.20339897688616,121.015606755042,160.1315114675327,209.43905589962722,16.4472074378818,26.812207778155837,39.1159047124907,88.42344914458522,49.30754443209452,0.75,350.0,2.223264321396889,1.7306780630664493,1.307919059654238,2.8,0.29876440152228195,0.14700355073521632,69.68692951140575,69.77375040102075,68.21959501199429,7.4009948861094195,0.3419330604922934,71.96485587835355,85.67817625296222,85.89103027904224,85.52455502383837,76.78393354273832,10.370315707226414,2.0944654707915404,24.778339246903755,24.793868936624968,26.34066097012242,84.84097784340779,91.65293181780196,22.63654260412272,8.997574010570599,8.890678120099546,9.196668969663659,16.65781414386716,77.86519419462431,84.4933005232278,capture_only,0.7118662827343547,0.3703292011227102,7.9758529464043235,0.45950926404420317,0.42978616091370225,0.35958477497203906,0.004573161958642964,0.0003926250612177075,0.1600706270995785,0.14927761728558447,0.01782293929975139,0.0028356947939991613,0.00028404181490511264,1.0066235212963572,1.1453023443406247,5.075221977646275,5.002594501440602,5.080159242911257,7.753454108524143,8.004742496644507,5.092640535729467,5.164179109367614,5.0690139835726065,5.15440408139978,6.54042937409477,11.76165440335528,13.411949964165752,0.06042998788102416,0.05754422985461218,0.0,0.0,0.025767161680664046,0.20098748106551956,2.2782367744281067,879,TrialState.COMPLETE
capture_only_v6_trial_00316,2.141010317733629,0.980148702125656,0.6304033490698097,0.5283592686922919,0.1601671196804216,0.0,0.04094369507709067,1.171389213208164e-06,865967.8572057084,9508098931340.701,4.5501562384650125e+19,1.0,1.0,1.0,2.79834486863229,1.0,0.2572770303080301,5.447137805349589,1.7419246908956167,1.8751995863506916,80.09855568748523,8.092201912571066e+18,8.187074080881543e+18,7.703103354448733e+18,-0.026462995191375193,3.16222309692349,5.7650863522266445,0.0009008208646808477,0.21417492171879082,0.21417492171879082,12.0,22,0,4.2934800659537927e-19,2.9141737299156287e-105,5.835208493134173e-86,3.126914925354222e-104,10.730022349919244,8.417789041160274e-20,5.358702999273145e-19,0.6034956818086722,3.287806698416551,9.252492861101573e-21,0.41730249903714933,2.0858418839747914,700.0,800.0,1.35,114.08520557053014,158.76926149018652,197.29030523136032,226.5180597206229,33.986649883044905,44.68405591965639,38.5210437411738,67.74879823043636,29.227754489262566,0.75,350.0,1.9855165145018223,1.426712309388829,1.1481459236174199,2.8,0.08756100249569948,0.06903611347157276,81.73707321247883,78.40099474212467,71.83028102153776,0.748967996070545,0.0338510424399006,73.38314524251801,88.93166300123968,86.79066064623203,82.49854398990023,35.78483412436896,5.830091240585288,19.035211525594157,13.398923913267323,16.798512730217308,23.225356114882494,92.47490837630615,93.25375204867157,21.720869432717677,6.448281773751747,8.646493506810707,12.733877572179125,57.293408656022415,83.05401366781967,63.38535892018377,capture_only,9.180349644968459,0.2968528189147155,1.4097944921792056,0.2121232167364797,0.1898797971627768,0.12152739305666677,0.0005456514721037278,4.063461109812502e-05,0.07377275044547335,0.06587398028071867,0.004211695249419369,0.0008123241020645605,6.952616566309222e-05,1.0028800738545212,1.1968738506547145,4.651879657517362,4.610612730495279,4.822835470523104,6.775577976151231,6.712356274277436,4.793051317910973,4.546282474563092,4.496971866676537,4.725308635095585,6.917545524359227,11.115082767492972,17.57936002805642,0.0992619101659392,0.08271462671958711,0.0,0.0,0.00043056662316295587,0.22969435846549668,2.194721585730698,316,TrialState.COMPLETE
